Y Median	X Mean	X Center	Y Std	Y Mean	Y Upper Quartile	Count	Y Lower Quartile
nan	nan	3.6216678344652173	nan	nan	nan	0	nan
0.7648484497523689	3.679308458963838	3.660883520739727	2.220446049250313e-16	0.7648484497523691	0.7648484497523689	256	0.7648484497523689
0.3088012214562976	3.703483098973256	3.700099207014237	0.6719603314936652	-0.12652381470575788	0.3873634709309744	768	-1.075736136504546
-0.5261693874270947	3.74099283542361	3.7393148932887468	0.8970137238321725	-0.36402206812899407	0.1922768091274972	1280	-1.1537722385160967
0.10176587432421248	3.782718726526367	3.778530579563257	0.6968405396754859	0.043841509466375696	0.3934211253453004	2304	-0.5685708065876258
0.14086851859024213	3.8140239818471553	3.8177462658377666	0.5944433940848629	0.05142290075220892	0.37575741967981363	3840	-0.5254979362345313
0.03939032533974409	3.8550835973647364	3.856961952112276	0.6690424875100018	-0.05287923472919789	0.4076255809555325	6912	-0.3942787968611481
-0.014356737987889728	3.8992265070461283	3.896177638386786	0.5718370404075656	-0.03275161367661628	0.27958850049591577	7424	-0.3728362020938559
0.12003105396501557	3.9313793266070967	3.9353933246612955	0.5635650165268777	0.004071054339674547	0.38544975779537083	5376	-0.3042654632866397
-0.08293266880752828	3.9752421100318878	3.9746090109358057	0.4872611972253552	-0.008058131120664407	0.29980315870504154	7168	-0.41875896344868646
0.05411209677809975	4.0154368446645625	4.013824697210316	0.5457330076855403	0.05193996265312065	0.41136415184719294	10752	-0.20974800706813262
-0.016284892012804253	4.054974307376284	4.053040383484825	0.4764723193682616	0.02324495756376779	0.2947265741549838	15104	-0.27435202523825497
0.02617900676063025	4.092630532443794	4.092256069759335	0.5099551739834702	0.017656521247909965	0.23624380371960774	13824	-0.22420431125181403
0.04874684523211778	4.133097358765349	4.131471756033845	0.5467108224672508	0.052353509665442804	0.26271749343005163	16384	-0.26972239433996786
-0.0027705968013709685	4.171589956323959	4.170687442308354	0.44310587498719667	0.0638773428665941	0.1934568719140537	24320	-0.16238331084782587
0.0033137797610938227	4.212177018683685	4.209903128582864	0.35260720200833545	-0.02337359825171782	0.15569480444960007	50176	-0.16655852916188116
-0.013463111048233512	4.250570024006443	4.249118814857374	0.3231711609765105	-0.020747284435719587	0.1313122258446446	75520	-0.17716558471041166
0.010091578002217303	4.288221163497368	4.288334501131884	0.31598829421876035	-0.018428920897349217	0.14073129587608246	83200	-0.14404270265164423
0.018737867362127673	4.328208075354329	4.327550187406394	0.32781132629223037	-0.015417703179848892	0.15515958414538253	108032	-0.15503800114773683
