Count	Y Median	Y Upper Quartile	X Mean	Y Std	Y Lower Quartile	X Center	Y Mean
926	0.011356595225434644	0.15833205874429773	3.622763388463671	0.26487725220953445	-0.1379157781326994	3.6216678344652173	0.024924299591072088
1081	0.01688547155050958	0.15321697395493852	3.661718033193392	0.25351089606546195	-0.11173328239865833	3.660883520739727	0.022780230838701798
1344	0.016980047243577268	0.140006998365108	3.70042552497704	0.24009813714839837	-0.11268011887907012	3.700099207014237	0.021485769622043658
1650	-5.102223174293978e-05	0.13395553913911587	3.739622305909015	0.24146900225797974	-0.13252491913211487	3.7393148932887468	0.0029363275600744784
2088	0.008119279539139166	0.13399790353262614	3.7793808460798073	0.24102789165516472	-0.1172441973894496	3.778530579563257	0.015704591374842026
2508	0.0009063072910029834	0.1261360490517362	3.818384141089903	0.22317128560659366	-0.11115166186270325	3.8177462658377666	0.007026855403212929
3208	0.010436015765764566	0.13354360155876838	3.857865938092808	0.22617005163473441	-0.11590803685272702	3.856961952112276	0.008980943666031898
3978	0.004753233169062484	0.12103291904176232	3.897355249409257	0.21215053322451058	-0.1141954639291517	3.896177638386786	0.004817298870210864
5168	0.007518137279941335	0.11719498134266362	3.9364753167988353	0.20837353795474794	-0.10772525446664588	3.9353933246612955	0.009371804363421263
6609	0.012102384785386297	0.12136687971110892	3.975420040438396	0.20060360792160975	-0.09495440928409506	3.9746090109358057	0.013423544264181108
8790	0.009949173396780222	0.11487128765488133	4.014725888816128	0.1944873558613125	-0.09356588234102839	4.013824697210316	0.012062089128294907
11533	0.008826991972233283	0.10532373543523119	4.053762833402911	0.1859078069844846	-0.08952923643930076	4.053040383484825	0.010223310626211544
14846	0.007349435819529357	0.10234176395325868	4.09330408033114	0.17358574129114476	-0.0863798392810544	4.092256069759335	0.008195170607528364
19737	0.007024151033000648	0.0971885946580504	4.132437771026776	0.16685126995062238	-0.08475478625376004	4.131471756033845	0.0071496766315908835
25761	0.003451630405177891	0.09104749122319246	4.1715607598324524	0.15872930760599596	-0.08300893842774436	4.170687442308354	0.0046877251032924235
33980	0.005055239380132673	0.08764025532893205	4.210808298461882	0.15087212313922643	-0.07751584855119557	4.209903128582864	0.006172202011873185
43496	0.004616340361353749	0.08228376833818915	4.249915291746956	0.14386246555669024	-0.07571273434586498	4.249118814857374	0.004605428780992634
53648	0.00596785491817857	0.08072510249756713	4.288966958507045	0.13702766976777114	-0.07129841868775602	4.288334501131884	0.005911410052566384
63938	0.004380449839195709	0.07707896939421323	4.328069799620877	0.13054219752624455	-0.06875180109302027	4.327550187406394	0.005651664123761341
72852	0.0044613201908028435	0.07387609113280462	4.367218125337389	0.1249920155671593	-0.06486338395280732	4.366765873680904	0.006037752852464396
80321	0.004391637129096673	0.07140737135900645	4.4061077158137385	0.11927840819387427	-0.06232989209035628	4.405981559955413	0.006004788107966452
84535	0.0031364335330747594	0.06696108707488427	4.445314559115017	0.11355544312434662	-0.06042927627301188	4.445197246229924	0.005224501207506526
86715	0.0037275614084588938	0.065479952297522	4.484392611225666	0.10894459601443802	-0.057333771733989694	4.4844129325044335	0.006486049400268144
86903	0.00350436304169048	0.06344415107320531	4.52352756653748	0.1056729564930464	-0.055938825224184155	4.523628618778943	0.0059246123831521915
85951	0.0029742226727962474	0.06222472073832219	4.56283135408881	0.10355408587118083	-0.05461388080210637	4.562844305053453	0.0060139902724346585
81761	0.0020825751001027934	0.06028317171817756	4.601725859650305	0.10161467416640257	-0.054518883621663725	4.6020599913279625	0.005310560658446558
75796	0.0016560081165173548	0.05902956240244839	4.641032338891169	0.09873933047333333	-0.05380864405900676	4.641275677602472	0.004951418742466753
68112	0.0011752293885398876	0.05770697791198931	4.680063756788203	0.0964670630607699	-0.05341448979266729	4.680491363876982	0.0045767911520643864
61874	0.001635178030141178	0.05612012709631896	4.7194460854868945	0.09399779883043603	-0.05225261010232832	4.7197070501514915	0.00463159191488437
60010	0.0007741069834022433	0.055390964924146635	4.758930068349475	0.09094547705281472	-0.051873996860183666	4.758922736426001	0.003710255973296878
62066	-0.000317729671952522	0.053253786857277566	4.7983883810099055	0.08762124744491875	-0.05158762478157388	4.798138422700512	0.00301648015593314
64749	0.0001873771512230858	0.052304851585621454	4.837507283850075	0.0859021802510216	-0.049997775002946145	4.837354108975021	0.0032138692647038997
