Y Lower Quartile	Y Median	Y Mean	X Center	Count	X Mean	Y Std	Y Upper Quartile
-0.07268285936232478	-0.027748102567948185	-0.03214704401497431	3.6216678344652173	384	3.6195661028502464	0.056171147095521526	-0.007310861756263225
-0.03651620404951882	0.013263648243601281	8.614400273508627e-05	3.660883520739727	704	3.659655438498949	0.04683938119745559	0.03975421283397524
-0.026832567830396416	0.014416957898313078	0.0075800759128518205	3.700099207014237	2048	3.700183061258065	0.03948780528893107	0.03965769769251627
-0.02759354150996659	-0.0028200284661390397	0.002123781776102274	3.7393148932887468	4160	3.740539948298639	0.04811854752181632	0.02113897270086618
-0.03916577870914927	0.0012762459737327427	0.004150592273938894	3.778530579563257	5568	3.777542142562549	0.0634638771852752	0.03180584518876106
-0.021096920024078248	0.00036705189878197345	0.004613821250427374	3.8177462658377666	8384	3.818417769004535	0.048910297803460664	0.025162309179520108
-0.02033883730019388	-0.002367544636144595	-0.00314489507982582	3.856961952112276	10560	3.8576446710480163	0.029842079729147337	0.017354258961857827
-0.01929909210856278	0.0029616759595629065	0.004992316629802585	3.896177638386786	14528	3.8967497109979385	0.045729181917511144	0.021888391620807458
-0.019095313121077435	0.0018939968291365279	0.0016222708953052569	3.9353933246612955	12800	3.934982936227499	0.03441967140934935	0.020472056291790854
-0.022046900363160905	-0.004447041678206733	-0.0032865673190495565	3.9746090109358057	14976	3.9743844485590847	0.030569494331830288	0.015122067049475992
-0.02007831482539183	-0.0008300653047211037	-0.001283281680690677	4.013824697210316	18816	4.014448281496809	0.031633050087894174	0.015168149449017716
-0.020595098401795818	-0.0027864925807072694	-0.00141481773030522	4.053040383484825	20480	4.0526960931808365	0.027537663398453868	0.018278522110148798
-0.01731218482789297	-0.0002212037327866465	0.0010312595068471817	4.092256069759335	22400	4.092001266843745	0.030742024832136814	0.0192630374928289
-0.010986164944484239	0.0025184678859231716	0.0027574885616541128	4.131471756033845	22912	4.132020970409716	0.023306412559171572	0.017827889044385745
-0.012851761260254339	0.0005417169176378659	0.0008523489731800082	4.170687442308354	34752	4.172476619344451	0.02276134461828918	0.015613949839902401
-0.012870264059023013	-0.0001809932339264824	0.0003158414514089044	4.209903128582864	63680	4.212039439024324	0.020769692556860397	0.013036889084804954
-0.012058155429377009	0.0002142871670684095	-0.00042897824820249935	4.249118814857374	90816	4.249709233064629	0.01876930517430175	0.011075281325361586
-0.010531300966692306	-2.6830697348309816e-05	-7.701723531280468e-05	4.288334501131884	105536	4.288996441364812	0.017548034831598686	0.010512287395495735
-0.009423312246812825	-8.553568058826203e-05	-0.00021008466361622933	4.327550187406394	120640	4.327818860521904	0.014391583992000556	0.00875442426603985
-0.009185131014951295	0.00023815707962441244	-0.00016821365984697164	4.366765873680904	115072	4.366414663154471	0.014099546825579115	0.008667566479425974
-0.008910797337067636	-0.0003833924710989995	-0.0005357960309709308	4.405981559955413	120768	4.405918194562425	0.0142670290560083	0.008502604650335989
-0.007924371892644696	-0.0002778435642692187	-0.00030245171185089005	4.445197246229924	118080	4.4451494310821	0.012558502793430706	0.007477164485997017
-0.007040629502289403	0.00025694295647007883	0.00048070829324202777	4.4844129325044335	111680	4.484034196695752	0.012423989201368538	0.007937107859965471
-0.007061385978979656	-0.00013629563240865423	6.707536620276563e-05	4.523628618778943	114560	4.523421151244145	0.011810930950794565	0.006613256719985044
-0.007130063020727426	0.00016397063785871023	0.0003180403964239236	4.562844305053453	104384	4.562452551959692	0.011956837158643822	0.0077644494693842716
-0.006571101354473388	0.0002666132637296644	0.0004575879527139138	4.6020599913279625	99712	4.601690776698485	0.01181385007797885	0.008479500448106896
-0.0071127682968611045	0.00022156866929286625	0.0002444901694917356	4.641275677602472	95552	4.6409707353081675	0.011716409472954938	0.007460033118855747
-0.007631173597685098	-9.295515748068685e-05	-7.83437015911701e-05	4.680491363876982	72512	4.679367747682142	0.011306248632421053	0.006606146056489724
-0.006398952530840983	-0.0003663674991860959	-5.2803798537097966e-05	4.7197070501514915	60672	4.719627170364151	0.010881180867314025	0.0066212577441164145
-0.006982916573642101	5.7235278755550025e-05	-0.00018929663844205984	4.758922736426001	60224	4.758583327866532	0.01066903773081384	0.006228293973740199
-0.006281444430285438	3.7749826411875036e-05	-1.404872889268199e-05	4.798138422700512	69632	4.799063955818093	0.010155730120214729	0.006728043269198161
-0.006152505342650969	0.00016328478831000186	0.00018533567839812155	4.837354108975021	67008	4.836412557225579	0.01000166686819549	0.006501335334714844
-0.006829985544471634	-0.00014375383437004267	-0.00013227502435773477	4.876569795249531	68224	4.877512071463619	0.009749345549213093	0.005880444804146739
-0.006035888681022357	1.286020394578272e-05	0.00016901177214045734	4.915785481524041	78144	4.915454592680449	0.009545141458660002	0.0064466111649864955
