log10[ N([Cl III]) ]	T1	T2	T3
2.0294117647058822	181165.98828125	0.0	134468.4296875
2.0882352941176467	109558.619140625	185018.2587890625	316939.7578125
2.1470588235294117	243301.9609375	268635.8544921875	393136.4921875
2.2058823529411766	186340.41796875	346457.9296875	67356.28125
2.264705882352941	195427.76953125	359090.375	283157.1875
2.3235294117647056	404764.626953125	561654.80078125	399187.58203125
2.3823529411764706	398259.568359375	635707.16796875	487250.19140625
2.4411764705882355	278769.5078125	712496.58203125	396208.61328125
2.5	411165.21484375	816390.3203125	930721.83984375
2.5588235294117645	379907.2861328125	1031665.07421875	519096.9609375
2.6176470588235294	592823.640625	1421796.65234375	1270139.859375
2.6764705882352944	942462.0078125	1141487.568359375	994505.25
2.735294117647059	1078026.234375	1585651.2080078125	1185981.99609375
2.7941176470588234	911181.369140625	1358403.130859375	1185332.41796875
2.852941176470588	1304573.12890625	1844419.30078125	938756.58984375
2.9117647058823533	1461368.615234375	2713559.51953125	1777582.9375
2.9705882352941178	1591374.298828125	3049321.7666015625	2116048.0703125
3.0294117647058822	2067368.099609375	2901668.39453125	2612020.177734375
3.0882352941176467	2288421.2026367188	3490922.45703125	2291099.5390625
3.147058823529412	2217050.4018554688	4254364.8125	2198523.875
3.2058823529411766	2631861.98046875	3631968.8955078125	3098461.40625
3.264705882352941	3718539.466796875	4531097.1123046875	4474900.2587890625
3.3235294117647056	3656559.17578125	6249963.5625	3912408.740234375
3.3823529411764706	4540351.480957031	6440287.1845703125	5140522.671875
3.4411764705882355	5983773.429199219	7113778.59765625	5939295.958984375
3.5	6075792.6904296875	9780989.663085938	5936052.4814453125
3.5588235294117645	7130063.272949219	8797843.827148438	7057416.6396484375
3.617647058823529	7037680.712890625	10032020.1328125	8842003.604492188
3.6764705882352944	9095504.389160156	10911194.740234375	10667120.616210938
3.735294117647059	8522103.4375	10779006.661132812	11053148.935546875
3.7941176470588234	9502532.066894531	10498251.745117188	11115184.93359375
3.852941176470588	10644141.352539062	8784315.8515625	9670782.923828125
3.9117647058823533	9360115.523925781	7923462.4541015625	10559129.067382812
3.9705882352941178	9893207.874023438	7608579.1611328125	9351845.850585938
4.029411764705882	10391236.353027344	6977976.4052734375	13645273.248046875
4.088235294117647	7932505.9482421875	7008659.9228515625	9257895.44140625
4.147058823529411	7598838.431640625	5330541.0673828125	9265585.529296875
4.205882352941176	7545371.139160156	4741873.171875	5076598.009765625
4.264705882352941	6780920.740478516	4105875.26953125	4833477.77734375
4.3235294117647065	5065615.583496094	3179410.89453125	4296498.6162109375
4.382352941176471	3957130.5146484375	3525146.3046875	2933893.83984375
4.4411764705882355	3546752.7888183594	2257349.9521484375	2825320.3935546875
4.5	3396702.9267578125	2765061.76171875	1514833.2578125
4.5588235294117645	2566864.9497070312	1736526.0078125	1083593.34375
4.617647058823529	2423676.2006835938	2032890.23828125	640128.02734375
4.6764705882352935	1816479.6303710938	1197419.74609375	305387.51171875
4.735294117647059	1524061.388671875	1231279.62890625	335310.234375
4.794117647058823	1291625.23046875	841139.92578125	474695.1875
4.852941176470589	1123292.9140625	341930.0546875	67830.6875
4.911764705882353	1025706.7407226562	384477.39453125	59812.41015625
4.970588235294118	984671.1376953125	145976.671875	62872.890625
