Y Lower Quartile	Y Mean	X Center	Y Upper Quartile	Y Std	Y Median	X Mean	Count
nan	nan	3.6216678344652173	nan	nan	nan	nan	0
nan	nan	3.660883520739727	nan	nan	nan	nan	0
nan	nan	3.700099207014237	nan	nan	nan	nan	0
nan	nan	3.7393148932887468	nan	nan	nan	nan	0
-0.02618849813348151	0.15074494544700492	3.778530579563257	0.3276783890274913	0.17693344358048643	0.1507449454470049	3.76948568086239	8192
0.34642383075578165	0.34642383075578176	3.8177462658377666	0.34642383075578165	1.1102230246251565e-16	0.34642383075578165	3.8051405399708504	4096
-0.576856887988888	-0.23377746305217592	3.856961952112276	-0.00883724393601475	0.2464808754872219	-0.11563825723162498	3.8606087929975517	12288
-0.21228457065167514	-0.14492586362929646	3.896177638386786	-0.07756715660691778	0.06735870702237867	-0.14492586362929646	3.8952809079735564	8192
0.244725982543823	0.24472598254382302	3.9353933246612955	0.244725982543823	2.7755575615628914e-17	0.244725982543823	3.9388614088268756	4096
-0.33246458584405536	-0.1603793044130915	3.9746090109358057	0.08008312860838852	0.30398564318336707	-0.05428509212237347	3.9681664076228076	20480
-0.20409659321796705	-0.04671134824706805	4.013824697210316	0.16061877556527374	0.2361603632343211	0.016648428234159428	4.011435395980141	24576
0.02635099628163775	0.06318510040870307	4.053040383484825	0.14122199284438489	0.11160353109654064	0.10438788871731955	4.058370503818918	16384
0.06159730384553309	0.10656583789296735	4.092256069759335	0.18068705013026892	0.10356858073944772	0.1357185160828347	4.088024501859076	16384
-0.2579251894720361	-0.15147019767047007	4.131471756033845	-0.06460760634966924	0.11360928219849599	-0.11402802971102455	4.136366223723769	28672
-0.053468950345189295	-0.021912589675182625	4.170687442308354	0.006756813224685531	0.06877878094710463	-0.04345699133326031	4.1724043261987696	32768
-0.09107886235241702	-0.003322426467538334	4.209903128582864	0.11640944818219356	0.12035616451474125	0.01899128521125796	4.210454258416725	77824
-0.05299108182006494	-0.02154913691908671	4.249118814857374	0.059692114407468015	0.13362461950372004	0.008879587409628797	4.250879395739754	110592
