Y Median	Y Lower Quartile	X Mean	X Center	Y Mean	Y Upper Quartile	Count	Y Std
137.80780244362018	-243.95979273169314	3.6237228533082386	3.6216678344652173	253.25055723637195	812.8677165445806	304	1554.5067660781779
-162.77955941963637	-791.4263121601266	3.663995282368829	3.660883520739727	30.753467309496653	806.4538693342815	336	1742.1694610812685
86.45037647595692	-546.5739344467002	3.7002989963352007	3.700099207014237	68.40837874977407	679.9418564959005	540	1325.582071553522
85.61233981720625	-626.1689632292419	3.738729237857173	3.7393148932887468	164.06161553535628	827.5234153548081	696	1553.5899953194041
67.56299072129184	-667.2012158674261	3.779688327605687	3.778530579563257	187.6972098799333	780.8902185740881	732	1495.9281844700747
124.35640564056985	-470.1115668031789	3.819136981120106	3.8177462658377666	96.09048436652849	757.2047304901334	968	1338.5485060270387
206.09354634833102	-393.66477862869397	3.857137778075323	3.856961952112276	377.76290670847914	1006.4895520394402	1340	1468.7009224889546
188.8287325854253	-494.1761364205031	3.8956547633279515	3.896177638386786	278.0815581392684	1087.0909657312159	1692	1372.0222051279227
168.47240294977746	-332.93766750117334	3.9355117518572813	3.9353933246612955	297.3233278889688	962.514822637293	1984	1377.4826078080475
227.950240594163	-291.61534343354106	3.974630894980859	3.9746090109358057	451.5359132975967	1143.6833842125106	2260	1406.6592818958723
135.3740650442478	-325.84120764117506	4.014299251800372	4.013824697210316	351.06818151608724	910.1420921312783	2948	1302.9699244519534
128.00768689103413	-362.5044041275164	4.0538959179297365	4.053040383484825	228.0716062587233	748.970379465127	3712	1234.2102877408013
61.600097817095104	-357.2435238851949	4.093295316362273	4.092256069759335	166.1980847347016	590.2853460990191	4900	1160.649541506542
85.12301936358199	-276.15350718306945	4.132652610123594	4.131471756033845	219.62678324358535	592.8392818378885	6892	1064.7274337075246
59.81876008324748	-281.44083876011837	4.172313099141438	4.170687442308354	169.14778028707167	504.7271171787004	10176	932.9085566906592
64.04076675065562	-260.5495369331279	4.210688568388626	4.209903128582864	185.58397989883235	494.95431152927813	14416	928.1765588886678
66.68133652352208	-231.16390523879818	4.2501828157819075	4.249118814857374	187.94282763192749	468.2304214217438	20068	872.6679140865381
71.05731287531353	-229.1177853023887	4.288957491731659	4.288334501131884	192.2380039470809	460.8821390787719	25104	869.9459424177714
71.51159776560598	-205.55562979464048	4.32798724716359	4.327550187406394	198.62937826471864	448.3077879183602	30628	796.4327452162287
79.56269419036835	-202.2638491640182	4.3670593652868	4.366765873680904	201.6728138777481	439.7994549456564	34816	797.2489933190733
60.886080974459304	-191.04999695103925	4.40635838845504	4.405981559955413	179.7272160149802	391.1708408958566	36604	742.2389916847767
