[Cl III] log10 (N' / N)	T1	T2	T3
-1.4705882352941178	0.0	0.0	0.0
-1.4117647058823528	0.0	0.0	0.0
-1.3529411764705883	1504714.4437680875	0.0	0.0
-1.2941176470588234	1282971.87974301	0.0	0.0
-1.2352941176470589	1208913.873120087	0.0	0.0
-1.176470588235294	3164414.9308967143	0.0	0.0
-1.1176470588235294	3420460.0964504867	0.0	0.0
-1.0588235294117647	5765278.499170111	137301.16828316345	0.0
-1.0	4162255.1017318424	1893613.375921585	0.0
-0.9411764705882353	996071.2149575689	0.0	0.0
-0.8823529411764706	7011007.638517741	0.0	0.0
-0.8235294117647058	6948847.026515013	1872884.9699035427	0.0
-0.7647058823529412	1312883.5142248482	2193340.004182435	0.0
-0.7058823529411765	3738412.421544031	1878958.7101982052	0.0
-0.6470588235294118	9342123.921978422	0.0	0.0
-0.5882352941176471	9452856.5938362	0.0	0.0
-0.5294117647058824	15303874.96288742	0.0	0.0
-0.47058823529411764	33094189.30182757	11267444.113972941	0.0
-0.4117647058823529	31277375.218822487	5960427.5759804	2336285.9612493594
-0.3529411764705882	48889294.41358924	18448091.725623615	17150659.017903946
-0.2941176470588235	80696847.1666133	54543015.05873757	18787302.068542026
-0.23529411764705876	101028485.14811437	73569206.82360038	77774810.26871608
-0.17647058823529405	133750099.67389587	181652277.04212758	163920457.71913734
-0.11764705882352944	266426551.15223917	298309100.1995544	326059266.03684366
-0.05882352941176483	303164186.8650726	379814083.72576576	441699975.3699157
-1.1102230246251565e-16	270110805.9575	454433208.97344404	473296015.05170876
0.05882352941176461	327218136.605278	396769363.1271034	453972960.2771079
0.11764705882352933	262371809.33479536	266409375.19573906	223365654.42656338
0.17647058823529405	193746733.23858878	170387282.0771721	106804726.97258362
0.23529411764705876	121026600.0088947	68914484.7168641	64941966.32976715
0.2941176470588235	77591669.42461367	51339264.26695165	29569811.96471012
0.3529411764705882	36914576.27557069	25741218.060489018	15782151.117119646
0.4117647058823529	23187812.455125146	17762093.84484874	6801524.0788514335
0.47058823529411764	11738323.135451391	13216732.607453525	3963169.4762637024
0.5294117647058822	5479524.279433679	1893249.4141175519	0.0
0.588235294117647	10797679.649270058	4490041.056117606	0.0
0.6470588235294117	4158373.992207296	1946969.724416591	0.0
0.7058823529411764	2682407.0431570737	0.0	0.0
0.7647058823529411	1359527.8970681394	0.0	0.0
0.8235294117647058	2819395.4599674437	0.0	0.0
0.8823529411764706	1176420.9423630794	0.0	0.0
0.9411764705882353	0.0	0.0	0.0
1.0	1021953.7386964504	0.0	0.0
1.0588235294117647	2762953.5994708166	0.0	0.0
1.1176470588235294	0.0	0.0	0.0
1.1764705882352942	0.0	0.0	0.0
1.2352941176470589	0.0	0.0	0.0
1.2941176470588234	0.0	0.0	0.0
1.352941176470588	0.0	0.0	0.0
1.4117647058823528	0.0	0.0	0.0
1.4705882352941175	0.0	0.0	0.0
