Count	Y Std	X Center	Y Upper Quartile	Y Median	Y Lower Quartile	X Mean	Y Mean
0	nan	3.6216678344652173	nan	nan	nan	nan	nan
768	176.7800621250775	3.660883520739727	194.23151269193113	-106.544980564242	-225.9353143880653	3.672301024552491	-46.082927420125394
2816	530.3161668876653	3.700099207014237	276.5617361163231	-143.0931151120476	-663.1988236169855	3.708191196105176	-118.51081837881473
4608	478.99593523629426	3.7393148932887468	-80.86745516164228	-403.67555945310414	-672.9055264035305	3.73989109187253	-320.70961197040344
6912	607.673192003839	3.778530579563257	243.9844936931986	-302.9008085090645	-776.3873823163276	3.779365460961825	-285.88876696067615
8448	896.0222441931351	3.8177462658377666	258.08948964482715	-58.30940791890862	-313.1696970383073	3.8153574855003662	-157.91832902747856
13824	479.12705023549813	3.856961952112276	310.8044113377546	14.159019034507764	-223.74787615967944	3.8571096982457083	30.040649377120555
13056	354.5425909137447	3.896177638386786	203.42984304953097	39.10774903559104	-230.95066621853766	3.8969101633454604	-8.57052293350997
15872	352.03391887120324	3.9353933246612955	92.14935597433669	-107.79995178517493	-273.57671443394065	3.932387140016624	-85.99799808076715
15872	388.2965490511367	3.9746090109358057	242.89849605339623	37.85084107088096	-202.30996518185566	3.9758726845902435	-4.70435382827488
17152	404.86927066848665	4.013824697210316	220.18756171066525	-54.474172634894785	-197.7632559864869	4.014143828392823	-45.11200240594471
23808	282.8333697950608	4.053040383484825	161.4194316883113	-5.198070582571745	-162.40208001802057	4.051140264644394	-16.300623334268433
21248	289.4885781767503	4.092256069759335	177.29659268298292	-31.35017137200157	-214.42793790515316	4.091006649656808	-46.671696191152655
23040	229.80268716109737	4.131471756033845	111.59836871118114	18.481874735857673	-119.09556783959124	4.13066256077597	3.10460274927695
32000	189.9929439240746	4.170687442308354	125.28967923572782	21.03999941330585	-75.42408146575417	4.171078574380576	13.834261862079634
66816	182.17281149386085	4.209903128582864	89.33197715154165	-18.27770689182762	-118.11341546740096	4.211410346706059	-18.189788308137455
91904	157.28389750861731	4.249118814857374	114.73538293434103	7.2305168211205455	-77.98625881162297	4.249558992029995	13.04997415278843
108800	157.1418464442095	4.288334501131884	95.77209044848678	-3.610478870435145	-95.47589120015436	4.28865256006981	-0.9078889885123194
124416	136.4802948327389	4.327550187406394	82.27605478415535	-7.340601606967539	-84.42751328522718	4.3285821200728405	-5.828536120889342
111872	122.7348752007356	4.366765873680904	68.29255897615622	4.179563459741985	-73.34877921484622	4.366715435473029	1.3750082616535613
123136	107.7392076157262	4.405981559955413	63.66396585952134	7.071130494095996	-65.45952150336052	4.406381891209726	1.6625332155406534
114944	108.47219920705656	4.445197246229924	62.54050114285201	-6.685680060691084	-72.90152820408366	4.444751850655999	-6.099825828418092
115712	96.14073332237773	4.4844129325044335	55.52239930234964	2.852874460641033	-51.14218083408605	4.484221892175558	0.601428934068876
110592	96.2368346130064	4.523628618778943	55.23112094451926	-5.348933907120681	-55.78728053821351	4.523384786673273	2.2022674056074596
106496	88.3351059970207	4.562844305053453	57.88584810586781	3.1595460682692647	-45.25543949113717	4.562675940014012	6.817634235811159
98560	88.69207193399689	4.6020599913279625	62.422026619478856	6.913905403078388	-52.98897442692942	4.601637999300592	3.247330333444847
95232	73.41247161412927	4.641275677602472	45.97622840515078	-2.537092013311849	-47.336175285687204	4.640313873406844	-0.3205123834821778
77312	78.36816439278626	4.680491363876982	43.88146162070734	-11.381496233148937	-56.10646457921939	4.679395316076811	-9.47434274116247
60160	70.96556160784922	4.7197070501514915	45.445668275531716	-0.7812600189008663	-40.33968918249229	4.720480961767426	0.38288760154852963
59136	65.40640275052726	4.758922736426001	41.28790484853562	2.6036989504318626	-42.672479525943345	4.75940229702843	2.30845412751318
70144	63.93871472344296	4.798138422700512	40.664299671554545	-2.8546796939708656	-43.33227592320873	4.800531244251055	-0.05518275825911554
62720	55.76890899098151	4.837354108975021	35.03647175730839	1.651630908036168	-30.85995859031209	4.836313545096489	1.5250110834639916
71168	52.8056768226937	4.876569795249531	36.897670998045214	1.3128156088914693	-33.06361351282976	4.876905328569681	1.0384284161575235
77312	55.25296913969728	4.915785481524041	30.679210768423218	-0.8726609114182793	-33.22335405571175	4.915978708675094	-1.6142398999651315
78336	55.47386639089538	4.955001167798551	35.9278049079694	4.16302169508981	-29.763175122272514	4.955112638202112	2.9885468519285414
64000	56.14480435816794	4.994216854073061	32.455579306657455	-4.631136570156741	-36.472511461364775	4.994246633590578	-3.6186573606153685
85248	49.71115186782547	5.033432540347571	29.251394192853695	-1.5430313667366136	-33.97777987039626	5.034430790146009	-2.606957747931303
72704	48.37990829647335	5.07264822662208	25.458077349281666	-1.5444710089768705	-28.872124063000683	5.073228495208846	-2.9678899286082783
65024	46.380044857231916	5.11186391289659	24.19542362185348	-1.709626765898065	-33.3090805374959	5.112416314635645	-4.61720409806174
61184	45.49858731597991	5.1510795991711	25.724797443408534	-4.84069322929281	-29.712265872713033	5.151293786214266	-1.9585566063882782
58368	45.55014852909538	5.190295285445609	28.291692259937008	0.7070105158181832	-23.9241721391154	5.189705717600212	0.3474387838184013
43520	42.849895787495115	5.229510971720119	22.68488568985049	1.755410542808022	-22.758985320575448	5.229386982444749	-0.21095759656153165
36864	48.99462560273957	5.268726657994629	20.233073901225907	-5.642407726217243	-24.30930124251472	5.266515830621089	-6.2382600471421235
24576	37.001255958752445	5.307942344269139	21.959781226344603	-4.4844758712151815	-19.350018273413298	5.306200204003207	-1.529319437015772
15616	47.37142138907711	5.347158030543649	32.544363337721734	1.3256216564295755	-19.582855583203127	5.346635384136959	9.003444623666285
17408	61.20600259592652	5.3863737168181585	24.622588828437074	1.4915450201051499	-17.54137934164919	5.3856734652935145	3.350218904460101
11008	122.94139212178919	5.425589403092668	17.766528819560335	-5.219136707961297	-25.161349905138195	5.423202278459413	-16.273305394039028
4608	27.688942878857514	5.464805089367179	30.372506422992956	13.037695310014897	-3.216445554360689	5.461079147770328	17.400655950818063
2560	14.417305192325848	5.504020775641688	4.817024340221906	1.9841246616379067	-7.147283957843683	5.494016540541015	-3.3570089089454997
1024	43.41297236811459	5.543236461916198	26.731614164752045	-8.119020243087107	-27.828473620493696	5.539259901397566	7.022160787345456
0	nan	5.582452148190708	nan	nan	nan	nan	nan
