X Mean	Y Mean	Y Lower Quartile	X Center	Y Upper Quartile	Y Std	Count	Y Median
3.624170672919631	9.642028022797422	-952.9955687178299	3.6216678344652173	1097.4896334428595	1732.2504983973738	800	-29.75302190269258
3.66368368958919	37.527752347290345	-946.6609324810888	3.660883520739727	979.5949421403202	1824.3240421548514	1376	-48.58771297817839
3.700237944348459	125.94436052403417	-897.2996618596808	3.700099207014237	1102.131955184932	1725.295425146237	2144	124.11220367741635
3.7403176279181154	99.78188860829452	-868.1195295288462	3.7393148932887468	1086.1260325839248	1653.0109692546644	3408	114.25262604534691
3.77884408185259	120.17842309798768	-802.3636639801762	3.778530579563257	1112.8753333309305	1571.0956010762677	4672	225.35579470898756
3.8185467592595996	122.81286671372067	-787.9428723446836	3.8177462658377666	1049.4176773207728	1524.3077993208453	6352	124.45666463290581
3.857711610101821	-36.52167517287804	-920.0510110091609	3.856961952112276	914.0950617108592	1542.1668872135147	8176	-6.051443533309794
3.8962336610921127	70.95085471242241	-856.1720227558544	3.896177638386786	1024.6359402458984	1489.1777718341518	10224	45.46123651178823
3.936455988811883	43.819319714676624	-874.5308825882566	3.9353933246612955	916.9539493153279	1424.0279527746127	11120	91.45293931609376
3.9757822099136932	129.3586328429157	-677.214566973963	3.9746090109358057	977.0902336916238	1350.1504102067745	14272	137.14775203503814
4.014110594126109	70.05581107708535	-715.3977409127292	4.013824697210316	854.1451446044621	1294.032542423891	15584	80.82281875732042
4.054137093230842	-47.292896107580646	-695.2688178079479	4.053040383484825	710.4234717889085	1231.8058303287553	18144	-25.24480626038985
4.093153343313233	13.014736827835906	-584.6528547325224	4.092256069759335	681.5557668380143	1186.0892012252966	19072	75.3537537723173
4.132424782259349	-51.290599636123055	-601.2402643756468	4.131471756033845	550.7765354578878	1066.7167924572323	23840	-21.43117045065719
4.1721600822476335	-28.380571091636128	-464.0455661232818	4.170687442308354	450.858305822112	938.3895160514459	37776	21.859852397847135
4.211587280885275	-14.533791272420936	-400.44399240834355	4.209903128582864	416.5599423969488	817.6477914229961	58288	2.600678446704478
4.250011956423245	-21.862144721671434	-380.75288662189996	4.249118814857374	357.54406667802687	738.4441117218881	81936	8.463322047358815
4.289126382095976	-4.75127298443963	-330.67666203500085	4.288334501131884	336.52658122461435	666.5423006308179	101536	7.835124945975622
4.327713480714607	-13.932589031529856	-304.0968702532373	4.327550187406394	302.7283874883633	592.3811723029154	115680	6.007306913817047
4.366643681816569	-10.591393805701784	-281.31135687369897	4.366765873680904	292.66023379076614	558.159983486027	115792	8.113376649575002
4.406126148880105	-22.28562801882928	-275.5690409492381	4.405981559955413	262.6876478203394	528.2462387823458	117536	1.076411990712586
4.445208826337641	-8.021638774739781	-239.54287627900158	4.445197246229924	245.4165618106017	481.05603407214477	116080	13.629631471894754
4.484677517620653	-11.222464840353469	-226.83719803805616	4.4844129325044335	216.93864399764607	430.4987640997656	113392	-0.12632705384748988
4.52360583854763	-14.98803250001241	-224.93750668469147	4.523628618778943	210.57440125618996	421.09021113221905	111168	-1.4707275783484874
