[N II] Delta T	T1	T2	T3
-4901.9607843137255	11512505.004449764	0.0	0.0
-4705.882352941177	0.0	0.0	0.0
-4509.803921568628	0.0	0.0	0.0
-4313.725490196079	56364328.427204065	0.0	0.0
-4117.64705882353	15019513.040841296	0.0	0.0
-3921.5686274509803	14381237.58624632	0.0	0.0
-3725.490196078431	33779898.674705155	0.0	0.0
-3529.411764705882	8273538.137787234	0.0	0.0
-3333.333333333333	37771506.241547845	0.0	0.0
-3137.254901960784	52658279.791313305	0.0	0.0
-2941.176470588235	21413526.42957039	0.0	0.0
-2745.098039215686	52920366.69620423	0.0	0.0
-2549.0196078431372	55345081.84352111	0.0	0.0
-2352.9411764705883	40777745.12505602	0.0	0.0
-2156.862745098039	58439189.36787015	0.0	0.0
-1960.78431372549	107291986.51277313	0.0	155932117.46929166
-1764.705882352941	92373989.65674186	0.0	0.0
-1568.627450980392	405905065.4390435	0.0	0.0
-1372.5490196078429	536917450.7327073	0.0	0.0
-1176.4705882352937	929293493.6579875	79426379.44639078	216994542.01018062
-980.3921568627447	1266444369.2370703	0.0	0.0
-784.3137254901958	3997652419.2915745	149309515.58931395	328606053.83235765
-588.2352941176468	10053875466.121798	260366853.00810465	0.0
-392.1568627450979	42353158909.24425	3363311655.8374844	119071710.33946222
-196.07843137254895	178642415024.69525	125011237656.36162	42093684470.00833
0.0	362896158246.1262	599890789340.223	755260930445.1018
196.0784313725494	180504727798.6792	128696598156.16003	36537591749.48168
392.1568627450988	37902088020.718025	2720872922.6341567	118770883.3518266
588.2352941176478	9446171893.876986	71454007.598218	0.0
784.3137254901967	2532715857.1433926	0.0	0.0
980.3921568627457	1282560057.636773	0.0	0.0
1176.4705882352946	592083140.0281956	0.0	0.0
1372.5490196078435	416790804.5004699	0.0	0.0
1568.6274509803925	164816788.1702505	89280665.8656263	0.0
1764.7058823529414	90035689.25044118	0.0	0.0
1960.7843137254904	102571650.89525738	0.0	0.0
2156.8627450980393	41448115.79236571	0.0	0.0
2352.9411764705887	58261813.6144427	0.0	0.0
2549.019607843138	35856478.255995885	0.0	0.0
2745.098039215687	23624486.011651233	0.0	0.0
2941.176470588236	23501254.172829308	0.0	0.0
3137.254901960785	5072881.54908377	0.0	0.0
3333.333333333334	0.0	0.0	0.0
3529.411764705883	18164803.943693317	0.0	0.0
3725.490196078432	17468446.247770496	0.0	0.0
3921.568627450981	28409149.686588284	0.0	118621851.79769136
4117.64705882353	0.0	0.0	0.0
4313.725490196079	5792756.466342171	0.0	0.0
4509.803921568628	0.0	0.0	0.0
4705.882352941177	0.0	0.0	0.0
4901.9607843137255	5851706.532959916	0.0	0.0
