[N II] Delta T	T1	T2	T3
-4901.9607843137255	1090012585.746845	230093965.25013325	87213045.48372285
-4705.882352941177	1242041381.6048806	242219015.11283612	138885068.50095016
-4509.803921568628	1259119200.7319677	282187417.53214675	91962402.5335418
-4313.725490196079	1408953687.7120457	280664891.849051	89123080.83525982
-4117.64705882353	1552069711.9957054	284811760.39959365	120918914.2706411
-3921.5686274509803	1747115375.5971396	287395011.85315496	91807571.73114263
-3725.490196078431	1986537051.011806	346006929.1443874	101697410.32581261
-3529.411764705882	2286143489.889505	419939967.5631318	126536960.45620742
-3333.333333333333	2675004183.06204	457232514.81005913	122030878.58985987
-3137.254901960784	3167539722.423203	570122014.3439294	130751463.24809456
-2941.176470588235	3902268251.604483	750606728.9385086	178708537.72408617
-2745.098039215686	4630202016.645374	1032084346.3338413	153556763.92382637
-2549.0196078431372	5535135148.197049	1421980089.447266	284597746.71373314
-2352.9411764705883	7012630281.672834	2025865931.2851815	437904621.0401189
-2156.862745098039	8689537991.546478	2870345929.228392	536924452.4794778
-1960.78431372549	10807895383.725672	4398409292.369626	797315953.8489232
-1764.705882352941	13426844500.351496	6363241740.901984	1337251131.879139
-1568.627450980392	16660902011.384993	9587582921.39873	2128290509.435393
-1372.5490196078429	20826330966.62554	14336521985.866575	3979906270.330338
-1176.4705882352937	25549500137.5518	21843347877.09267	7059625917.377626
-980.3921568627447	30606539066.696213	31283729836.20598	13925004750.602455
-784.3137254901958	36091161865.51121	43397555572.45074	26093937352.349922
-588.2352941176468	41209787894.02149	58056688478.18538	49289428873.27658
-392.1568627450979	46442326500.429855	71852285278.18282	85716675842.78795
-196.07843137254895	50060270041.10767	83360663494.48166	128688907808.20677
0.0	52117026505.58817	88321243850.61774	150602658464.2276
196.0784313725494	52149595946.73105	84905493025.67258	128393015071.94742
392.1568627450988	50193767485.81887	74720287832.56174	83006536520.44144
588.2352941176478	46268025704.97877	60485493737.15577	46342497819.649216
784.3137254901967	41314477766.51408	45171753006.130714	23451315927.80974
980.3921568627457	35777911888.55842	31512455211.036526	11465971248.660885
1176.4705882352946	30046051767.984474	21274675614.028675	5044308670.975591
1372.5490196078435	24893358152.635597	13696361554.630268	2472399341.961699
1568.6274509803925	19779221968.37145	8460216353.523722	1063295109.6372458
1764.7058823529414	16258535003.50003	5022075117.291588	544888671.2294847
1960.7843137254904	12788491651.390963	3007078970.0943074	248130420.54380322
2156.8627450980393	10269309417.449986	1896534548.7234015	160976993.23611933
2352.9411764705887	8151398880.4098215	1169482038.4863741	102577515.29932278
2549.019607843138	6620292308.440291	745616351.1322483	53857412.52777146
2745.098039215687	5330850667.08871	458909031.58585536	38925008.856966786
2941.176470588236	4350357293.611875	335262229.48580277	37757390.86912847
3137.254901960785	3597491665.143278	213383309.25910103	21065842.551789008
3333.333333333334	2879114854.048136	190132578.2126757	28181570.085934598
3529.411764705883	2380183530.458049	148985760.33432123	22733977.82464617
3725.490196078432	2065892043.204509	132254027.61984468	4401084.197396297
3921.568627450981	1808047025.4167755	119065942.42320116	21628577.76949524
4117.64705882353	1543565058.083117	85820402.09083417	18510512.634010762
4313.725490196079	1327574813.0026932	92613750.7341637	13368016.741062518
4509.803921568628	1181241416.8888295	91470078.73467483	19540883.667873025
4705.882352941177	1040625418.0532286	84394797.42026779	7679453.53650769
4901.9607843137255	902504931.2032677	61248137.51470053	7357834.462809081
