Y Median	Y Std	Y Mean	X Mean	X Center	Y Lower Quartile	Count	Y Upper Quartile
0.0024436510919016866	0.07870837263376626	-0.00398172050801142	3.6243720620901865	3.6216678344652173	-0.05977126174021931	480	0.04737880467793022
-0.011281229960155213	0.05710614333714877	-0.002578155705811675	3.6615390719414735	3.660883520739727	-0.04452007994873553	1104	0.037630284402852925
0.005293628026218207	0.08437028421261329	0.015041553962149175	3.7009981368459046	3.700099207014237	-0.02559478485472332	1936	0.050151638620027104
0.0050283969392648726	0.08469696919506925	0.006469579292633714	3.741082867629871	3.7393148932887468	-0.04696608543727841	2896	0.05797391325529005
0.002015749609714119	0.07945753702513127	-0.001830118042526392	3.7796491366134055	3.778530579563257	-0.049156419771873794	4224	0.04004593947021103
-0.003445591581640713	0.06948800092402754	-0.0002896786972411475	3.8182834432034216	3.8177462658377666	-0.04560880368095297	5456	0.04076335000865637
-0.002805392170487613	0.06909128361220133	-0.0016203109550585685	3.8575095616665607	3.856961952112276	-0.046187944077416415	7792	0.03766844248049626
0.0034713225687270457	0.07008818049134702	0.005599754599197659	3.8969068313242827	3.896177638386786	-0.034132044957698025	9296	0.040519478156892025
0.0058391326968940775	0.07242666362138303	0.008147381400785206	3.936591566356267	3.9353933246612955	-0.03660152999753351	11008	0.044456907795958706
-0.0004433886570411966	0.06533229406391289	0.0034338240596068015	3.974509901087476	3.9746090109358057	-0.03549970275513959	13056	0.037041672288309346
0.0010000070487192695	0.06161825811280409	0.003906622929343882	4.013286678017788	4.013824697210316	-0.033487836432628086	14928	0.03861593393116976
0.0015042260385389312	0.06357568667323081	0.0062687726121870525	4.053762350377837	4.053040383484825	-0.030757069044059327	16480	0.03808986678235059
0.0035533997257937633	0.05724865239350908	0.003960689965232832	4.092310656437606	4.092256069759335	-0.029897831520947795	18496	0.033687038044402186
-0.0005643879929775551	0.052058947004187506	0.0007362228395237487	4.132469644927931	4.131471756033845	-0.03052118784278287	23152	0.029437873184830442
-0.0007038064358240167	0.0473113998218446	0.0012546610185214285	4.172262209585801	4.170687442308354	-0.025682779998723183	36432	0.02655077301223852
0.001357416811973214	0.04637519548556102	0.0023925639975128413	4.211116514236411	4.209903128582864	-0.022981281592367335	55712	0.026697963448027908
0.00048467889181331373	0.04041036775121721	0.0011267448252117764	4.249890534687588	4.249118814857374	-0.021915325047704694	81632	0.022507817501996836
0.0004724582042163919	0.03767129718579245	0.0007267888598494278	4.288979999251953	4.288334501131884	-0.020618741608286098	100128	0.02076578071162775
