[S II] log10 (N' / N)	T1	T2	T3
-1.4705882352941178	0.0	0.0	0.0
-1.4117647058823528	0.0	0.0	0.0
-1.3529411764705883	0.0	0.0	0.0
-1.2941176470588234	0.0	0.0	0.0
-1.2352941176470589	0.0	0.0	0.0
-1.176470588235294	0.0	0.0	0.0
-1.1176470588235294	0.0	0.0	0.0
-1.0588235294117647	0.0	0.0	0.0
-1.0	0.0	0.0	0.0
-0.9411764705882353	0.0	0.0	0.0
-0.8823529411764706	0.0	0.0	0.0
-0.8235294117647058	82901.80801443681	0.0	0.0
-0.7647058823529412	61533.03366224715	0.0	0.0
-0.7058823529411765	76108.04454405587	0.0	0.0
-0.6470588235294118	85348.77368180486	0.0	0.0
-0.5882352941176471	179358.20772689756	0.0	0.0
-0.5294117647058824	604734.927961458	923707.7708412693	0.0
-0.47058823529411764	2765631.480884018	0.0	992367.3691236746
-0.4117647058823529	6684747.335240525	0.0	0.0
-0.3529411764705882	14655000.953737365	0.0	1223390.9173499052
-0.2941176470588235	40811686.30473277	0.0	4826345.245441747
-0.23529411764705876	130875082.36904413	2627563.955222588	18327640.287622128
-0.17647058823529405	665796876.35009	59090296.46228461	145825353.32706764
-0.11764705882352944	4397618025.549281	1767953366.4015665	2121774789.1637075
-0.05882352941176483	25442450679.781025	24543144798.025925	21757490949.549725
-1.1102230246251565e-16	52581208037.28633	66251835289.83078	67477469798.56277
0.05882352941176461	25660216877.46359	23282637842.622795	20170991362.01383
0.11764705882352933	4497795233.306581	2157987914.7359514	2587378605.540489
0.17647058823529405	770047615.1037657	160363019.3626945	367971366.0260484
0.23529411764705876	231587277.4698683	22650391.52110201	79601819.54819915
0.2941176470588235	117276309.01340665	6192598.018870661	28633237.94198334
0.3529411764705882	75822497.89360526	4859879.810585841	9322931.916053457
0.4117647058823529	52287018.07589798	573083.5495759565	4307901.237131883
0.47058823529411764	39772812.370498024	682657.8225565567	3397793.5130245984
0.5294117647058822	21450602.84486028	690956.8348980239	1921668.0952444011
0.588235294117647	17188200.865939446	589790.5205348289	0.0
0.6470588235294117	5304401.077861832	0.0	0.0
0.7058823529411764	5134226.034041069	637264.4536306317	0.0
0.7647058823529411	2063416.3079260834	0.0	1592183.7281027737
0.8235294117647058	2202215.7657583538	0.0	0.0
0.8823529411764706	1825688.1075407264	0.0	0.0
0.9411764705882353	372739.25566051423	0.0	0.0
1.0	266222.6068252682	0.0	0.0
1.0588235294117647	105180.810795094	0.0	0.0
1.1176470588235294	124478.01079664036	0.0	1347216.4130105167
1.1764705882352942	0.0	0.0	0.0
1.2352941176470589	293618.90951421624	0.0	0.0
1.2941176470588234	0.0	0.0	0.0
1.352941176470588	0.0	0.0	0.0
1.4117647058823528	0.0	0.0	0.0
1.4705882352941175	0.0	0.0	0.0
