[N II] Delta T	T1	T2	T3
-4901.9607843137255	1140228425.9333823	237511563.02571595	133353048.29449522
-4705.882352941177	1180091319.992472	264308604.4824714	101042526.76475978
-4509.803921568628	1273264416.432968	267373397.23523808	107527054.65203011
-4313.725490196079	1435206500.4333959	280708462.6506601	120645563.61848152
-4117.64705882353	1600863849.3102317	277876620.2234404	123936158.3179729
-3921.5686274509803	1768651904.1264951	301568149.73046476	90305109.1031741
-3725.490196078431	1992857759.8160415	328040969.5952494	130113979.05701281
-3529.411764705882	2306426338.69735	421417852.04711694	161216309.4332137
-3333.333333333333	2704899891.632087	442989757.06152725	132138482.20710081
-3137.254901960784	3211803117.013426	609758762.5863013	127710397.11255784
-2941.176470588235	3803286285.809058	715611292.6859734	170497026.74557054
-2745.098039215686	4679250624.375637	988435251.5973451	213496518.63270697
-2549.0196078431372	5760655715.015851	1301546949.0539439	270097104.2841851
-2352.9411764705883	7089892358.180436	1996785172.1043355	329382254.68881345
-2156.862745098039	8772880864.58568	2925681427.6424475	521646109.9830755
-1960.78431372549	10922327742.129372	4187777363.8162527	874674246.108043
-1764.705882352941	13561958568.241638	6374234079.529125	1233388781.6477814
-1568.627450980392	16794742727.17029	9327545605.265299	2127966805.534436
-1372.5490196078429	20710446407.375465	14510428850.002497	3851026017.751064
-1176.4705882352937	25231928521.42544	21368043520.355045	7101922308.85269
-980.3921568627447	30432016273.104305	31405588451.394577	13794044970.69067
-784.3137254901958	35982365549.101295	43254772096.77478	26364988647.085484
-588.2352941176468	41559370039.55197	58156278459.58997	49154389387.978134
-392.1568627450979	46385600917.50908	72233385019.3021	84546109752.71559
-196.07843137254895	50246827557.67573	83548997406.85294	129014389652.02917
0.0	52176403794.34673	88316354766.03305	151782828132.45917
196.0784313725494	51833576908.66702	85063420348.99911	128029194970.9786
392.1568627450988	49851166505.235954	74984188035.38306	84092243648.0447
588.2352941176478	46082797279.72705	60318679590.85772	46182946422.69603
784.3137254901967	41215202981.46199	45048480962.60609	23180005885.10913
980.3921568627457	35408132898.49061	31881556372.03206	10872329128.227726
1176.4705882352946	30480861902.101406	20973308567.603634	5204123291.1996975
1372.5490196078435	24643997971.32013	13582484866.866417	2310532520.313647
1568.6274509803925	20012901688.43773	8471493105.09111	1107015748.6303382
1764.7058823529414	16186161460.020025	5078408329.892498	472809020.656089
1960.7843137254904	12865558893.904425	3028493387.03297	219319346.1784324
2156.8627450980393	10245212975.269064	1881236216.7909431	139564348.2143234
2352.9411764705887	8284451576.090701	1158671187.9722242	99646285.94030502
2549.019607843138	6610077898.806347	711572516.5342528	42697503.82846032
2745.098039215687	5300701992.216362	479479427.3867962	25560986.13742389
2941.176470588236	4277575745.070814	319114769.1232479	21477782.268485323
3137.254901960785	3472083430.8835835	254859580.10253015	35726010.32399389
3333.333333333334	2966941657.952005	178179010.304915	30768919.547137108
3529.411764705883	2373902568.988914	159897068.242708	21170934.28421428
3725.490196078432	2077381301.7278192	98594128.25523232	19877788.899579626
3921.568627450981	1814512407.6113286	95600286.97742848	16988395.69460892
4117.64705882353	1518084322.5055296	96054627.46889643	13350921.663975049
4313.725490196079	1363528573.2429316	102110232.69396317	9339416.549321378
4509.803921568628	1183010566.8006928	84436251.47115915	2285294.267338822
4705.882352941177	1011278796.8369901	57153870.01848411	0.0
4901.9607843137255	937894360.3036737	66471138.699146494	15122730.830592852
