Y Median	Y Std	Y Upper Quartile	X Center	X Mean	Count	Y Lower Quartile	Y Mean
nan	nan	nan	3.6216678344652173	nan	0	nan	nan
nan	nan	nan	3.660883520739727	nan	0	nan	nan
nan	nan	nan	3.700099207014237	nan	0	nan	nan
nan	nan	nan	3.7393148932887468	nan	0	nan	nan
nan	nan	nan	3.778530579563257	nan	0	nan	nan
nan	nan	nan	3.8177462658377666	nan	0	nan	nan
nan	nan	nan	3.856961952112276	nan	0	nan	nan
nan	nan	nan	3.896177638386786	nan	0	nan	nan
nan	nan	nan	3.9353933246612955	nan	0	nan	nan
nan	nan	nan	3.9746090109358057	nan	0	nan	nan
-7.788446099160865	0.0	-7.788446099160865	4.013824697210316	4.029946812391656	65536	-7.788446099160865	-7.788446099160865
1.6573804657200526	0.0	1.6573804657200526	4.053040383484825	4.035061627823262	65536	1.6573804657200526	1.6573804657200526
nan	nan	nan	4.092256069759335	nan	0	nan	nan
nan	nan	nan	4.131471756033845	nan	0	nan	nan
nan	nan	nan	4.170687442308354	nan	0	nan	nan
nan	nan	nan	4.209903128582864	nan	0	nan	nan
-16.09225059750861	15.691586988970807	-0.4006636085377977	4.249118814857374	4.248057157520718	131072	-31.78383758647942	-16.09225059750861
10.199348556292534	8.175043392484442	18.374391948776974	4.288334501131884	4.290171846888576	131072	2.024305163808094	10.199348556292534
-0.8635021412619608	6.7260156245140985	3.5033054569394153	4.327550187406394	4.330231624223592	262144	-4.349668135918819	0.01713946228255736
-19.029886777178035	0.0	-19.029886777178035	4.366765873680904	4.368545606240361	65536	-19.029886777178035	-19.029886777178035
-4.666292158773103	0.0	-4.666292158773103	4.405981559955413	4.3906339137236605	65536	-4.666292158773103	-4.666292158773103
6.73756928119974	9.210758080792859	15.948327361992597	4.445197246229924	4.432295035204374	131072	-2.4731887995931174	6.73756928119974
6.499332745837819	1.9255154831807892	8.424848229018608	4.4844129325044335	4.496954532373117	131072	4.57381726265703	6.499332745837819
8.615392403629812	0.0	8.615392403629812	4.523628618778943	4.5351281718076	65536	8.615392403629812	8.615392403629812
6.798531795965573	4.784793170775629	11.583324966741202	4.562844305053453	4.554496790779685	131072	2.0137386251899443	6.798531795965573
-5.986654652775542	7.200846667608856	1.2141920148333156	4.6020599913279625	4.61342344426395	131072	-13.1875013203844	-5.986654652775542
5.509077902610443	0.0	5.509077902610443	4.641275677602472	4.636020390241945	65536	5.509077902610443	5.509077902610443
2.01294479790522	1.1044296505103597	3.3475845805733115	4.680491363876982	4.692844642752326	196608	0.642375014585923	2.000968131021485
2.9381415567095246	0.0	2.9381415567095246	4.7197070501514915	4.711898366934819	65536	2.9381415567095246	2.9381415567095246
7.478754283927628	0.0	7.478754283927628	4.758922736426001	4.763822395200619	65536	7.478754283927628	7.478754283927628
0.5089873577189792	0.24702511087434686	0.756012468593326	4.798138422700512	4.799030205514376	131072	0.2619622468446323	0.5089873577189792
3.2399120481559294	1.8518873609273219	5.091799409083251	4.837354108975021	4.839174003866311	131072	1.388024687228608	3.2399120481559294
0.5858530430687097	0.0	0.5858530430687097	4.876569795249531	4.8839211655654635	65536	0.5858530430687097	0.5858530430687097
nan	nan	nan	4.915785481524041	nan	0	nan	nan
nan	nan	nan	4.955001167798551	nan	0	nan	nan
nan	nan	nan	4.994216854073061	nan	0	nan	nan
0.4970588544592829	2.0059156248653385	2.502974479324621	5.033432540347571	5.04010008662739	131072	-1.5088567704060551	0.4970588544592829
2.4312128306492014	1.077952399113369	2.85769827367767	5.07264822662208	5.066921063928926	262144	1.947266908506208	2.3737523515346766
0.7205729064426123	0.0	0.7205729064426123	5.11186391289659	5.1251802672334525	65536	0.7205729064426123	0.7205729064426123
nan	nan	nan	5.1510795991711	nan	0	nan	nan
-2.714167233192711	0.0	-2.714167233192711	5.190295285445609	5.189542896814074	65536	-2.714167233192711	-2.714167233192711
nan	nan	nan	5.229510971720119	nan	0	nan	nan
-3.2011434832484156	0.32516160853901954	-2.875981874709396	5.268726657994629	5.256478199461455	131072	-3.5263050917874352	-3.2011434832484156
nan	nan	nan	5.307942344269139	nan	0	nan	nan
nan	nan	nan	5.347158030543649	nan	0	nan	nan
nan	nan	nan	5.3863737168181585	nan	0	nan	nan
nan	nan	nan	5.425589403092668	nan	0	nan	nan
nan	nan	nan	5.464805089367179	nan	0	nan	nan
nan	nan	nan	5.504020775641688	nan	0	nan	nan
nan	nan	nan	5.543236461916198	nan	0	nan	nan
nan	nan	nan	5.582452148190708	nan	0	nan	nan
