Count	Y Median	Y Upper Quartile	Y Mean	X Center	Y Std	Y Lower Quartile	X Mean
0	nan	nan	nan	3.6216678344652173	nan	nan	nan
0	nan	nan	nan	3.660883520739727	nan	nan	nan
1024	-0.009619831526181523	-0.009619831526181523	-0.00961983152618152	3.700099207014237	1.734723475976807e-18	-0.009619831526181523	3.7172626865652068
4096	-0.005543126773550377	-0.002899703572109665	-0.006801636347517287	3.7393148932887468	0.006343200233116615	-0.009445059548958	3.7334126496691287
7168	-0.001965595289077771	0.0019145730807240168	-0.0028828104159984496	3.778530579563257	0.006141904169150282	-0.009976205083915553	3.7755424312561243
11264	-0.004816618096589382	0.005144511104551196	-0.00393953299095775	3.8177462658377666	0.010624700081389105	-0.013019236488697895	3.8128505854382975
9216	-0.006493562728760785	-0.0014438709558524429	-0.0037105554689679885	3.856961952112276	0.007288913416336923	-0.007298207301864141	3.8556564797285438
17408	-0.00021407295415268668	0.005138263566382112	0.0006367266766762557	3.896177638386786	0.007684302554657026	-0.003009419592630453	3.896531288055443
17408	6.103682247404593e-05	0.0012423142507493763	-0.001019460793187014	3.9353933246612955	0.006161385346518765	-0.004603264856660027	3.9343829415257865
12288	0.002286320630481494	0.008260841792730355	0.0030939981050610685	3.9746090109358057	0.010242181206249845	-0.004295868363764289	3.977570582723137
18432	0.0018629240107590735	0.005457156586595056	0.0013450478344842727	4.013824697210316	0.006260736661635013	-0.0029735533896478026	4.019002097619561
24576	-0.000345675857730717	0.0019621721971367022	-0.001286454291447253	4.053040383484825	0.005185860616736782	-0.004834102326033215	4.051386402220323
21504	-0.0020362629728705676	-0.0002994753749984964	-0.002146267844635236	4.092256069759335	0.005417115559715807	-0.005483018600841638	4.09503977253705
20480	-0.0006890187214893987	0.0008305166187431267	-0.0010836590828002853	4.131471756033845	0.0035333060278922575	-0.0033771274074217276	4.135978261858368
34816	-0.0010857449945113756	0.0036058761913628414	-1.1332044277620395e-05	4.170687442308354	0.005033155640670524	-0.0037350669429741315	4.17095451216781
65536	6.960046073699743e-05	0.0031901325489719764	0.0005158788008061776	4.209903128582864	0.004981750419352064	-0.0027632110331914546	4.213115377449865
