X Center	Y Std	Y Mean	Y Lower Quartile	Y Upper Quartile	X Mean	Y Median	Count
3.6216678344652173	2433.1716366391865	151.55894762854388	-1651.3854877898993	1963.24706173725	3.6221593698921466	179.28169793740926	1125
3.660883520739727	2467.626848145929	210.48262386238287	-1586.2057119666651	2063.5036471663025	3.6614348858104147	226.50376878450152	1390
3.700099207014237	2451.946641100513	237.59359442780604	-1593.8890126255537	2090.7801952442715	3.7005241043910417	287.4795530790434	1687
3.7393148932887468	2407.021997683313	200.79188283407828	-1484.9415750428925	1974.2094218116872	3.7394801503384523	142.25332254358727	2149
3.778530579563257	2395.033957295687	202.44812590538172	-1545.7003806543762	1965.598336986519	3.7792840641074292	212.61281417073405	2569
3.8177462658377666	2383.7197581391574	241.92495741031263	-1486.0470693055604	1990.3761336475727	3.818502722547649	233.44183616267765	3233
3.856961952112276	2335.030412071095	168.3408956324899	-1450.5596833071063	1840.5438424682657	3.8578058388964864	196.9067511340063	4024
3.896177638386786	2355.84127407945	215.54303689797905	-1452.115968190261	1902.799096304569	3.8968995513509213	262.6409771449162	4895
3.9353933246612955	2288.716666714303	189.66646863756733	-1388.0240397896596	1788.1107813864019	3.936355594488974	250.1800714820929	6333
3.9746090109358057	2223.6255956667646	188.30208970923167	-1323.0864000843308	1745.4188015244831	3.9751958449402607	230.6389418938761	7927
4.013824697210316	2191.493829064235	217.3248973020287	-1233.0077393278568	1751.7756952264433	4.0148420387325165	210.2086724551009	10308
4.053040383484825	2153.9449345965686	201.24817980639412	-1219.5062939966651	1664.2588169614346	4.053765931126992	203.1376486862091	13540
4.092256069759335	2062.734306483046	199.77133810047783	-1136.3434017802247	1561.7498894645996	4.093096804516699	204.83978767663393	17385
4.131471756033845	2012.85280229317	183.9129280543678	-1085.1033155193486	1475.7106243834892	4.132294945241156	188.2793081640857	22740
4.170687442308354	1954.1486821950314	194.22176673463295	-1051.3354849571774	1463.1296590944671	4.171572124613793	216.2393835561743	29478
4.209903128582864	1885.1612431361273	186.69658336540985	-1008.4875252052734	1393.9848682025768	4.2107149198440075	199.1287885477068	37505
4.249118814857374	1832.6028494446448	182.89489229851176	-954.915890097167	1337.4391056966556	4.249781332658036	196.70219228271344	47590
4.288334501131884	1770.77784540735	160.79253808632285	-920.8630825387509	1259.5435211311324	4.288921310124795	168.4596284301333	58597
4.327550187406394	1723.0992819533972	141.23406017981566	-906.2505253170743	1199.8238162953091	4.32805637293794	148.93050934658004	68994
4.366765873680904	1670.3926645115876	129.79205861858378	-872.7903068560172	1148.7489180442785	4.367080804719986	146.6275269704165	78471
4.405981559955413	1609.2762194549343	114.46032305139413	-835.0907164594491	1078.4891023386067	4.406187692019674	128.13976255519538	85298
4.445197246229924	1559.8360282952772	112.08353126068837	-785.5333527265229	1036.2834140778068	4.445278277646049	121.22670180834393	90129
4.4844129325044335	1516.872628877764	88.94695944894451	-778.5621728891874	974.0689156708104	4.484457888036194	98.36626705300114	92437
4.523628618778943	1457.7129004886162	81.54818442425885	-746.8374707104449	924.4161863348581	4.523638971763453	93.6346945862897	91749
4.562844305053453	1417.3074660092173	78.13539297696464	-714.6850071995814	886.6750102606011	4.562723961170003	85.44956583221938	89047
4.6020599913279625	1372.3059733655527	61.339019342521425	-696.9605982543644	841.3957649074537	4.60186901173618	71.23679170961441	85299
4.641275677602472	1333.637603998726	44.32435685021167	-686.1101209116978	799.5256751993729	4.640956792985048	54.19104724151293	78605
4.680491363876982	1279.2268176492737	34.882893257197026	-659.3312527166049	754.3642502549608	4.680063771802519	47.79067995607966	70548
4.7197070501514915	1199.8839944601739	27.19247291454571	-624.266876301017	701.7536899755796	4.719454081637608	44.464356170905376	63545
4.758922736426001	1125.33702000729	8.489491971526075	-603.493939843188	642.3382762186675	4.75897763507647	26.106752491710722	61015
4.798138422700512	1050.650053892761	-2.87459356614994	-563.3270279173346	598.9925787242169	4.798304240945973	21.506543901908117	63164
4.837354108975021	986.1736816802869	-15.706505752196705	-547.6240529520264	552.3333117431121	4.8375246349251375	9.112795518338316	66159
4.876569795249531	930.1823968656582	-15.094783534104529	-520.2815563133063	528.7628961718292	4.876741325929315	8.24902119869148	68745
4.915785481524041	894.7114794721145	-16.203055469563186	-502.9070273524976	502.7223665892161	4.915906351920266	6.824000792572406	71845
4.955001167798551	877.7611359819568	-11.09207044845798	-483.7536913017607	482.8131609945417	4.954840080445626	8.291201053525583	73060
4.994216854073061	871.5770838262314	-15.593554233226863	-480.7625678592922	478.22099212932335	4.9942812440764675	4.303028146532597	71717
5.033432540347571	857.1117605220313	-21.949899480828986	-473.54347373583187	459.5063751212592	5.033516319167408	-3.015114252794774	72936
5.07264822662208	822.6184423412079	-20.129536846176123	-448.0075889770119	437.1131160997595	5.072488023035158	-4.059549175100074	73040
5.11186391289659	788.6738234578454	-17.976773278373557	-430.7752855051085	417.1188345083856	5.111515160364686	-1.55900323098831	66443
5.1510795991711	746.7166524460678	-20.36564172991317	-404.4556395319305	388.7690461404254	5.150800314014976	-5.8500430975364	61124
5.190295285445609	714.381382907954	-23.46257783243838	-395.4661613066619	368.51436733560695	5.189756672406629	-9.458218351554024	54193
5.229510971720119	690.1530936814986	-28.611190971448064	-391.68843436537236	357.23416284304676	5.228842432232353	-10.657085326474771	45399
5.268726657994629	670.6537577328934	-30.472175910044385	-369.06463553055346	332.5105616533765	5.267683107946318	-12.10591856488918	35751
5.307942344269139	654.3282122442787	-30.012293013387296	-356.0461277427612	311.8920940186067	5.30665177338645	-7.377093079998303	25195
5.347158030543649	646.4551292713924	-42.52419637785275	-354.55799744046953	307.3696130930093	5.3464335216882874	-20.378708257789185	17578
5.3863737168181585	640.8090728241666	-56.13982353005308	-356.82309836634886	300.2745707998906	5.38561823703383	-25.22430757510483	14080
5.425589403092668	646.7477216291073	-60.0953164844769	-360.88459703480476	294.6058510030339	5.424270876433525	-23.74186523849221	10196
5.464805089367179	643.2225182692002	-61.015202155393425	-349.81365986666333	292.94644053641696	5.462807682980677	-24.738443093401656	5855
5.504020775641688	667.6679079020826	-51.248534151061186	-315.4752585390852	279.4181948674377	5.500788325316093	-21.607508266726654	2759
5.543236461916198	753.3920861260541	-62.417931898816	-319.48616972456784	267.5257174995186	5.538942140134337	-12.746092720270099	807
5.582452148190708	1007.9419173803136	-118.49679481750263	-495.4136173957859	324.2874222903647	5.579657528213072	-46.742163939044985	287
