[N II] Delta T	T1	T2	T3
-4901.9607843137255	69404055.40359817	0.0	0.0
-4705.882352941177	135393570.52884325	0.0	0.0
-4509.803921568628	105294250.16970484	40974245.8126625	0.0
-4313.725490196079	140170485.90397638	0.0	0.0
-4117.64705882353	172081297.0754317	0.0	0.0
-3921.5686274509803	142501159.65124255	0.0	0.0
-3725.490196078431	202109504.2659721	0.0	0.0
-3529.411764705882	176240219.82714686	23596561.1055029	0.0
-3333.333333333333	172707611.96717006	0.0	0.0
-3137.254901960784	207136398.71314177	0.0	0.0
-2941.176470588235	262431154.98840106	0.0	52370078.50660559
-2745.098039215686	320247913.39511526	0.0	0.0
-2549.0196078431372	329897814.6058002	16222360.872261621	0.0
-2352.9411764705883	474497687.4222705	16326528.442258297	0.0
-2156.862745098039	664938080.5906895	20515601.337311175	0.0
-1960.78431372549	951584956.503773	24699616.521618072	0.0
-1764.705882352941	1177851391.8667214	41403965.652864374	30403941.33035929
-1568.627450980392	1707282433.818922	0.0	0.0
-1372.5490196078429	2815510751.849122	87070463.75837976	0.0
-1176.4705882352937	4693785696.688111	248956343.14844173	63205931.70277774
-980.3921568627447	8919654250.897602	253183969.35004413	88425643.79454775
-784.3137254901958	18303201886.55819	1051086497.7459159	32237206.637852743
-588.2352941176468	38538687766.25926	7103841782.00042	279420107.6292978
-392.1568627450979	83250867992.78302	47520473639.00807	8531461808.323235
-196.07843137254895	153050579596.02234	199485624073.61014	143678516207.3021
0.0	193995117953.25824	344309110075.23157	530463914245.7805
196.0784313725494	157567506095.4168	200064765281.10443	138479829831.02597
392.1568627450988	87009991426.18272	45699653656.57289	6673212598.90141
588.2352941176478	38612061928.21881	6869775593.642899	465535001.6729155
784.3137254901967	16322387014.028358	901838167.5521396	78408118.76493649
980.3921568627457	7620220149.938876	170656836.85242504	0.0
1176.4705882352946	3935386659.055192	100322628.25524324	86870382.23816192
1372.5490196078435	2204479338.4444056	47952074.88383592	0.0
1568.6274509803925	1407843837.6803446	0.0	0.0
1764.7058823529414	844746233.415914	0.0	0.0
1960.7843137254904	509982910.6049729	24189168.361466624	0.0
2156.8627450980393	393368558.44861525	0.0	0.0
2352.9411764705887	305695808.7546321	0.0	0.0
2549.019607843138	253039805.7019424	22583118.860451344	0.0
2745.098039215687	226197519.68546602	0.0	0.0
2941.176470588236	139556018.15336263	0.0	0.0
3137.254901960785	119527413.29349783	0.0	0.0
3333.333333333334	96279982.24186961	0.0	0.0
3529.411764705883	81884416.46309966	0.0	0.0
3725.490196078432	65451747.726864725	0.0	0.0
3921.568627450981	80360254.10524516	0.0	0.0
4117.64705882353	65135946.05119312	0.0	0.0
4313.725490196079	61765010.00114498	0.0	0.0
4509.803921568628	56201435.656440765	0.0	0.0
4705.882352941177	30890741.48501672	0.0	0.0
4901.9607843137255	29915479.996460076	0.0	0.0
