Count	Y Mean	Y Std	Y Median	X Center	Y Upper Quartile	X Mean	Y Lower Quartile
888	0.004139835881555075	0.16479574399699265	-0.008426326209731293	3.6216678344652173	0.07999719795324323	3.6216752780861614	-0.08214904170387126
1212	-0.00822731611150232	0.14760788045061932	-0.0052108025882668906	3.660883520739727	0.0798711978627446	3.6617856299770373	-0.08902962876244748
1496	-0.0006332368733175242	0.1506838816216041	0.00012459020485680654	3.700099207014237	0.08806561491478698	3.7002896139807966	-0.0873604789781477
2148	0.0029443227287265132	0.13195388290156246	0.006929202032031535	3.7393148932887468	0.07955000859676481	3.7404373255084806	-0.0690816965269483
2756	0.002953888895821723	0.13794400821113528	0.0011222800293526401	3.778530579563257	0.08681664700216583	3.778891977385417	-0.07681693804246148
3300	-0.0018716916740015392	0.1342664297520434	-0.003010669766738686	3.8177462658377666	0.07610380921285921	3.8187183129738056	-0.08245644170235071
4424	0.007089330841269839	0.1331615121393712	0.00045573843821511585	3.856961952112276	0.0885650079758445	3.857414503559933	-0.07984299098890486
5760	0.007461759247082589	0.13139822004472682	0.008927141866606592	3.896177638386786	0.0816310926221408	3.8969605171808173	-0.07156144208506668
7056	0.0043456336670855385	0.13010586163935062	0.0020388124259975936	3.9353933246612955	0.0768818158599224	3.9361617889521696	-0.07476884141191696
8352	0.005926225142750464	0.12264785588666059	0.006156551540515054	3.9746090109358057	0.0768167373509138	3.9751708418761575	-0.06382655252016214
10372	0.008493795570368294	0.11659644306671016	0.008937039537735305	4.013824697210316	0.07054759223533755	4.014683513890825	-0.05883259863837686
12884	0.007963002797301437	0.11216204978743502	0.006481088611368032	4.053040383484825	0.06920862471286868	4.053785528133623	-0.0584425221548282
17152	0.0039503073997719145	0.10535673154028524	0.0021156559462700486	4.092256069759335	0.06123872596559607	4.093154568836255	-0.05818766477411965
23312	0.004534885319820507	0.09269638488602651	0.0023757007034550543	4.131471756033845	0.05624894002419487	4.132740156524184	-0.04951734494649383
33224	0.004790227897522847	0.08834897578122164	0.0027478060886983076	4.170687442308354	0.05158165004090742	4.171897751411976	-0.04798539066508135
45760	0.004362317942204193	0.08142316778049942	0.00237685401273687	4.209903128582864	0.048007851720944475	4.211114417045615	-0.04221604065876085
63012	0.0029071542153966397	0.07679544416313867	0.0006733508230456187	4.249118814857374	0.04459477605184144	4.2499577077954775	-0.04148737344234291
80456	0.003067173488632243	0.07090944667655369	0.0017323655646250581	4.288334501131884	0.04155860210445319	4.288942617016482	-0.03834146083169006
93012	0.00268639503169454	0.06779560534138325	0.0015125731334974994	4.327550187406394	0.03936963792189194	4.327932034081084	-0.03674511833107361
101132	0.0027541629681843123	0.06323281373422185	0.0011565068952683378	4.366765873680904	0.03662772127041389	4.366983466073716	-0.034246169728339784
104488	0.0022089024685247125	0.06018952210463925	0.0006024722507091509	4.405981559955413	0.034542285176628586	4.406111247766059	-0.032917585083289166
