[Cl III] log10 (N' / N)	T1	T2	T3
-1.4705882352941178	4238782.60139473	1000720.6693156831	0.0
-1.4117647058823528	7245919.263330992	1954234.742019712	0.0
-1.3529411764705883	9341141.46771042	3829601.394896459	1543648.016899588
-1.2941176470588234	12546567.347942602	7462801.0650444925	579753.5501066904
-1.2352941176470589	6055581.551675509	7348512.183291206	0.0
-1.176470588235294	9182446.626835164	10568695.122066135	1765253.320463086
-1.1176470588235294	10699324.71038645	7171036.216459786	0.0
-1.0588235294117647	11685669.652014066	5229236.692475477	798155.2838942651
-1.0	12365264.660655238	7117310.157274103	1457728.591166293
-0.9411764705882353	17032251.304165184	13584576.82961922	1659757.699587111
-0.8823529411764706	12806213.707903802	9556412.142310297	741799.8312081513
-0.8235294117647058	16422385.605003688	7387044.349577448	2562524.265376849
-0.7647058823529412	18306162.122692015	8667713.299328897	3103338.7889225585
-0.7058823529411765	23114768.616221596	16711605.612444714	4758909.490915508
-0.6470588235294118	29515951.302511357	23609959.572609518	8848945.422688993
-0.5882352941176471	36638936.65882129	26402608.998818286	9933673.19470518
-0.5294117647058824	41303259.041777	26802652.41523906	17445108.084951926
-0.47058823529411764	49654846.78302381	45038688.184195235	28756292.117287807
-0.4117647058823529	54012052.952877365	59106986.854744785	41064725.76222502
-0.3529411764705882	70859498.56708057	75418375.35248472	55465292.265140735
-0.2941176470588235	76860297.02975199	101451567.95392099	109971067.06058896
-0.23529411764705876	99165638.33347026	125938485.41635676	134247385.95186302
-0.17647058823529405	104700405.17272332	132868356.1485009	171377693.65657854
-0.11764705882352944	121439792.70835218	155734802.72057927	216825309.3596914
-0.05882352941176483	132765715.23030713	186587848.80143028	219887927.6567185
-1.1102230246251565e-16	134230550.81688723	202201460.97107422	255197343.93320012
0.05882352941176461	145457837.2877165	177823923.91279384	230214902.17947602
0.11764705882352933	131747505.56287284	155040529.89229345	179926326.621416
0.17647058823529405	126100756.37691796	151407593.9792141	136934904.75275573
0.23529411764705876	98579717.85847738	114608205.61581132	87773392.24307537
0.2941176470588235	86746663.28321257	77087700.0939776	51436555.36211847
0.3529411764705882	71105070.42120697	59284734.895596646	48274474.28804225
0.4117647058823529	65812702.707399085	44301932.34721397	38060532.72465842
0.47058823529411764	51330196.7069718	32869515.481576584	32503677.91659029
0.5294117647058822	42190692.934903204	33248157.0032189	11668339.939177342
0.588235294117647	39375208.21030659	21286771.860339668	9043031.7625072
0.6470588235294117	27171934.42193281	14983874.314302575	8872260.698413597
0.7058823529411764	22700894.14669056	11163833.833871063	10727321.853175377
0.7647058823529411	21086165.500557236	9366008.905100882	3861812.881897187
0.8235294117647058	15755105.165349824	9714417.603429921	2693196.0945271472
0.8823529411764706	14890650.181760283	6315831.877787461	848674.6934203373
0.9411764705882353	12375117.935162583	6233906.651990591	717370.4978972019
1.0	10106148.591654759	5686088.769259466	0.0
1.0588235294117647	7730276.664593915	3649317.6808763267	0.0
1.1176470588235294	7349175.135215237	1046548.4219812811	0.0
1.1764705882352942	3704805.203878413	479114.300255173	0.0
1.2352941176470589	6763808.260392407	514155.61760464567	0.0
1.2941176470588234	2889940.472796326	1011037.2784168954	0.0
1.352941176470588	3868525.475537951	1566497.1833848883	0.0
1.4117647058823528	4311037.923598109	0.0	724098.1973564442
1.4705882352941175	1277792.6228343977	518889.75973012217	0.0
