Y Upper Quartile	Y Lower Quartile	Count	Y Median	Y Std	Y Mean	X Center	X Mean
0.09679561583951951	-0.10008524292894314	920	-0.005233404984253532	0.14033378631261256	-0.00773796952825962	3.6216678344652173	3.624147259608182
0.07958997637818264	-0.09162899795365978	1252	-0.011764366536251857	0.1427076725463115	-0.003171912340908117	3.660883520739727	3.661509848112766
0.0992890026524118	-0.07164179860582606	1564	0.019075019851819294	0.1576356073051815	0.012658886886270156	3.700099207014237	3.7013464864085766
0.09133551656334307	-0.07594458636523527	2132	0.011619242816424336	0.14068048022153087	0.010096900214107613	3.7393148932887468	3.740800206690717
0.07261890451834946	-0.0866196288002636	2872	-0.002053365539062026	0.14253599430720718	-0.0037373896786247955	3.778530579563257	3.7798696545365287
0.08282392524925977	-0.07162416433798843	3412	0.005301299934537473	0.1384850634604513	0.005990042261316699	3.8177462658377666	3.8189882076452832
0.0912682937230889	-0.07343959568842706	4268	0.007428397729087868	0.13666402710355924	0.007806782550283154	3.856961952112276	3.8578772545729163
0.08152574173655362	-0.07214281143629628	5380	0.003301884008931405	0.13135444607000346	0.005727129684373604	3.896177638386786	3.8964949234259425
0.07404021961751445	-0.07271118801404701	6872	-0.0010941306060427982	0.12277764336924155	0.0019533457125253694	3.9353933246612955	3.9364468455842694
0.07125973774656158	-0.06361896790513774	8452	0.00438124372899115	0.12365162645307345	0.005667109623800732	3.9746090109358057	3.975439814600838
0.0642159944026282	-0.06774864619106595	10484	2.0224934489799214e-05	0.1153340191601085	-0.0007466150999537868	4.013824697210316	4.014675275121758
0.0628673641452171	-0.06235641760813426	13168	0.00202366251894267	0.11111327639492764	0.0033003428994711433	4.053040383484825	4.054090581219519
0.059450959329509605	-0.05458196380468559	16780	0.002423340504932524	0.09946817991614086	0.004163135070693081	4.092256069759335	4.093409736987395
0.0559085378059034	-0.0476120101173092	23404	0.0029867429755077216	0.09445311676105032	0.0049792070070961356	4.131471756033845	4.132854293853376
0.049435179413050576	-0.04531013236587353	32924	0.002578329046126478	0.08518090701918232	0.003105319452195388	4.170687442308354	4.171988234876536
0.04799217379157244	-0.04171466373548905	45876	0.003229787685683947	0.08023833922664726	0.004817867427059235	4.209903128582864	4.211132254215034
0.04464589929464236	-0.03958268334661864	63316	0.0015444467125171038	0.07672488397018079	0.004498988388813862	4.249118814857374	4.250051815725212
0.04285867169053135	-0.03752607815997633	80368	0.002610956479152994	0.07056208968696084	0.0035470141780952823	4.288334501131884	4.289070959819153
0.03816580790968426	-0.03632689009877897	93400	0.0012761310274549643	0.06841371750035784	0.0028565026790751983	4.327550187406394	4.3279630949688634
0.03681285404301436	-0.034681276587067905	101624	0.0013071391191952137	0.06464453122171322	0.0027476505583258672	4.366765873680904	4.3669957504139925
0.03423019202521836	-0.03307213131900248	104472	0.0004166307670090709	0.06087826692694555	0.002446387266694743	4.405981559955413	4.406012491411507
0.032643142802170316	-0.03088015971271523	106104	0.0007640447164438526	0.057404092364798695	0.00226576280864548	4.445197246229924	4.445310093538898
0.03121082351793575	-0.029988267389848902	106184	0.0007637689500046257	0.053580376083400244	0.0016864380904884069	4.4844129325044335	4.484364423674574
0.029474721876094397	-0.029445959462177627	104128	0.00029295734171562546	0.052488952346979596	0.001068179416525828	4.523628618778943	4.523495311154933
0.028972858302156696	-0.02955820792216833	99840	0.00010666641970493988	0.05256261242968816	0.0007947847650571583	4.562844305053453	4.562733046129877
0.028243805989728064	-0.02920711643848408	95696	-0.0008198297703581165	0.05012669858969376	0.0002644298723086551	4.6020599913279625	4.601887232957203
0.028146622193158034	-0.028557840468943503	87024	-0.0002863916075417543	0.04893368880559463	0.00046441934905332405	4.641275677602472	4.640899801218317
0.027743799567297736	-0.027611424782540202	73328	7.4609644201084e-05	0.047038648335075275	0.000551571467461966	4.680491363876982	4.67989301445922
0.027048670520263583	-0.027336201843166465	62448	-0.00019767108873301026	0.04655731630903402	0.0002506943395733947	4.7197070501514915	4.7193544380639185
0.02641755546967937	-0.026353148618171306	61008	-0.00014781639092585928	0.0433415454124088	0.0005680978705249429	4.758922736426001	4.759017505784828
0.026000615232904072	-0.025660582070160226	67232	-9.713163713253141e-05	0.04178134193504106	0.0003438241494983458	4.798138422700512	4.798485046916811
0.025674022112833348	-0.025261294925847288	67636	-0.00023733552527181067	0.04045573884274799	0.0003711557871815711	4.837354108975021	4.837288844453756
0.025629029684009357	-0.025249984712767327	69524	-0.00018016920247234858	0.04041773173868266	0.00039089808507186994	4.876569795249531	4.877052169139932
0.02519000101469479	-0.02579512073617761	76016	-0.0003415166390636872	0.040786379159341274	4.887778174093244e-05	4.915785481524041	4.915882859220287
0.025444621974533142	-0.025489034290908538	74816	-0.0005949334109622904	0.04086178583812149	0.0002606137111126359	4.955001167798551	4.954758276734866
0.02623752929244243	-0.025619632995662767	70036	-2.1537609992796272e-05	0.04220317099122771	0.000561572012226167	4.994216854073061	4.99424764071386
0.026403499989119616	-0.02581426930933795	76716	4.2706232520101874e-05	0.04202124313897027	0.0007193306650241889	5.033432540347571	5.0338493404724485
0.026003482118401373	-0.025845381879423958	75096	-0.00047574671803257603	0.042124334750409505	0.00045412153847679016	5.07264822662208	5.0724507054003345
0.025546922265465205	-0.026174873921873173	66036	-0.0002728410973320369	0.04196055367360594	0.0004610337982447794	5.11186391289659	5.111609534230575
0.025583128279476477	-0.025366163393487642	61896	-0.0006621757745672436	0.041828755698628706	0.0005102942334380097	5.1510795991711	5.151026272139669
