Y Mean	Y Median	Y Upper Quartile	Y Lower Quartile	Y Std	X Center	Count	X Mean
165.80302381998717	165.80302381998717	202.00407953845206	129.6019681015223	36.201055718464886	3.6216678344652173	128	3.639268105227027
34.32851658522304	34.32851658522304	34.32851658522304	34.32851658522304	0.0	3.660883520739727	64	3.669055671456143
-36.245950425190244	-179.23525959434437	103.13484502875417	-378.12434912313165	522.486260768685	3.700099207014237	896	3.700159937585312
271.71135124056343	220.57277452464905	400.58597022217396	-110.8692800833866	562.7499267963958	3.7393148932887468	1280	3.7400852574992838
299.72182151074736	-36.82004031753513	784.4019404078672	-374.7829310795123	915.8633013911125	3.778530579563257	1472	3.7764355961894847
328.82076225393683	167.17630059676867	520.8974403236434	-24.446656844016616	1022.7959552282927	3.8177462658377666	1856	3.820885943965046
241.03188452290706	89.40726068121421	428.56806903335837	-134.10617439045564	768.7220768150221	3.856961952112276	2496	3.859006591393836
204.32890895080806	55.8775273781539	351.48519089759975	-81.99594480484211	1023.8522613689854	3.896177638386786	4032	3.8976551505661816
200.21171150419676	60.266000913928366	406.529642402631	-156.3828970333816	578.7518594673196	3.9353933246612955	3264	3.933223097029972
82.7095954046366	27.963738420395657	405.449202472023	-101.68997320396366	456.9891293832757	3.9746090109358057	4224	3.974940545509929
75.72264676488152	16.051199578379965	251.84282437148522	-194.32637013440763	646.6716947505814	4.013824697210316	7744	4.014938713483298
123.67016669038611	10.908792810301748	240.84645085746342	-188.79908249175514	570.0894745886707	4.053040383484825	8384	4.052034629133686
127.02653548136936	25.605392916932033	237.24355479182032	-132.56778514039434	455.3490321803367	4.092256069759335	8128	4.091955545570473
124.22226918904855	24.654787137590574	187.2364204420428	-104.45689823767316	450.8372326650134	4.131471756033845	11584	4.131947289861547
45.78568874928091	4.076577906503189	123.1444185253049	-87.09321149501193	360.751994912037	4.170687442308354	18496	4.174287194390069
38.30473253711202	1.5539308983784395	90.8389115659138	-93.31955513724097	462.873066801519	4.209903128582864	33920	4.211987569663833
51.88342190434504	6.630693875547877	91.8562102048295	-75.16143639052916	358.8941664107137	4.249118814857374	55296	4.250402543825409
60.220254471266216	1.5413862852437887	89.14510420216394	-75.14073786280824	349.3985646713693	4.288334501131884	62144	4.288889868366734
32.278478198619204	-2.2561362250453385	81.30748348290035	-69.06828729811332	328.8036567122611	4.327550187406394	79808	4.327815432922099
45.47230157123467	3.3124183386780714	73.37434089246653	-62.866987648279064	252.47156798035917	4.366765873680904	76160	4.367011362519183
28.996603133566648	-3.334276642905934	66.5588474629285	-57.86735980146295	217.21253350022644	4.405981559955413	86144	4.406195395900738
16.980993828521814	-0.6843803181277508	57.32567789202221	-62.328831189070115	244.4993028716675	4.445197246229924	85632	4.444962529174033
15.120212776445275	-2.548530992619817	47.88418796053338	-54.87430260200563	152.03781008387782	4.4844129325044335	87872	4.484431287157729
20.24197120523163	-0.8768451159276083	53.139595609074604	-49.94612890972985	200.38706371876216	4.523628618778943	86400	4.52358593745618
13.864513538989915	-1.339656187197761	49.8795161240123	-53.02452261995677	163.59131673081637	4.562844305053453	84032	4.562152068926513
0.4023842324280738	-0.10028517681166704	48.27779137543439	-50.21323297844083	264.05475031179924	4.6020599913279625	83520	4.601526250710207
11.822283690517425	-1.3588626489708986	47.01162697529435	-41.24454079782299	179.95979985061436	4.641275677602472	83648	4.640590942709646
0.21425956139230531	-1.6102411237652632	40.97752332940763	-45.47174128486381	126.89649387958036	4.680491363876982	66048	4.678815040529414
3.7756800648913815	-2.198634161423797	37.34668388695536	-43.63330074334226	105.83541025102839	4.7197070501514915	56960	4.719685233429346
3.1350567148186634	-0.9474659531842917	36.47193859082472	-35.31393555958675	85.18999025319185	4.758922736426001	57280	4.758936266740346
-0.14120617708249186	-0.6351264150162024	31.380415962677944	-32.7653954119769	59.99899487749947	4.798138422700512	68288	4.799281241881779
-0.9899008480624472	1.1331924383339356	31.7437923714906	-32.20302099519904	56.17150997720371	4.837354108975021	64448	4.836409443805082
