[S II] log10 (N' / N)	T1	T2	T3
-1.4705882352941178	18865.01703498339	0.0	0.0
-1.4117647058823528	0.0	0.0	0.0
-1.3529411764705883	42858.10761531994	0.0	0.0
-1.2941176470588234	55956.978633994455	0.0	0.0
-1.2352941176470589	40612.52422310051	0.0	0.0
-1.176470588235294	0.0	0.0	0.0
-1.1176470588235294	86689.04840448481	0.0	0.0
-1.0588235294117647	259718.78139318962	0.0	0.0
-1.0	274740.4863167868	0.0	245087.25677439303
-0.9411764705882353	394568.2839809556	0.0	344326.6638872819
-0.8823529411764706	1018178.4356979541	0.0	648664.5236334626
-0.8235294117647058	1139698.313022551	190089.9962599761	697119.3691220318
-0.7647058823529412	2522025.2797331065	0.0	2031835.8582694682
-0.7058823529411765	5293521.208785547	389993.3375686246	3022594.493630316
-0.6470588235294118	9955703.72401288	392057.3455801315	3040595.85896377
-0.5882352941176471	20680104.54657601	416065.7012541643	6334604.083218663
-0.5294117647058824	34804932.01510417	2577809.150570191	7247301.562178428
-0.47058823529411764	64958884.38007405	3599201.6273460267	16884344.959724195
-0.4117647058823529	122135732.72976914	8274541.840146584	33427560.690775454
-0.3529411764705882	256748183.9391788	31456562.85233151	77645537.9832832
-0.2941176470588235	602519271.5119895	131451362.59939806	235480739.58107522
-0.23529411764705876	1537840397.3672237	649696389.4159614	780002834.4450715
-0.17647058823529405	4249405286.4122944	2890832372.9679666	2714114014.718295
-0.11764705882352944	10584537893.689869	10366385034.243967	8932190323.972275
-0.05882352941176483	20734481897.18511	24828037391.669506	24149784212.276924
-1.1102230246251565e-16	26851874157.316216	33225050361.998627	35853810379.018295
0.05882352941176461	21622187216.70646	22960190947.166016	20865097830.022984
0.11764705882352933	11483810656.559221	9688051424.280493	7642201543.653649
0.17647058823529405	4796067980.614049	3205728064.85349	2860232313.198163
0.23529411764705876	1883565014.367976	1083182380.1032116	1157553015.7700918
0.2941176470588235	813124365.6435694	409897075.8954317	529315832.15362614
0.3529411764705882	390183062.8458236	184426966.545177	297444194.5663442
0.4117647058823529	221961227.32277915	89253680.83519927	172641242.93640536
0.47058823529411764	139251795.78335342	56735858.84628985	95030101.81454284
0.5294117647058822	91102917.82530084	31218407.007313915	72985217.27518429
0.588235294117647	55143013.71010661	22412075.00840235	50891799.50650069
0.6470588235294117	37063709.836276464	11601360.692622295	32346737.597833082
0.7058823529411764	26635876.675097585	11474219.546235528	30297084.49756101
0.7647058823529411	17011441.754975785	7884364.469573167	24563473.39427351
0.8235294117647058	10164759.751222473	6787308.733535497	13593678.834603192
0.8823529411764706	6579458.489602325	5108648.387872286	10073581.391879208
0.9411764705882353	4644450.605860831	2608451.380801586	7616726.069092417
1.0	2818346.885068062	2794963.2013304974	6342103.77035043
1.0588235294117647	2016917.6935223967	1447107.129822259	2389995.850978822
1.1176470588235294	1049655.29736895	742160.0744589192	0.0
1.1764705882352942	739075.7752901894	188948.06783140844	242144.3148538628
1.2352941176470589	613739.7107298602	0.0	0.0
1.2941176470588234	243152.28765245993	207808.76722584185	0.0
1.352941176470588	208130.6940528272	0.0	0.0
1.4117647058823528	188345.20004125917	0.0	0.0
1.4705882352941175	143145.5075813088	0.0	0.0
