Y Lower Quartile	Y Mean	Y Upper Quartile	X Mean	Count	X Center	Y Median	Y Std
nan	nan	nan	nan	0	3.6216678344652173	nan	nan
nan	nan	nan	nan	0	3.660883520739727	nan	nan
-710.664562100952	-357.2820985113631	-3.8996349217741226	3.715615341592343	2048	3.700099207014237	-357.2820985113631	353.382463589589
-44.96229747180405	147.75725462324772	267.0591168982746	3.7320598450201716	4096	3.7393148932887468	74.33956480322286	233.48699658254282
-219.82480273402598	-30.49734295192211	266.0053414670929	3.773160414843234	5120	3.778530579563257	-196.5398639497489	248.9318451812127
-102.85225802064087	-20.617217240753387	107.4355329341447	3.810198430663337	12288	3.8177462658377666	-7.241490048408195	183.67724725932845
-80.25707027857425	7.810947786090855	171.65150751085457	3.857322703522282	10240	3.856961952112276	-15.813327533743177	216.0879453621143
-34.36015731401312	40.6950621242678	138.82061097965197	3.8977294330254586	15360	3.896177638386786	53.9347874374198	163.88454820127848
-216.57341781544528	-76.5186439935416	73.4143180041574	3.93280320685725	17408	3.9353933246612955	-72.55637174349249	188.6030289271701
-192.99936004095616	-35.760314046714875	142.45791480012485	3.975991095641085	14336	3.9746090109358057	-54.056295469010365	159.5612986827134
-52.945929853662165	7.1737486757185955	57.37588251557827	4.0204328024149305	18432	4.013824697210316	-11.949449289375025	85.9990447338146
-78.61650530395036	-28.412997417612814	27.83998920343265	4.0533510123503795	24576	4.053040383484825	-25.24367851838724	105.04901274499369
-96.19653535688849	30.009795429159183	149.59414670494516	4.093848115439364	19456	4.092256069759335	9.485972674185177	140.69474171531084
-28.97193164601549	32.76069189725441	35.225313198224285	4.136213298894829	24576	4.131471756033845	8.329570848879484	164.3169806744833
-104.6480499468671	-25.05481332150908	31.764921296304237	4.17193121426134	31744	4.170687442308354	-25.917221425346725	98.8129761498667
-43.51767954161596	-3.168582836429948	46.23962547177962	4.21279641621407	65536	4.209903128582864	-1.538161629937349	84.59188970405062
-51.87075475853635	-5.233620371467694	54.465061702276216	4.250268012368573	92160	4.249118814857374	-4.309109112776241	89.08394939999965
-55.35142369969731	-4.095621698980909	37.14928108927893	4.2874026586318426	94208	4.288334501131884	-7.518055970722344	73.85929330347784
-29.64351180547783	8.946813397168576	47.67707028202767	4.326430435842508	130048	4.327550187406394	15.111175139223633	60.0526467717119
-25.050218279746332	2.8407547283701406	36.913774127691795	4.365803585112594	121856	4.366765873680904	-0.6794630891054112	55.18746832376386
-31.40586176174793	1.79297530013619	36.23418657560842	4.406366027521187	118784	4.405981559955413	-1.2389175795515257	54.13632303941188
-34.69191943067153	-0.5043954895577453	35.8476387240803	4.443271851221945	114688	4.445197246229924	-2.6983381359759733	47.65032257773026
