T([N II])	T1	T2	T3
5098.0392156862745	2460940748.716797	89537560.0078125	0.0
5294.117647058823	2934059682.1171875	64523690.5625	0.0
5490.196078431372	3364960232.8085938	140418407.625	0.0
5686.274509803921	4050811489.192383	147305820.0078125	0.0
5882.35294117647	4938573603.0703125	267309688.65625	0.0
6078.431372549019	5889424477.240234	340392942.5	0.0
6274.509803921568	7614328734.685547	413576998.84375	21263389.59375
6470.588235294118	9358636034.884766	806036419.3671875	10630567.875
6666.666666666667	11657902198.416016	1059518138.0078125	17091519.1875
6862.745098039216	13434772033.902344	1753411092.625	0.0
7058.823529411765	16673460032.888672	2332129875.1796875	59493046.0625
7254.901960784314	19424375140.921875	3974452687.515625	52784561.5
7450.980392156863	23045927185.95215	6271743002.9609375	161233035.15625
7647.058823529413	26706385974.50293	9450787154.414062	541249438.109375
7843.137254901962	32129853930.504883	14168226688.078125	1221648057.203125
8039.2156862745105	36620825946.54883	20970469342.078125	2527102527.8125
8235.29411764706	41499705946.06836	29986549121.078125	5676614690.765625
8431.372549019608	46123851568.890625	39910494836.265625	12620576624.34375
8627.450980392157	49422191197.134766	53589769108.52344	26091174890.859375
8823.529411764706	51023007143.85156	66573970615.140625	49455871989.34375
9019.607843137255	51615323264.05859	78043775913.61719	81510551353.78125
9215.686274509804	50039387057.84766	85507120280.61719	101354242342.35938
9411.764705882353	47447760834.490234	87051304515.91406	90077897395.90625
9607.843137254902	44102674902.5	82355222470.90625	76779221602.25
9803.921568627451	38924107078.65625	72570421608.4336	69519193709.23438
10000.0	33135472860.435547	57965778128.03125	64952394313.953125
10196.078431372549	27757637121.16211	43696647457.109375	57244734887.09375
10392.1568627451	22733916330.683594	30286607360.4375	45883570230.109375
10588.235294117649	18421940401.564453	20432975514.109375	34680125418.203125
10784.313725490198	14561020800.338867	11983622098.4375	27134513463.09375
10980.392156862747	11444278247.067383	7346260755.828125	20096680051.25
11176.470588235296	8871352010.191406	3924545375.625	14043577747.375
11372.549019607844	6894005062.870117	2127603583.609375	9836435462.96875
11568.627450980393	5609448231.5234375	1153536777.90625	7033162213.9375
11764.705882352942	4430980439.488281	618824819.875	4279270205.15625
11960.784313725491	3425828798.850586	327279965.203125	3290790452.1875
12156.86274509804	2800557395.5214844	231874732.5625	2277998909.09375
12352.94117647059	2204793381.830078	154507786.4375	1634948065.0
12549.019607843138	1866324268.9472656	95299590.21875	1112868017.84375
12745.098039215687	1672773447.9101562	97198044.40625	739520789.5625
12941.176470588236	1351783485.1621094	44535478.8125	509941189.125
13137.254901960785	1182546019.9921875	38133795.5	296844496.3125
13333.333333333334	906021323.0117188	11531757.6875	278889357.3125
13529.411764705883	799740649.9277344	23765002.625	208704146.0
13725.490196078432	709285382.7167969	17918865.5625	188788128.3125
13921.56862745098	589338044.6542969	42764466.8125	157538850.0625
14117.64705882353	499308011.484375	32122759.625	39515062.25
14313.725490196079	461103680.8261719	53912618.875	94559884.8125
14509.803921568628	420052684.2314453	12397084.9375	168819969.5
14705.882352941177	365656660.3173828	26051408.5	35387565.625
14901.960784313726	320660484.0488281	18208023.6875	20399285.375
