log10[ N([S II]) ]	T1	T2	T3
2.0294117647058822	0.0	0.0	0.0
2.0882352941176467	0.0	0.0	0.0
2.1470588235294117	0.0	0.0	0.0
2.2058823529411766	0.0	0.0	0.0
2.264705882352941	0.0	0.0	0.0
2.3235294117647056	0.0	0.0	0.0
2.3823529411764706	0.0	0.0	0.0
2.4411764705882355	0.0	0.0	0.0
2.5	0.0	274731.515625	0.0
2.5588235294117645	0.0	0.0	0.0
2.6176470588235294	0.0	0.0	0.0
2.6764705882352944	0.0	0.0	0.0
2.735294117647059	0.0	0.0	0.0
2.7941176470588234	0.0	189858.828125	0.0
2.852941176470588	143505.7578125	0.0	0.0
2.9117647058823533	435046.17578125	190380.515625	0.0
2.9705882352941178	2639799.85546875	595084.3125	0.0
3.0294117647058822	5869360.66796875	4037751.0390625	0.0
3.0882352941176467	21846935.35546875	10907230.640625	0.0
3.147058823529412	55401770.88671875	30725410.0625	0.0
3.2058823529411766	128916296.421875	64412606.6875	0.0
3.264705882352941	240106424.85546875	117859209.3046875	464942.75
3.3235294117647056	402419533.76171875	174335897.484375	299116.015625
3.3823529411764706	534579447.328125	228701823.171875	909145.6875
3.4411764705882355	609949064.1132812	301557558.140625	1227147.5
3.5	599619928.1796875	375039350.30078125	8114050.46875
3.5588235294117645	505896014.62109375	460797184.3046875	33055714.5546875
3.617647058823529	367419598.4980469	471213321.3828125	88116355.296875
3.6764705882352944	250987325.625	473352265.1328125	197097105.4453125
3.735294117647059	156041585.40234375	429725829.6953125	312026190.875
3.7941176470588234	88508821.4140625	362482376.66796875	444770027.3359375
3.852941176470588	52959094.9296875	253045752.25	504680324.8203125
3.9117647058823533	33079785.6953125	171981112.36328125	564984253.25
3.9705882352941178	19891193.8046875	112391443.7890625	515826880.1953125
4.029411764705882	8941480.34375	69821204.53125	394494470.34375
4.088235294117647	4555836.1015625	46423124.71875	324684176.21875
4.147058823529411	4377162.13671875	22937329.1953125	214423729.4296875
4.205882352941176	3034705.9609375	12879042.0703125	163784145.34375
4.264705882352941	2123707.46875	10042696.484375	104469383.0703125
4.3235294117647065	1237287.31640625	5725032.796875	71520087.1796875
4.382352941176471	128531.60546875	3353991.109375	50525339.7578125
4.4411764705882355	500223.73828125	3398204.5703125	26198432.9921875
4.5	301138.74609375	2056488.9375	22452206.2578125
4.5588235294117645	150129.96875	1683250.3984375	11892839.3203125
4.617647058823529	182869.09375	731724.6171875	9672745.84375
4.6764705882352935	168470.1171875	1682871.78125	7989883.2890625
4.735294117647059	0.0	1068172.96875	3293474.515625
4.794117647058823	0.0	268882.640625	6464866.875
4.852941176470589	0.0	455884.921875	4093864.5703125
4.911764705882353	156628.59765625	267699.2265625	5009767.4375
4.970588235294118	494113.95703125	817919.5	10605481.6484375
