[N II] Delta T	T1	T2	T3
-4901.9607843137255	5296160.471381607	0.0	0.0
-4705.882352941177	0.0	0.0	0.0
-4509.803921568628	0.0	0.0	0.0
-4313.725490196079	0.0	0.0	0.0
-4117.64705882353	3856415.977984992	0.0	0.0
-3921.5686274509803	0.0	0.0	0.0
-3725.490196078431	4979456.466205133	0.0	0.0
-3529.411764705882	3973791.0344534023	0.0	23475818.876334697
-3333.333333333333	0.0	0.0	0.0
-3137.254901960784	0.0	0.0	20010958.62390342
-2941.176470588235	3010550.19751468	0.0	0.0
-2745.098039215686	0.0	0.0	0.0
-2549.0196078431372	0.0	0.0	0.0
-2352.9411764705883	4080040.4644059283	12182186.751836525	0.0
-2156.862745098039	0.0	0.0	0.0
-1960.78431372549	0.0	0.0	0.0
-1764.705882352941	11393337.129829664	0.0	39552458.77087965
-1568.627450980392	23230948.530259296	0.0	0.0
-1372.5490196078429	57523891.16835682	0.0	45059629.485137396
-1176.4705882352937	237041410.51923862	17913965.51693906	56645047.09787092
-980.3921568627447	393396760.35672885	30654130.512891497	102836494.76219508
-784.3137254901958	1010130116.4919847	172556158.69865152	155105605.83927104
-588.2352941176468	2311154082.094205	940692621.955896	910091860.7366077
-392.1568627450979	4460265004.569235	3697951126.72333	3137143737.239082
-196.07843137254895	6650757579.546423	8865925495.875729	8452699063.021392
0.0	8490743648.371131	13612619306.39472	14209068983.103567
196.0784313725494	7075579258.201871	8841731045.126183	8832303224.984512
392.1568627450988	4640001370.816609	3154052437.215749	2373149863.6505065
588.2352941176478	2202097671.87517	642372081.2246646	443769072.7692644
784.3137254901967	904190629.6176817	133048676.1060623	65781944.45662301
980.3921568627457	355613385.3322696	20207224.333197083	51759341.24242872
1176.4705882352946	88261010.69300662	7788552.033641217	49942772.58502937
1372.5490196078435	32332108.19081501	0.0	0.0
1568.6274509803925	4620388.27590252	0.0	0.0
1764.7058823529414	0.0	0.0	0.0
1960.7843137254904	0.0	0.0	0.0
2156.8627450980393	0.0	0.0	0.0
2352.9411764705887	0.0	0.0	0.0
2549.019607843138	0.0	0.0	0.0
2745.098039215687	0.0	0.0	0.0
2941.176470588236	0.0	0.0	0.0
3137.254901960785	0.0	0.0	0.0
3333.333333333334	0.0	0.0	0.0
3529.411764705883	0.0	0.0	0.0
3725.490196078432	0.0	0.0	0.0
3921.568627450981	0.0	0.0	0.0
4117.64705882353	0.0	0.0	0.0
4313.725490196079	0.0	0.0	0.0
4509.803921568628	0.0	0.0	0.0
4705.882352941177	0.0	0.0	0.0
4901.9607843137255	0.0	0.0	0.0
