Count	Y Median	X Center	X Mean	Y Lower Quartile	Y Upper Quartile	Y Std	Y Mean
337	-58.90643611135408	3.6216678344652173	3.62288981004357	-1060.9423990582973	872.2738036050105	1955.34647400399	-48.19203285039017
419	-51.22939319125169	3.660883520739727	3.661343164981342	-922.7168673135852	841.0743931767695	1838.7190918368271	47.110603386855786
523	31.83448552900009	3.700099207014237	3.700609246283403	-818.8600413138724	913.5328648188133	1812.6774298089215	139.41428504988582
614	30.142293375880953	3.7393148932887468	3.7400198945727836	-793.771602082126	998.2082951899827	1753.5620101094576	186.59659673092955
770	29.654486093063795	3.778530579563257	3.7787060267037145	-812.489860900575	1086.6414820438706	1848.252420155532	160.51581381665994
952	-15.118757912321314	3.8177462658377666	3.818372838265731	-797.3516894438674	875.6754815875211	1731.7749906135869	122.79069756141644
1138	36.38328307513423	3.856961952112276	3.857740602287219	-700.3726276989676	985.9917880487106	1738.4433115579584	194.66310421503098
1403	49.102718288869056	3.896177638386786	3.8968225863534203	-686.8850756990596	908.0353340264637	1650.309894375931	188.7647116573784
1723	47.229148024070724	3.9353933246612955	3.935798861380247	-725.5892702424312	877.3021544949361	1691.6975326315128	130.32340195633583
2179	11.884168692214189	3.9746090109358057	3.975405655212741	-707.2455070826836	726.8464000279077	1571.681296253747	82.7139933264787
2823	58.456331625428376	4.013824697210316	4.014462927824719	-606.3735859694216	894.9897252207174	1586.0708843950135	205.72261118749503
3546	38.42407446934959	4.053040383484825	4.053919155007061	-603.4434141965521	752.2943456709199	1516.1246700662427	144.18880812602487
4623	60.671681581919984	4.092256069759335	4.093157402215438	-515.1274583648005	720.158189086877	1430.4297685147108	171.99374650553904
5841	65.29919971955064	4.131471756033845	4.132471588269481	-518.5676836729813	760.2066285043456	1392.756276093516	161.2333745975558
7683	79.22615538099458	4.170687442308354	4.17154425305148	-481.3196289100515	737.8870713229098	1319.259022979729	197.0981352409308
9860	90.56499355558337	4.209903128582864	4.210677564499128	-457.33210128449446	767.5527943927691	1299.5041288347315	194.91940359098552
12237	116.85013477857683	4.249118814857374	4.250041816251429	-401.274595755458	817.2551081853835	1268.480278522202	238.51269200168875
15251	122.99253972536462	4.288334501131884	4.288906501620297	-370.58509261226027	782.8906809007417	1211.7797425421934	244.37770230337898
18147	136.4498065143937	4.327550187406394	4.328059070374198	-338.2781166887835	787.4422623843625	1167.8753020870047	269.2467446464039
20674	154.01086151316622	4.366765873680904	4.367119362776994	-323.9253657566935	805.8815600741061	1154.1623537982812	291.8597997501135
22726	146.3158654358934	4.405981559955413	4.406183841235068	-296.07621961202653	790.8065886769716	1133.2738954411739	301.2502335736868
24119	155.64994717545233	4.445197246229924	4.44520513989987	-280.1938758436704	791.2706043969024	1110.7094215741383	306.7861131660239
24726	146.98915131868233	4.4844129325044335	4.484491432933418	-273.9490118450369	752.5597450728981	1065.4046263686073	301.82967535425513
25409	145.89471007443353	4.523628618778943	4.523488962057471	-263.2308049377225	720.1136159248399	1035.9810970159874	298.8223015275429
25066	132.07623194805046	4.562844305053453	4.562749816067384	-256.0920897379858	681.3931861060073	999.9473648675133	285.1027028448685
