Count	Y Median	X Center	X Mean	Y Lower Quartile	Y Upper Quartile	Y Std	Y Mean
24385	139.97920314808107	4.6020599913279625	4.601854002789869	-224.87654361073874	688.6622059686752	974.0623093369228	306.3180893066416
23484	138.10941581557518	4.641275677602472	4.6409325234396865	-215.179807472	644.5229354609887	941.2066141627197	295.913369790019
21765	126.37849552523949	4.680491363876982	4.680213743746733	-215.41654070450568	606.1549499604207	921.2606232573711	284.0869669516785
20268	104.90735062903923	4.7197070501514915	4.7194032381005195	-225.62233771994534	550.5931948027603	893.9621841683208	259.800390859753
20651	77.4296449916501	4.758922736426001	4.758973896613413	-224.89603761207263	481.71522036512124	850.5520299876707	225.17316531074067
22878	67.2082366216423	4.798138422700512	4.798576862068561	-215.21919166678094	442.23257100949996	808.91681371418	212.88722680863438
25425	54.92752336315607	4.837354108975021	4.837677887000164	-213.65942942862603	392.11251883819114	771.8234595913909	180.78781629751097
28403	47.88383922516891	4.876569795249531	4.876927012899417	-204.03413843489625	356.00471632362587	742.8270261726942	167.45881656483684
31850	39.37854874429195	4.915785481524041	4.916144312425823	-201.03804691661276	322.0514761402296	708.9774756208475	141.3830803558842
33905	34.981144187306626	4.955001167798551	4.955146648716731	-196.74489480524062	301.2134068428559	670.5271964308532	129.2070050018039
35731	29.442461213913703	4.994216854073061	4.994402219775964	-191.21193154161972	279.7066906372993	657.0727519638797	111.63939390981413
39550	21.304212518491113	5.033432540347571	5.033783281085903	-185.41152948951958	252.689247859435	629.7457809726976	93.40353715118734
41188	18.31543222165783	5.07264822662208	5.072646748425096	-180.58442656041188	233.0504311647005	601.3376840843981	79.81532517022102
39813	18.152816870169772	5.11186391289659	5.111604898678168	-168.8793972739022	222.96275708396024	591.7327682302044	69.47226345391962
38240	11.263883655406516	5.1510795991711	5.151007347489644	-167.75592574431766	201.86014279645497	548.1848359915085	54.115405849675305
35581	13.788804806081316	5.190295285445609	5.189850264352429	-160.06683883546157	196.99650021394518	541.0792982573519	45.60355001460862
30873	11.339944586247839	5.229510971720119	5.2290514848325715	-155.22265851403063	186.04782120193704	510.0442422122212	38.7158690542677
25087	11.41289143278209	5.268726657994629	5.267864363185434	-150.6383001921772	180.6841984458497	524.2094752908744	32.4609203462604
17767	16.93939247223352	5.307942344269139	5.3067371043880325	-146.38690201500447	176.08975787667896	522.4509840475755	34.599462749313645
13200	8.780575668090933	5.347158030543649	5.346371215848618	-143.99858463208784	171.8075630758126	524.1374026492666	12.196336252643185
10796	8.236044642837442	5.3863737168181585	5.385649603277098	-141.74367301933216	159.0880694551488	501.23919449286245	17.267417355821635
8147	7.715724528843566	5.425589403092668	5.424289215247095	-137.8371175994771	155.72249026963345	526.1731602677374	8.839983875526787
4696	16.874556520623628	5.464805089367179	5.462905925655156	-130.672711738197	164.7431851077813	499.46276688072686	11.101176338154607
2191	33.84573947994795	5.504020775641688	5.501009506430125	-115.45795982829623	175.63070555204013	520.1377427814548	34.32091154410786
670	44.12752395449934	5.543236461916198	5.5383779181915	-110.19573008581983	184.55608393770717	576.9614733249681	53.21036766610825
192	4.851938267842343	5.582452148190708	5.580056051345385	-141.60102446046403	128.03526639184338	554.7191363462954	-63.41739941529108
