Y Std	Y Mean	Y Median	Y Upper Quartile	Count	X Mean	Y Lower Quartile	X Center
1363.4523894741135	-926.9344121871277	-673.4753083556498	91.45921430997959	144	3.6275979782114973	-995.9553324686822	3.6216678344652173
929.8375746995048	-23.30321687231419	-28.289492464421528	680.5865616128067	368	3.6630590328146866	-761.894961800137	3.660883520739727
1369.4718506897177	519.3966634115701	155.54497322835687	1033.2383010638823	608	3.7028922914970552	-392.9234382282757	3.700099207014237
1336.079223807001	267.1883373650623	184.84948760894804	825.1655259842173	688	3.740159087546657	-499.5866285149923	3.7393148932887468
1329.8451817609948	214.1557506274447	80.77557908279687	856.76278597706	848	3.780251485325585	-447.6963635876564	3.778530579563257
976.8237335521777	227.28553579172947	106.78057452308548	581.1987012792242	1808	3.8191673327806437	-252.10109359771104	3.8177462658377666
1270.2495337147927	105.74498840945651	-39.20169902019825	610.4874215126838	1904	3.8562106077839022	-449.74608406977313	3.856961952112276
987.9654328275103	376.32552528022507	183.3950295421937	783.0083277586164	2128	3.8975422478809745	-191.73994555353966	3.896177638386786
1053.8723642085608	349.37535976621217	161.10827608297404	845.3894244254816	3120	3.9359783009944165	-210.47822639969846	3.9353933246612955
1054.8993866120672	406.6335038749562	155.98607323735675	739.9708509907023	3424	3.975303571138861	-139.72449625559784	3.9746090109358057
806.4596443251069	285.4816952395338	148.96669782929894	624.6112048644773	3792	4.015369903746423	-220.8467358267353	4.013824697210316
969.1568815966108	224.74714005363853	72.32580980619696	478.19916715992304	5376	4.0537772688493146	-225.1655909645815	4.053040383484825
835.9647326509514	174.05613078988594	62.37036052255351	457.6189091452816	5728	4.092617406091876	-237.62358892357497	4.092256069759335
786.5313287009934	164.0591147229066	34.897260901590926	358.07815143303014	7760	4.133319278477177	-198.84827622081866	4.131471756033845
632.3009853793877	117.95848717149148	27.555325947092115	277.1390772034779	13184	4.172513589859999	-164.26495048235824	4.170687442308354
618.0397948417382	132.87271639676007	27.928929856245304	249.0603319416823	22640	4.212127316747127	-153.80259357560317	4.209903128582864
593.1008491740928	120.14882855347811	32.853273400573926	243.95053410848504	33936	4.249856678824608	-142.92664703983883	4.249118814857374
609.6024305801307	114.44595996612891	27.925792413187082	215.88740154765765	46000	4.289267565474171	-131.1177220398131	4.288334501131884
578.9074775545475	87.19544105671821	29.193214865032132	205.011213889773	54864	4.327881326512998	-138.21596661560125	4.327550187406394
524.7960561494061	100.93204196082402	12.54476301018667	171.69993440944745	56416	4.366633566361412	-120.15191363227586	4.366765873680904
516.9881493916141	95.44871405050802	9.252346615026909	161.6196572828594	60368	4.405971187755994	-124.90569128006337	4.405981559955413
489.9622578547091	83.61386477003764	13.232168721027847	148.12129326593822	64816	4.445145097792613	-109.05439523286259	4.445197246229924
464.43971225413947	57.801009460131716	7.485686763515787	132.61192172289975	65088	4.484489813974335	-111.80263850649953	4.4844129325044335
455.04289622835455	68.58182213031083	9.064710701419244	136.86628201137864	64976	4.52384497435429	-101.56157910576349	4.523628618778943
421.1296657908621	48.47290799572566	2.5248378773412696	117.39221202665976	63968	4.56283843830247	-100.73361542440034	4.562844305053453
