[N II] Delta T	T1	T2	T3
-4901.9607843137255	483320116.35903025	13432486.000440914	0.0
-4705.882352941177	524227241.0710614	33833544.451122135	0.0
-4509.803921568628	573771554.7262806	18234273.888050325	19934318.03494801
-4313.725490196079	608132703.2084368	28030522.18416553	0.0
-4117.64705882353	686361001.7586876	13792399.679541048	20765664.236652777
-3921.5686274509803	744955774.3304698	30246290.437312845	26651115.09751434
-3725.490196078431	719580844.642716	18565455.244924955	34730095.40647086
-3529.411764705882	808716372.1432217	4326914.422116533	17859988.93138395
-3333.333333333333	990321769.3886746	59656003.36672301	29606221.179501466
-3137.254901960784	1041935948.2910857	66247042.83820007	0.0
-2941.176470588235	1272987832.5120883	46454917.53970832	9170434.419455608
-2745.098039215686	1440606996.2544708	66325076.84595751	15641294.515715629
-2549.0196078431372	1965900755.1325681	63260481.8653856	0.0
-2352.9411764705883	2347720607.2182555	83321389.77395368	8199072.477381765
-2156.862745098039	3160833669.972306	193560815.4267649	10800646.488480287
-1960.78431372549	4166521406.37341	186464091.38565877	32273745.175565396
-1764.705882352941	5934579008.717579	400084994.0161363	47146467.774731815
-1568.627450980392	8068852656.918908	774734268.023848	115768443.22579706
-1372.5490196078429	11861248727.531021	1561336186.1931992	265517339.28414306
-1176.4705882352937	17647633919.26045	3669579878.0483637	206017076.13789603
-980.3921568627447	26207259974.76816	8918615230.879023	834652574.1533668
-784.3137254901958	38537044103.83722	21491928377.803986	3566999589.692573
-588.2352941176468	55632093400.450264	49057060896.38988	14942344301.880749
-392.1568627450979	74274267958.82907	95603034065.74898	59510322619.04803
-196.07843137254895	90902823526.89557	151091665861.0279	182689263974.05368
0.0	99875162430.37465	177606638580.45105	302213102350.5233
196.0784313725494	94666544659.14937	153617977606.41095	179979249888.23773
392.1568627450988	79572989421.40523	96500394739.20546	55210069860.054886
588.2352941176478	60819352905.426765	47235244822.17753	12267946222.809484
784.3137254901967	41808760749.148125	19685859701.24175	2336042194.7912188
980.3921568627457	28114584887.555473	7294316164.611803	520754854.33885854
1176.4705882352946	18050364789.913517	2589426928.2799587	116174653.67055269
1372.5490196078435	11912880585.509804	1039979816.5064341	27665089.25584974
1568.6274509803925	7727255123.582599	340128198.5063187	33007355.598325703
1764.7058823529414	5187723933.345292	139031665.1220234	0.0
1960.7843137254904	3761276734.94126	68828735.74246956	0.0
2156.8627450980393	2640818447.8903985	51001540.52482815	18285731.70027972
2352.9411764705887	2062546271.4306297	42386025.70338367	0.0
2549.019607843138	1569310785.1950088	14105571.948634703	8319790.151053153
2745.098039215687	1232568211.0710669	33626391.59171316	0.0
2941.176470588236	966680888.9949245	27743372.387593552	0.0
3137.254901960785	845345846.3232212	8881939.074987307	0.0
3333.333333333334	700404603.8952001	13271882.357897686	0.0
3529.411764705883	564747981.7177869	4522430.161544367	0.0
3725.490196078432	458312041.55445254	5391759.8158942	0.0
3921.568627450981	425725344.8738774	14182931.90373684	0.0
4117.64705882353	381438479.15397996	9405500.561821219	0.0
4313.725490196079	364221129.8351816	4283957.623536556	0.0
4509.803921568628	368002849.5494231	0.0	0.0
4705.882352941177	240048474.8580516	5102322.753343476	0.0
4901.9607843137255	220025952.67343563	0.0	0.0
