[N II] Delta T	T1	T2	T3
-4901.9607843137255	1057501992.7152773	250091845.64493802	76378325.12938303
-4705.882352941177	1129811245.689993	260299025.3055643	96658271.46359013
-4509.803921568628	1320491833.5156279	267463984.74194053	128163535.64425607
-4313.725490196079	1416319743.8857565	295960299.31754476	94965214.93739383
-4117.64705882353	1609638018.397076	304259637.7848106	105274500.24663468
-3921.5686274509803	1738320953.8491006	300576782.8416375	90012746.58881323
-3725.490196078431	1930077567.384382	370354112.43097734	76731476.85864958
-3529.411764705882	2323964824.580273	410910849.3511573	110809905.87574881
-3333.333333333333	2654770918.199124	443260272.8671379	134159860.9722097
-3137.254901960784	3177416438.889879	585757956.1665487	147211514.91700128
-2941.176470588235	3810526427.984043	689689205.6660894	168157192.5094496
-2745.098039215686	4574154549.759506	1019134141.2860262	209490381.59213877
-2549.0196078431372	5679986601.886624	1407537996.1389284	268660188.6454461
-2352.9411764705883	6986365468.167014	1889071263.2144172	354123987.61984456
-2156.862745098039	8692603003.24721	2915819322.9579706	497421754.9308946
-1960.78431372549	10695820551.961527	4256853818.169263	751889605.0056952
-1764.705882352941	13727804864.294502	6466890688.630727	1133200368.8755543
-1568.627450980392	16699634777.579842	9630584218.693823	2213464112.331168
-1372.5490196078429	20689580502.160355	14408569302.453976	3899102695.5580835
-1176.4705882352937	25405796511.473858	21385031441.075924	7450184687.684414
-980.3921568627447	30611285163.3757	30952536235.381313	14390982172.281069
-784.3137254901958	35676758382.96999	43429872220.9261	26888361902.707806
-588.2352941176468	41291902940.01018	57791871425.097626	48542970956.627655
-392.1568627450979	46038071533.02244	72254129951.37448	86296792248.5459
-196.07843137254895	50418400799.17742	83100224050.042	127412731172.68219
0.0	52343507762.445435	88548279627.76404	150475864484.59302
196.0784313725494	52218068586.954445	85290653825.05629	128129886863.91003
392.1568627450988	49958483546.44357	74632331252.17834	83733120715.46057
588.2352941176478	46595710415.667725	60539766381.99022	46065893556.27455
784.3137254901967	41117707938.99323	45707013590.78671	23824591476.132034
980.3921568627457	35605372834.25842	31904480246.773647	11155396103.43326
1176.4705882352946	29981303683.55621	20886128508.854847	5125847773.714974
1372.5490196078435	24933721296.66374	13409734718.003462	2252732585.756606
1568.6274509803925	20077195630.616524	8366793557.919053	1040767175.1692039
1764.7058823529414	16209273945.446922	5037154518.265917	521709489.60340005
1960.7843137254904	12928671602.189363	3163025903.7669787	280798634.2316902
2156.8627450980393	10313305243.625122	1855619528.661704	149393205.87719035
2352.9411764705887	8240879788.560918	1094125757.5696862	128851911.92010166
2549.019607843138	6651166702.4707	713525967.3838084	58837653.58516641
2745.098039215687	5354328392.327819	488382948.9601057	45424320.341501184
2941.176470588236	4256476548.5726724	327334488.94212925	41063942.117214486
3137.254901960785	3510084247.75998	223839079.28114924	43863606.10169134
3333.333333333334	2873330008.9878955	186965270.54923546	29707440.80633769
3529.411764705883	2447059366.7435436	147606265.6840419	33319035.858100276
3725.490196078432	2064706343.197284	115504071.62204066	29333444.25107422
3921.568627450981	1760504308.1503904	116095844.20588581	20969260.51872634
4117.64705882353	1516372857.8562653	111127818.08387727	16928458.442685608
4313.725490196079	1338540972.077239	81435893.15866311	17531994.649147693
4509.803921568628	1162666854.2111914	96052889.80293718	11240280.95408642
4705.882352941177	1056257365.199273	67672946.09387717	12100296.349855382
4901.9607843137255	917174516.4693635	69968948.33267261	7503211.189194407
