Y Upper Quartile	Y Lower Quartile	Count	Y Median	Y Std	Y Mean	X Center	X Mean
393.5219074375418	-940.0736963962299	332	-218.28875064951262	1280.471374712703	-185.9458130579248	3.6216678344652173	3.622448996263452
660.0648413426544	-725.850295935516	384	13.753638422135111	1487.5776070130746	-74.08368665359687	3.660883520739727	3.6619378312636104
1197.7548017563504	-587.5875665860094	476	81.68870801524145	1522.6855223165048	295.7941102424586	3.700099207014237	3.699586084370653
1096.7630054003582	-174.3809613270639	576	310.0353315984812	1322.2557042785202	591.8827013982126	3.7393148932887468	3.7412747532346486
816.5253176607348	-672.0213459487074	800	23.767189066997716	1566.1188848264658	42.401086849119544	3.778530579563257	3.7780426961991065
757.0312586722175	-653.6276957036691	1092	84.10337223398821	1411.7688943048017	80.22911782558846	3.8177462658377666	3.8185473976309816
985.8649606900526	-598.6443536850966	1320	79.53282777273353	1415.2983389919984	209.7164647645637	3.856961952112276	3.857090187623249
1008.0510209996455	-477.12073376577973	1732	138.1295946271921	1518.7706676756732	224.50780623391412	3.896177638386786	3.8962984236343443
978.0042881206946	-425.72942550192874	1912	175.0847350436361	1408.8550857247974	353.70944376443225	3.9353933246612955	3.9358729205841643
925.4403203334816	-391.65506161590656	2416	124.11912449842004	1315.8279238205696	280.25167739794006	3.9746090109358057	3.975098954112926
861.1521999230208	-372.3604382400148	2700	151.34996657914212	1279.0949160315317	269.64225713138376	4.013824697210316	4.013476494148132
672.2689106728194	-364.87276999237565	3784	96.79393579073866	1260.8795830653378	211.17961893192373	4.053040383484825	4.054182480999056
595.4752707551579	-351.20863356175505	4788	58.172036502183715	1104.0975335529104	167.35784416090763	4.092256069759335	4.093223030117336
588.1255657459078	-278.84088284673874	7180	98.7243813869054	1000.1102233475349	210.59450005959778	4.131471756033845	4.133410065429768
568.3097700123672	-247.74050731337138	9768	84.67961541279965	964.4782414510698	252.26549878094866	4.170687442308354	4.172311523867203
475.29467674271655	-260.92973913899186	14120	67.68490388435794	914.6668187458174	168.7510367620418	4.209903128582864	4.211224897610335
474.4840446681542	-247.27824984201266	19392	61.932847954323734	860.7407616942426	184.62481703177545	4.249118814857374	4.2503432755109385
462.3507174528677	-225.15678918727644	26356	71.88941497559972	825.9572098690012	193.65208505301956	4.288334501131884	4.289283393703625
458.68352334456904	-201.22047802714133	30968	76.10606341608946	819.1090289270282	199.74761875105088	4.327550187406394	4.328096866810776
425.62527043653154	-203.4134126913632	35124	75.97544397616548	782.8765475078848	201.9304522223774	4.366765873680904	4.367043815566791
394.39778312778765	-190.145874023312	36916	66.67151729597117	754.7665883572458	189.0646492219757	4.405981559955413	4.406177864955262
374.73653952194036	-176.46515959869885	39704	63.512064832403865	727.2381976395347	187.31707387561363	4.445197246229924	4.445460121907028
356.8919359671945	-170.39073414192958	40252	57.53648506552025	724.7397103544477	183.84168191580144	4.4844129325044335	4.484491604819519
334.78122494402305	-162.34215032932389	41240	54.717368014423755	719.2640627871665	172.21150804245022	4.523628618778943	4.523389783557269
316.73863489690234	-160.9113020495888	40348	50.684988063503624	699.3119490968709	171.48978172939604	4.562844305053453	4.5629508499178835
291.7550334881862	-157.89560704657492	40368	45.818611038198185	682.6011543299022	154.14621355303538	4.6020599913279625	4.60216585624338
257.9096614321079	-149.85999597846057	39016	39.982572649223584	652.3274480870928	134.42150150454347	4.641275677602472	4.641122485343134
250.45638998692357	-149.7560680183842	34512	35.837736718320684	615.0328812928525	130.54735231824068	4.680491363876982	4.680138046977741
230.48052746507528	-145.02334013715517	30820	23.339356766442506	571.0098481173167	107.98449372688361	4.7197070501514915	4.719601624240462
188.9577837768568	-148.8660347402938	32832	11.422544122700401	559.1429436246644	75.173724435771	4.758922736426001	4.759141209470643
176.97103605123357	-138.27518427065206	38684	9.27019106593616	534.8258841834627	67.54977435322984	4.798138422700512	4.798583285037559
161.15934407165014	-130.490239829988	41184	10.137464341293708	507.14450544590323	66.19258826145172	4.837354108975021	4.837426377074287
146.23078203979458	-129.05232389065395	45456	4.886992533425655	465.02621667727925	55.4674396476252	4.876569795249531	4.87718312129892
133.63968575081253	-127.31448557204021	53064	1.1713851393251389	437.1460732321276	30.93361344017753	4.915785481524041	4.915984973977726
127.64430913724709	-118.13421867112174	54144	1.5994175255004848	443.67577323028274	29.627092307215	4.955001167798551	4.954870945495043
112.51727563072745	-116.23666482014869	52964	-4.917277345664843	374.06327411530276	14.4382700790997	4.994216854073061	4.994435324146191
104.74251446931294	-108.87272676150747	61248	-2.9206178738108974	346.57916988082764	6.437323246351197	5.033432540347571	5.033972612521664
94.56922788792235	-105.64876913962325	62624	-4.5954876473019795	354.6084502850253	-2.017469777079799	5.07264822662208	5.072576167478256
91.08367279027152	-99.79702876650936	56796	-3.8669712777737004	316.43803595687456	-5.115959113404685	5.11186391289659	5.1117392471280905
86.12024762339024	-96.93917056579357	54328	-4.9694982284399885	322.2233780916492	-8.025496694326648	5.1510795991711	5.151169860958389
86.45959758457911	-88.16190226082381	49488	0.05050471597678552	334.4593640646316	-7.8853627499210255	5.190295285445609	5.189777924878818
81.46919274752872	-88.32208428793456	41596	-3.620329702039271	353.6794051801815	-6.5418762697404365	5.229510971720119	5.228893344762256
81.95088334164211	-86.28179040188115	33364	-0.03878923953197955	338.72717760962735	-12.812399829027576	5.268726657994629	5.267794205460662
85.18746208382618	-85.62303657483062	22776	1.2961672793667276	338.00088017786436	-10.148893551313263	5.307942344269139	5.306657763962738
83.68506271449223	-85.27582472269205	16168	-0.5458111779453247	339.3695910161338	-4.964806582018547	5.347158030543649	5.346621105308361
76.22635180305906	-88.11091859998442	13440	-4.344001184799708	306.26728149257866	-12.642269684610174	5.3863737168181585	5.385724146944151
75.84552485874883	-81.75221593908464	9800	1.6957957192180402	318.35195647568673	-19.30297054993847	5.425589403092668	5.4243016367861845
79.89533331326129	-68.59233352574665	5468	2.1575746469134174	281.4940474238945	3.1771153359162843	5.464805089367179	5.463314590840991
68.3227956483679	-77.85052414207212	2400	-3.153971059068681	427.0522756541477	-24.189656705549098	5.504020775641688	5.500704897794106
99.55645106323982	-55.730354901941155	688	7.992213366117539	291.9902724683286	32.11079759333322	5.543236461916198	5.539326354986377
112.08000641211765	-101.01696063801819	272	5.666368333624632	249.34304721961394	-22.143131289729308	5.582452148190708	5.58092300782951
