Y Lower Quartile	X Center	Y Mean	Count	X Mean	Y Median	Y Upper Quartile	Y Std
nan	3.6216678344652173	nan	0	nan	nan	nan	nan
nan	3.660883520739727	nan	0	nan	nan	nan	nan
nan	3.700099207014237	nan	0	nan	nan	nan	nan
nan	3.7393148932887468	nan	0	nan	nan	nan	nan
nan	3.778530579563257	nan	0	nan	nan	nan	nan
7673.087389876703	3.8177462658377666	7721.082744389059	32768	3.820230709606151	7721.082744389058	7769.078098901413	47.99535451235488
nan	3.856961952112276	nan	0	nan	nan	nan	nan
nan	3.896177638386786	nan	0	nan	nan	nan	nan
7820.422372020791	3.9353933246612955	7820.422372020793	16384	3.9397570822724783	7820.422372020791	7820.422372020791	1.8189894035458565e-12
7927.439531830088	3.9746090109358057	7927.439531830085	16384	3.9606237202629724	7927.439531830088	7927.439531830088	2.7284841053187847e-12
7937.324958306297	4.013824697210316	7937.3249583063	16384	4.020454270582322	7937.324958306297	7937.324958306297	2.7284841053187847e-12
7992.928527588516	4.053040383484825	7992.928527588519	16384	4.05745339977021	7992.928527588516	7992.928527588516	2.7284841053187847e-12
7979.800004837585	4.092256069759335	8016.976863085683	65536	4.100818807401481	8007.91119852688	8045.088056774981	59.76920912421416
7959.550555510265	4.131471756033845	7959.550555510268	16384	4.144758833506651	7959.550555510265	7959.550555510265	2.7284841053187847e-12
7961.1242282253825	4.170687442308354	7961.124228225382	16384	4.169342906179678	7961.1242282253825	7961.1242282253825	9.094947017729282e-13
7962.96980706508	4.209903128582864	8023.784549772119	81920	4.2134738604863795	7995.15294821884	8084.536657699564	72.50620569671803
7863.130993690008	4.249118814857374	7990.51253483772	131072	4.252251820578124	8025.598703206455	8133.200091458736	189.06504904447254
7928.370172613776	4.288334501131884	7906.911154843976	81920	4.290072778129933	7938.001848936385	7943.872731522272	64.64936341573548
7796.537598255068	4.327550187406394	7951.697495962372	147456	4.331524132117372	8017.502516617014	8051.414312605186	128.8160409155433
7810.321198109109	4.366765873680904	7997.705303034241	81920	4.363807834056665	8097.0676826930185	8134.29413497027	170.63461219444184
7929.518884872694	4.405981559955413	8054.33580326962	131072	4.395844066071306	8029.006702393999	8192.551727912049	151.81220857649262
7925.297459351265	4.445197246229924	7969.999732202499	131072	4.4491384455540395	7970.00608321473	8015.256725050442	83.88504874289971
7944.434719345763	4.4844129325044335	8057.622140856747	147456	4.481410497860123	8067.598069948551	8178.1087334985305	138.09822637299493
8057.377386614204	4.523628618778943	8119.288617143106	114688	4.523423295693724	8129.904251584199	8173.375995040905	88.76354909763809
8017.969146460154	4.562844305053453	8127.544153036048	98304	4.5648120997723085	8148.563503060109	8231.621180886421	106.77888662964435
8003.166585659585	4.6020599913279625	8094.079940687543	163840	4.5981267216386135	8091.357315629408	8183.532079042037	114.804815480531
8221.228481012673	4.641275677602472	8276.128228439922	49152	4.6384972517223035	8242.57518413172	8364.581020175374	63.14978336125191
8135.241820370724	4.680491363876982	8196.820669907947	32768	4.684868019343149	8196.820669907951	8258.399519445178	61.57884953722714
8159.5622432105865	4.7197070501514915	8180.118352960916	98304	4.717336127862876	8207.655144094011	8229.647210959954	77.52632810676907
8151.098443597295	4.758922736426001	8204.366260421657	114688	4.764784795401913	8203.930958057847	8298.881514195671	75.61487197565057
8155.617392797849	4.798138422700512	8220.68525739428	98304	4.795371472305685	8216.888845638234	8240.33047234052	66.0979289702715
8257.201831053768	4.837354108975021	8269.190408840319	65536	4.826534608975092	8267.133361588356	8279.121939374905	17.374877493271796
8255.532906464041	4.876569795249531	8293.251216140416	65536	4.8750957422001795	8292.513724250788	8330.232033927166	45.373734427605314
8276.069431128657	4.915785481524041	8339.89527057987	65536	4.911809738108663	8324.706558863807	8388.532398315017	70.99968347404595
8247.98351100442	4.955001167798551	8316.952974278887	65536	4.952814780130055	8361.160983567494	8430.130446841958	141.76905798529273
nan	4.994216854073061	nan	0	nan	nan	nan	nan
8228.654937050947	5.033432540347571	8308.445053840336	180224	5.028389592950527	8331.382331761115	8420.287811801058	127.06789659614839
8137.13553870289	5.07264822662208	8258.70713145795	49152	5.073330690258179	8187.108540235343	8451.877315435613	138.10712075297258
8226.85255482319	5.11186391289659	8290.45412630668	98304	5.121299492923865	8287.404129021917	8359.787290460567	137.2586335757028
8311.245828095452	5.1510795991711	8397.528236541333	81920	5.155385124252493	8377.21182958623	8422.056391177937	118.98078693555371
8378.951998512972	5.190295285445609	8386.34169138128	65536	5.200661638823158	8387.930784512251	8395.320477380557	20.810693932490178
8423.704837986043	5.229510971720119	8473.391055624024	32768	5.226698332704171	8473.391055624024	8523.077273262006	49.68621763798183
8768.013527518144	5.268726657994629	8768.013527518142	16384	5.281118839245765	8768.013527518144	8768.013527518144	1.8189894035458565e-12
8350.66652274651	5.307942344269139	8476.515522143127	32768	5.305663453761773	8476.515522143125	8602.364521539741	125.84899939661591
nan	5.347158030543649	nan	0	nan	nan	nan	nan
8562.34388475141	5.3863737168181585	8594.667874830433	32768	5.400252186648991	8594.667874830433	8626.991864909458	32.32399007902404
nan	5.425589403092668	nan	0	nan	nan	nan	nan
nan	5.464805089367179	nan	0	nan	nan	nan	nan
nan	5.504020775641688	nan	0	nan	nan	nan	nan
nan	5.543236461916198	nan	0	nan	nan	nan	nan
nan	5.582452148190708	nan	0	nan	nan	nan	nan
