[S III] Delta T	T1	T2	T3
-4901.9607843137255	243612752.41621837	103111814.1115187	46701759.1533095
-4705.882352941177	203782799.4649259	34139628.56922163	64781285.54220355
-4509.803921568628	147119123.14787793	98677798.67445256	44694230.4624217
-4313.725490196079	84770624.04712804	26955687.734203532	66108753.34022859
-4117.64705882353	106147945.93646719	23866829.20512425	0.0
-3921.5686274509803	78688549.27845968	0.0	0.0
-3725.490196078431	63026008.925030425	22403825.22201598	0.0
-3529.411764705882	45571146.11628576	0.0	0.0
-3333.333333333333	54155450.10218101	0.0	0.0
-3137.254901960784	38313875.679687835	0.0	0.0
-2941.176470588235	33298393.369051542	27924835.7334892	0.0
-2745.098039215686	79610096.88182679	35305355.681888826	0.0
-2549.0196078431372	51258079.081878304	0.0	0.0
-2352.9411764705883	82580912.08311732	0.0	39399407.144476905
-2156.862745098039	213919321.01331532	0.0	0.0
-1960.78431372549	107472448.17072494	22340738.480316393	0.0
-1764.705882352941	186658266.570185	0.0	0.0
-1568.627450980392	138455289.7356624	83868201.89089249	0.0
-1372.5490196078429	222121636.35378826	93433432.4005908	84725861.47864649
-1176.4705882352937	175324005.9086432	73639759.71328503	81543851.4068884
-980.3921568627447	398449972.94809425	23954259.640414175	36967356.66292184
-784.3137254901958	1442741800.2258365	124160653.49217254	247789182.6795381
-588.2352941176468	4131616840.450077	723883825.8108003	756173925.331462
-392.1568627450979	16242448530.92207	2327839761.9776936	2766790163.2374196
-196.07843137254895	120943844899.96138	69099517532.53694	52415093782.1952
0.0	369650740475.86884	560618684858.9697	573257865625.533
196.0784313725494	108831454508.08672	55733039295.05506	40042849750.22791
392.1568627450988	15921642072.537012	1223521170.2773852	909508563.8596021
588.2352941176478	7787078285.757075	601269461.9111953	256869370.79549187
784.3137254901967	5119860324.870169	172344604.58077082	48459402.60265888
980.3921568627457	4476646661.754813	204264496.22598138	38712694.872253455
1176.4705882352946	3891340303.8973227	133950751.10371152	54292469.86549124
1372.5490196078435	3048476496.7288485	158281325.6983683	0.0
1568.6274509803925	2550885032.8927126	22559957.55562698	0.0
1764.7058823529414	1591268769.9061794	0.0	0.0
1960.7843137254904	1066879643.8700584	0.0	0.0
2156.8627450980393	593498575.4341588	0.0	45004953.968189634
2352.9411764705887	341069558.93655026	0.0	0.0
2549.019607843138	226300944.94136757	0.0	0.0
2745.098039215687	184947724.9749792	0.0	0.0
2941.176470588236	119054642.1833146	22018827.997320376	111892049.41217314
3137.254901960785	87312873.40730925	0.0	0.0
3333.333333333334	97932974.62736522	0.0	0.0
3529.411764705883	19057275.95196326	0.0	0.0
3725.490196078432	31294635.18721273	0.0	0.0
3921.568627450981	19819499.21366892	0.0	0.0
4117.64705882353	87336970.82437919	0.0	0.0
4313.725490196079	26956128.744974066	0.0	44646803.57296503
4509.803921568628	33512667.712388292	0.0	0.0
4705.882352941177	77279532.03162344	30238536.41160619	0.0
4901.9607843137255	95234647.77606572	0.0	0.0
