Count	Y Mean	Y Std	Y Median	X Center	Y Upper Quartile	X Mean	Y Lower Quartile
1112	-145.84446459428392	2055.2913004516035	-105.49556832923099	3.6216678344652173	1277.1212541453824	3.6224718952559374	-1589.4399874344708
1572	91.99150016009474	2292.997884316865	145.79362941425643	3.660883520739727	1712.082104512583	3.6626609735600653	-1457.4288297251915
1836	81.36190303914343	2128.17946274302	134.3171067645526	3.700099207014237	1505.7790670301074	3.7003875094660295	-1396.646723824655
2812	232.10195450149726	2140.474050865534	294.58880247755224	3.7393148932887468	1835.1711622421917	3.740716499579906	-1401.853925492118
3532	85.09287349424508	2220.4103901461135	90.61841440704757	3.778530579563257	1708.9656880648636	3.7793211377917744	-1453.5252344427408
4136	166.3219032608342	2190.0087676195335	255.0984803258425	3.8177462658377666	1723.8695665459181	3.818829122412063	-1317.4895851554284
5440	293.6496308659475	2161.320089081248	363.51228801887737	3.856961952112276	1778.3343731251503	3.857455839035908	-1126.3459805679304
7084	283.40622011811206	2034.2508707630284	320.1555164013389	3.896177638386786	1648.5457189234476	3.896819643334834	-1115.6706036087016
8520	142.94544258433703	2014.0345676440932	213.13276841770494	3.9353933246612955	1499.833683090329	3.935954197822933	-1166.958131841846
9984	147.51317548644803	2005.1144641468022	225.81082101076026	3.9746090109358057	1502.1720287348953	3.9752612894717414	-1156.0487851956555
12172	232.3300403394756	1898.6898348436825	230.61830873890995	4.013824697210316	1495.3843458083575	4.014521582980314	-1002.012205596995
14536	149.43218342808373	1825.942601652799	138.44470789946809	4.053040383484825	1272.650262577603	4.05363782820708	-1023.4023898581727
19268	120.10589573068349	1706.1790463578086	112.26445377242635	4.092256069759335	1139.813675437501	4.093015313553034	-900.4796228503001
25272	114.67788927977978	1558.0772920213951	111.48606974246923	4.131471756033845	1045.4354770247537	4.132589674201975	-821.3099050753208
35456	89.8676274764567	1453.584396857175	90.72024832555235	4.170687442308354	899.3744345118089	4.171870019974976	-704.5642501307414
48684	64.37067892485366	1354.8108967990586	79.13420764647617	4.209903128582864	819.0657906187398	4.211119572923867	-678.697330831299
66264	33.84733099549101	1281.1057401831367	49.28252016374336	4.249118814857374	737.670360812197	4.249949961161003	-637.4993043297472
84380	31.62570602493293	1196.3510758122789	54.736601573855296	4.288334501131884	679.1010263065618	4.2889383410980635	-595.1092756258349
96904	16.867586206938476	1137.2486872634886	58.71737186488008	4.327550187406394	639.0539951346136	4.327917649211768	-555.324932806041
104868	0.11534070936560799	1079.4252983571685	25.721240536964615	4.366765873680904	579.6983283187274	4.366974842598611	-543.3077869965082
108136	1.9239190436266023	1031.0539686079442	30.44639560554424	4.405981559955413	549.7511326097301	4.406094043068933	-499.8463244542354
109884	-15.267555981318866	972.6680100279768	12.231011740701433	4.445197246229924	498.514382244437	4.445286751247538	-484.4486161540599
108712	-16.65993047978665	920.6627976182796	17.447591598726376	4.4844129325044335	466.8028042719079	4.484329635905738	-451.7569081655165
105512	-13.944618045978693	872.0118640907177	17.230451381666626	4.523628618778943	447.17451792478823	4.523624548239584	-429.3375464351393
102680	-15.706250990462157	840.216437257436	14.618937059671225	4.562844305053453	423.24600741561517	4.562783774539832	-422.84128291934394
96016	-24.262936284631415	804.0561801779903	-4.556070903747241	4.6020599913279625	404.0155229607369	4.601826479008992	-416.06373140642563
88508	-10.203336477852405	754.4088842554811	8.870332534546833	4.641275677602472	392.50962774708205	4.640861777257197	-379.94721236281293
74128	-8.866524706397621	725.2152212213227	5.771159539043765	4.680491363876982	376.5233453077749	4.6798459922846725	-364.7620253911282
63160	-20.60333882882816	651.2799084443753	2.5775948457398954	4.7197070501514915	335.7797399607598	4.719354780951735	-353.9185927847211
61400	-18.008039493515724	593.4966995704171	-3.218778366220249	4.758922736426001	310.54083136142617	4.759061057589205	-320.74878279774475
67144	-6.685009710321183	516.3502294101957	2.013249926483695	4.798138422700512	293.83232942085306	4.798366819190318	-292.3353937283482
68200	-13.977064265239397	486.559359196344	0.04510724576994107	4.837354108975021	278.9303540770961	4.837250887499177	-288.28796374061676
69448	-10.554607065347803	452.59039228905425	-2.6640221819552607	4.876569795249531	256.4040017345433	4.877034145455777	-264.8552570692609
75616	-5.878090885734536	435.66936411717717	2.395508730693109	4.915785481524041	246.51394866357214	4.9158010879791085	-253.93497247640562
75376	-10.761524400264289	427.3253441312007	-4.004922931974761	4.955001167798551	235.41933229675942	4.954745498035713	-248.8170009674891
70284	-7.188813311615866	427.63938674963117	2.008238133328632	4.994216854073061	239.81925700786087	4.994271966725413	-243.16108874697966
76380	-8.01151102135068	416.95045162085216	-3.823625079343401	5.033432540347571	230.01092015760696	5.033748555822071	-237.6943848138908
74956	-8.289111235903427	392.02576567358176	-1.2451786414821981	5.07264822662208	219.19601626270742	5.072335159666106	-225.94934387249486
66132	-7.111099125490448	376.49135417972644	1.1759958306683984	5.11186391289659	209.41231013627294	5.1115132026434065	-213.32676319763596
62116	-4.375848895424701	363.1722440857717	1.5082238638096896	5.1510795991711	199.52723002982748	5.150881516645812	-200.8942997742215
54956	-5.904768262261488	347.2644594669636	-1.5619812805234687	5.190295285445609	182.97398694645926	5.1896968519388285	-190.5280515086597
45580	-11.10902247403537	334.1268938014156	-6.011386637326723	5.229510971720119	176.5494015507811	5.228953049023679	-193.86490084398247
36300	-3.0630266550386063	328.97343303686006	-3.338826141127356	5.268726657994629	174.20327629397616	5.267850317966572	-177.96945041973413
24304	-8.434811105483035	314.5931344495772	-4.749575005337647	5.307942344269139	156.7185623876253	5.306615145746753	-171.37555293518926
17244	-4.201347838630597	292.81539249840716	-7.731466642722808	5.347158030543649	151.50207742308157	5.346468916090921	-164.44402888976765
14516	-12.408045167179328	312.7734557515924	-12.049192816821233	5.3863737168181585	153.2021005758288	5.385479088954631	-175.76606046198503
10384	-24.266391090616274	299.848753502585	-22.019690561815878	5.425589403092668	145.68726969306044	5.424198265333738	-179.41732896984422
5556	-7.224533525431806	292.55397078307084	-11.642483316683865	5.464805089367179	144.898190702801	5.462883295070263	-171.87169301409085
2760	-19.046850433981607	305.2196534158428	0.2603735566899559	5.504020775641688	135.31615805174079	5.500504467096594	-147.9107510926333
752	-14.492811565737476	397.4671707481363	4.142375598960825	5.543236461916198	144.39250752846192	5.539642837860006	-141.41883617400708
360	-62.83395279196369	540.7413899148733	-31.21750305409114	5.582452148190708	118.55058567327615	5.581358634534068	-227.05460980089447
