log10[ N([S II]) ]	T1	T2	T3
2.0294117647058822	0.0	0.0	0.0
2.0882352941176467	0.0	0.0	0.0
2.1470588235294117	0.0	0.0	0.0
2.2058823529411766	0.0	0.0	0.0
2.264705882352941	0.0	0.0	0.0
2.3235294117647056	0.0	0.0	0.0
2.3823529411764706	0.0	0.0	0.0
2.4411764705882355	0.0	0.0	0.0
2.5	0.0	0.0	0.0
2.5588235294117645	0.0	0.0	0.0
2.6176470588235294	0.0	0.0	0.0
2.6764705882352944	0.0	0.0	0.0
2.735294117647059	0.0	0.0	0.0
2.7941176470588234	0.0	0.0	0.0
2.852941176470588	0.0	0.0	0.0
2.9117647058823533	0.0	0.0	0.0
2.9705882352941178	0.0	0.0	0.0
3.0294117647058822	0.0	771728.875	0.0
3.0882352941176467	2562711.78125	1569396.65625	0.0
3.147058823529412	10467467.5390625	7124720.21875	0.0
3.2058823529411766	55480681.4765625	28921887.6953125	0.0
3.264705882352941	189057521.328125	91645289.7265625	0.0
3.3235294117647056	381381006.82421875	174059516.3515625	0.0
3.3823529411764706	597098575.9023438	236328372.109375	0.0
3.4411764705882355	764981868.8710938	265779001.953125	0.0
3.5	798540189.5664062	372340451.2890625	0.0
3.5588235294117645	620633051.6328125	471239788.265625	2695634.65625
3.617647058823529	375551961.1328125	571875948.640625	20941149.0625
3.6764705882352944	199860183.5234375	592794569.6171875	120261384.0
3.735294117647059	83042609.765625	501583995.4375	239718487.8046875
3.7941176470588234	29955795.1015625	421065769.4453125	499391761.265625
3.852941176470588	9469088.8046875	266607995.28125	542869930.65625
3.9117647058823533	2879191.0	144222388.109375	698177174.953125
3.9705882352941178	1420867.25	57430637.25	662467484.4375
4.029411764705882	1308043.21875	32180527.96875	507537605.375
4.088235294117647	0.0	5481828.84375	339075369.4375
4.147058823529411	0.0	5446046.3125	211808802.625
4.205882352941176	0.0	1024800.46875	134756144.90625
4.264705882352941	0.0	0.0	76705178.671875
4.3235294117647065	0.0	0.0	27775044.125
4.382352941176471	0.0	0.0	16521058.1875
4.4411764705882355	0.0	0.0	11212046.4375
4.5	0.0	0.0	8220661.6875
4.5588235294117645	0.0	0.0	3715882.25
4.617647058823529	588217.59375	0.0	0.0
4.6764705882352935	0.0	0.0	0.0
4.735294117647059	0.0	0.0	0.0
4.794117647058823	0.0	0.0	0.0
4.852941176470589	0.0	0.0	0.0
4.911764705882353	0.0	0.0	0.0
4.970588235294118	0.0	0.0	0.0
