[N II] Delta T	T1	T2	T3
-4901.9607843137255	0.0	0.0	0.0
-4705.882352941177	0.0	0.0	0.0
-4509.803921568628	0.0	0.0	23752861.509476397
-4313.725490196079	0.0	0.0	0.0
-4117.64705882353	0.0	0.0	0.0
-3921.5686274509803	0.0	0.0	0.0
-3725.490196078431	0.0	0.0	0.0
-3529.411764705882	0.0	0.0	0.0
-3333.333333333333	0.0	0.0	0.0
-3137.254901960784	0.0	0.0	0.0
-2941.176470588235	0.0	0.0	0.0
-2745.098039215686	4107467.72233897	0.0	0.0
-2549.0196078431372	0.0	0.0	0.0
-2352.9411764705883	6724577.663305124	0.0	19463845.646847565
-2156.862745098039	0.0	0.0	0.0
-1960.78431372549	4130673.621446416	0.0	0.0
-1764.705882352941	5354380.3657364715	0.0	31835223.093096316
-1568.627450980392	26816615.543131776	0.0	97418535.11403027
-1372.5490196078429	64574786.99842999	0.0	54294265.74422291
-1176.4705882352937	166399996.9889661	0.0	57152329.572342314
-980.3921568627447	403619809.15192944	6972058.326064276	69907140.25861345
-784.3137254901958	1153391003.3476634	170897128.31151924	338797973.02334446
-588.2352941176468	2420862914.883423	907526369.2176747	659561047.9094913
-392.1568627450979	4659977868.237916	3365757278.8891993	2620745882.0757933
-196.07843137254895	6768760408.786666	9238812025.245413	8915459269.746202
0.0	7882474169.476725	13234079813.213121	14130623205.793646
196.0784313725494	7259497537.532945	9113200614.306314	9123045594.375437
392.1568627450988	4378705364.555827	3167123586.147444	2103342967.0863168
588.2352941176478	2305426045.231846	767124651.7238076	582161940.5052859
784.3137254901967	967470363.7783189	171147598.64313513	104434341.2165322
980.3921568627457	345164684.75685143	9248134.931458432	42799805.74086102
1176.4705882352946	92189396.96837166	0.0	0.0
1372.5490196078435	33951825.52862204	0.0	0.0
1568.6274509803925	19317161.09678131	0.0	0.0
1764.7058823529414	0.0	0.0	0.0
1960.7843137254904	3080392.2796719307	0.0	0.0
2156.8627450980393	3074396.770778624	0.0	0.0
2352.9411764705887	0.0	0.0	0.0
2549.019607843138	3683825.205400942	0.0	0.0
2745.098039215687	0.0	0.0	0.0
2941.176470588236	0.0	0.0	0.0
3137.254901960785	0.0	0.0	0.0
3333.333333333334	0.0	0.0	0.0
3529.411764705883	0.0	0.0	0.0
3725.490196078432	0.0	0.0	0.0
3921.568627450981	0.0	0.0	0.0
4117.64705882353	0.0	0.0	0.0
4313.725490196079	0.0	0.0	0.0
4509.803921568628	0.0	0.0	0.0
4705.882352941177	0.0	0.0	0.0
4901.9607843137255	0.0	0.0	0.0
