[Cl III] log10 (N' / N)	T1	T2	T3
-1.4705882352941178	0.0	0.0	0.0
-1.4117647058823528	1042341.3898510447	0.0	0.0
-1.3529411764705883	441552.6413426704	0.0	0.0
-1.2941176470588234	1532589.880903994	0.0	0.0
-1.2352941176470589	1115658.5223091573	0.0	0.0
-1.176470588235294	0.0	0.0	0.0
-1.1176470588235294	0.0	0.0	0.0
-1.0588235294117647	1664716.7156344117	0.0	0.0
-1.0	5608978.220987516	0.0	0.0
-0.9411764705882353	0.0	0.0	0.0
-0.8823529411764706	5950444.729244407	2273253.164441504	0.0
-0.8235294117647058	8351832.211066076	121550.13762672516	0.0
-0.7647058823529412	4695155.161690423	1866655.2486738444	0.0
-0.7058823529411765	2743775.293371907	1892078.054769338	0.0
-0.6470588235294118	6563009.44048685	4230003.101374883	0.0
-0.5882352941176471	12606181.414282653	0.0	0.0
-0.5294117647058824	8757758.552784314	8000371.917918837	0.0
-0.47058823529411764	10834905.632302938	5064855.363000727	0.0
-0.4117647058823529	31224994.432840273	2459054.1091408962	0.0
-0.3529411764705882	44299633.02010836	29341348.938596867	3023897.548941023
-0.2941176470588235	82095310.60552981	37816685.43317642	11048261.23533038
-0.23529411764705876	113699176.43893364	99377156.63551444	60706527.411814205
-0.17647058823529405	174259664.32525012	142786678.22967806	105215747.34663853
-0.11764705882352944	246092270.36785257	288202898.07203615	350713233.05168146
-0.05882352941176483	315260012.1744267	419191523.6905229	459161316.4019491
-1.1102230246251565e-16	304917113.6096686	387641463.93391776	478086395.57880384
0.05882352941176461	267553045.99598694	368422376.23613364	400116249.6617236
0.11764705882352933	256781302.07200196	298481924.48434955	272675046.0955777
0.17647058823529405	180565408.33808416	189057328.57369816	132460062.28143314
0.23529411764705876	143832741.44002658	115147843.01762213	87551886.57133041
0.2941176470588235	87768948.83546455	56925329.97273619	34258372.435887136
0.3529411764705882	43876035.75672701	19906926.51606032	12391386.302425032
0.4117647058823529	13289548.9230106	11955673.527075438	14038375.604039907
0.47058823529411764	18137705.73583146	4364060.975013864	0.0
0.5294117647058822	8064189.060901099	2812849.211955353	0.0
0.588235294117647	8941411.69075316	0.0	3775443.83876349
0.6470588235294117	2653315.62530286	0.0	2680722.5499311616
0.7058823529411764	2956559.1016943445	2807131.4726680913	0.0
0.7647058823529411	1438136.194868521	0.0	0.0
0.8235294117647058	2704075.348748778	0.0	0.0
0.8823529411764706	0.0	0.0	0.0
0.9411764705882353	4570672.078491394	0.0	0.0
1.0	1684584.881794911	0.0	0.0
1.0588235294117647	908104.7895855876	0.0	0.0
1.1176470588235294	0.0	0.0	0.0
1.1764705882352942	0.0	0.0	0.0
1.2352941176470589	0.0	0.0	0.0
1.2941176470588234	0.0	0.0	0.0
1.352941176470588	0.0	0.0	0.0
1.4117647058823528	0.0	0.0	0.0
1.4705882352941175	0.0	0.0	0.0
