[S III] Delta T	T1	T2	T3
-4901.9607843137255	33460799.794303745	44870412.56505968	41497379.23673317
-4705.882352941177	4245958.437041861	22251176.814782795	12115009.381701265
-4509.803921568628	27051017.630009215	0.0	13717169.895468364
-4313.725490196079	0.0	7773956.955004349	18411252.652851515
-4117.64705882353	3670967.9854920264	10263775.568550808	28921176.920293316
-3921.5686274509803	9981807.871963223	0.0	19236437.358608738
-3725.490196078431	5815722.313185016	0.0	0.0
-3529.411764705882	0.0	0.0	12595452.741850672
-3333.333333333333	20587572.17324109	9541095.861406188	0.0
-3137.254901960784	10579548.953880506	16221379.183080385	14043604.644954808
-2941.176470588235	0.0	7036807.567499183	0.0
-2745.098039215686	0.0	8278569.405122505	11514451.664870214
-2549.0196078431372	14843763.238903936	6731646.126934699	12410759.259291094
-2352.9411764705883	0.0	21678646.164207168	0.0
-2156.862745098039	10426512.992683714	0.0	7453471.255289701
-1960.78431372549	5285109.907460311	6877059.92190725	60023098.71558999
-1764.705882352941	7923010.048885318	25060869.68547974	58697492.59623833
-1568.627450980392	8253142.55512228	10132226.56617383	11993961.624670628
-1372.5490196078429	5436900.486881319	0.0	16740359.54827004
-1176.4705882352937	7793872.711413368	6452611.349206578	49745766.22188792
-980.3921568627447	17171358.321662873	23812240.357231326	45683735.15848549
-784.3137254901958	109771380.26705556	130811813.0224152	163598857.5169686
-588.2352941176468	291959694.15069455	277591051.8427817	359742899.20534855
-392.1568627450979	1509770578.5617352	1129698701.352395	942758615.8619174
-196.07843137254895	6534670093.270037	6182510710.483761	5497306354.58475
0.0	12937780737.066673	15758862770.927757	15782519067.732838
196.0784313725494	6393747314.053966	6102224619.740518	5648233493.219861
392.1568627450988	1146941056.2210798	708098980.6035086	829231671.8455673
588.2352941176478	292920472.2141996	155801528.60690218	85013395.47457789
784.3137254901967	152885259.91969097	100216390.90921916	88517086.40406278
980.3921568627457	98014753.7099098	41563405.74143016	13191124.959393237
1176.4705882352946	83179590.4628084	37792057.39302973	14432473.653700158
1372.5490196078435	78617259.40392826	0.0	26770492.566499416
1568.6274509803925	71980376.3980553	9941861.992963187	12271243.62948754
1764.7058823529414	60943952.33144958	22166855.31584494	25120606.576114897
1960.7843137254904	36953034.65706153	0.0	0.0
2156.8627450980393	18286802.24433539	21948979.708214648	0.0
2352.9411764705887	14949916.757731065	6905504.6050148485	0.0
2549.019607843138	0.0	16423996.871672295	0.0
2745.098039215687	5740391.888580361	13246295.825451683	16642588.329466486
2941.176470588236	2519631.9299767683	0.0	12062555.863763927
3137.254901960785	3831356.110736583	7105083.528049435	0.0
3333.333333333334	0.0	0.0	12649443.583769817
3529.411764705883	0.0	0.0	0.0
3725.490196078432	0.0	9154901.38245245	0.0
3921.568627450981	8779994.794490281	6878642.849103817	20702250.00491878
4117.64705882353	0.0	0.0	11177976.347403824
4313.725490196079	5353488.781407386	0.0	0.0
4509.803921568628	3393815.254683182	0.0	17094166.580019496
4705.882352941177	0.0	0.0	41896100.65056396
4901.9607843137255	4488918.837881755	8814972.885981355	0.0
