[N II] Delta T	T1	T2	T3
-4901.9607843137255	1117244347.6372952	259650440.57058936	109987119.0554071
-4705.882352941177	1216514503.0065742	242259287.43914378	120342989.02625376
-4509.803921568628	1300917253.75423	244914907.9397243	78615815.18129592
-4313.725490196079	1420775469.5945847	274184700.5415088	124013353.74512514
-4117.64705882353	1593800806.485513	236535322.84109452	91949954.18122719
-3921.5686274509803	1784552650.1536164	347315255.2078253	54582851.009779945
-3725.490196078431	1947897920.041685	379953738.5829086	83154376.03069946
-3529.411764705882	2373880146.656328	381325415.30859345	98866835.01653048
-3333.333333333333	2722867359.525493	524938013.0974168	191569202.7623448
-3137.254901960784	3154565618.2110987	614664196.5839492	161584100.11376595
-2941.176470588235	3850792717.9155335	753732383.3478452	175948437.93541455
-2745.098039215686	4615895052.015573	1039376347.3888686	224372162.13713825
-2549.0196078431372	5725163204.476927	1431201380.7169437	307649183.83366895
-2352.9411764705883	7051796078.771792	2005937682.5496757	317334487.547889
-2156.862745098039	8791504610.564356	2880028613.6745176	544008024.9739615
-1960.78431372549	10827215075.107773	4345747104.12241	816585133.1005896
-1764.705882352941	13449748022.25652	6448596187.786487	1342881183.1047654
-1568.627450980392	16878328907.066616	9549690718.566998	2233511321.8365483
-1372.5490196078429	20767273003.012146	14482617308.045135	3973595059.7751107
-1176.4705882352937	25561081361.425583	21354554306.147923	7346841362.022839
-980.3921568627447	30178661532.742123	30799054416.814724	14025879762.122032
-784.3137254901958	35940876071.90756	43325309654.66204	26259749534.039894
-588.2352941176468	41636774559.18504	57672649820.499275	49355501152.87712
-392.1568627450979	46629645548.30463	72437235722.24292	85075466392.30391
-196.07843137254895	49694430686.29268	83102651732.05115	128442305015.71648
0.0	52388793153.827545	88113932937.4766	150696271127.51938
196.0784313725494	52205870411.19774	85244962582.74495	128176266589.98373
392.1568627450988	50117804608.57623	74806138909.29846	84050583509.3436
588.2352941176478	45913589354.02021	61025485980.22567	46179641872.70039
784.3137254901967	41420122354.550446	45316396894.06003	23046892701.311577
980.3921568627457	35386044797.59471	31835012119.977665	11078704923.315937
1176.4705882352946	30083218434.73729	21235079232.245857	5087098536.534751
1372.5490196078435	24792868185.08134	13392311957.749594	2381530991.4621477
1568.6274509803925	19962546423.397587	8288352168.840632	1138453663.065393
1764.7058823529414	16241445845.595354	5168700004.572602	599234506.1745883
1960.7843137254904	12945270825.585423	3038280860.748057	260845606.5878268
2156.8627450980393	10249177742.374765	1805994323.7561939	156480455.4690238
2352.9411764705887	8043513604.821691	1190297757.455681	84705103.54137552
2549.019607843138	6588538023.351521	709940253.0720695	53596592.17284459
2745.098039215687	5288923888.093152	506490027.31880426	44911359.02293838
2941.176470588236	4342057303.111751	319609232.96006423	54835920.937947065
3137.254901960785	3468790309.4257574	239113813.6825827	24074166.936332732
3333.333333333334	2840520122.569372	174195931.93369743	23530157.219787087
3529.411764705883	2497190281.1916	157855657.9051731	18373919.038170043
3725.490196078432	2057979935.708549	110201265.77875724	26886831.120198023
3921.568627450981	1778501360.2085319	96385552.91932258	9858379.297243323
4117.64705882353	1536561350.1823797	110343252.94787563	10589494.130442929
4313.725490196079	1323744947.016522	77201094.41966496	13790296.056867879
4509.803921568628	1202920204.0032818	82284303.22145121	8742748.030348364
4705.882352941177	992245258.3352624	65400013.15910064	13129750.209240323
4901.9607843137255	919254426.228451	55636834.86000157	26561703.927421458
