Y Lower Quartile	Y Upper Quartile	X Mean	Y Median	X Center	Count	Y Mean	Y Std
-598.4355027063193	723.5914907263796	4.289004637836997	68.08040116595657	4.288334501131884	82852	47.019639447010135	1209.8391610282933
-570.9345052408444	639.399940045585	4.32793663195056	31.46956324369603	4.327550187406394	98404	9.605379526851912	1145.3160554732995
-529.1729172330056	602.7367400299154	4.3669498375498845	37.68448182267184	4.366765873680904	105040	16.028760435684983	1082.3442139018111
-507.69815550843487	542.2968957913836	4.406125246739526	27.30415090027782	4.405981559955413	107572	-0.5458462581543361	1025.2702772250102
-481.7542815654924	512.2674792373855	4.4451787721983695	19.78527925346316	4.445197246229924	109656	-9.131377919578544	978.163794226732
-427.47762450426853	489.0669052636722	4.484253061679851	30.897689579293456	4.4844129325044335	109256	11.950489288224341	910.5591005387213
-426.43335617309094	440.5057291154917	4.523513171794981	13.395625458350878	4.523628618778943	105588	-12.21085304264285	869.2009954276017
-414.85547000750375	420.9230993168021	4.562688074489729	5.723793514074714	4.562844305053453	101900	-23.517619039207137	832.5068291407579
-395.31149382010153	408.3808277802418	4.6018595858190805	10.906015692653455	4.6020599913279625	96476	-10.905002808739209	801.9364358515572
-378.0718654552147	388.67557621045125	4.6408018559033755	8.087314344897095	4.641275677602472	88572	-11.31874816354381	755.8107550352235
-360.4557946886962	368.7703947248374	4.6796943348221705	6.115129946828347	4.680491363876982	73952	-8.61616726060661	709.1702166907684
-349.30308817646346	341.7537032780149	4.71924431540245	4.489858129122695	4.7197070501514915	63136	-19.03901702669303	665.6345852955416
-317.88854288688754	310.93373551251534	4.7589922126031015	-2.9352933193540593	4.758922736426001	61088	-13.009347607742395	596.6649377648224
-291.82933670137936	290.3276140211401	4.798459091044344	0.02979628924276767	4.798138422700512	67656	-10.45635018905938	522.5202169788421
-286.0889320144288	271.69345339508254	4.837266353269452	1.1311294626739254	4.837354108975021	67724	-13.884130404912707	488.74923068398357
-263.8618771698366	258.0501505195298	4.876886213426026	0.09559718112541304	4.876569795249531	69356	-8.689428334695211	453.7010686964646
-253.29443613475314	250.11132921924127	4.915889680885066	-1.3224585134421432	4.915785481524041	76096	-7.038594207253566	433.12192238147406
-249.24394698128117	237.03266923939827	4.95489034477438	-5.526659000464861	4.955001167798551	75248	-7.835374155598531	427.4122153826128
-246.0458748237047	237.44976969844902	4.994271221202059	-3.4578836184437023	4.994216854073061	70064	-6.715074877130583	426.4935444650734
-244.56350848518014	228.4460952612003	5.0337576920976055	-6.698271002090223	5.033432540347571	76304	-11.844760222523215	418.99543635417774
-230.45154140556315	221.2008354486079	5.072316583673115	-5.241775013597362	5.07264822662208	75040	-12.140677467237957	400.81700686841714
-212.3003701664129	213.7101388888691	5.111397406169578	0.30644580769876484	5.11186391289659	66288	-3.6841913073816626	380.3323359108714
-196.19655759157467	201.17516883480857	5.150968247496049	-3.4365496149275714	5.1510795991711	61964	-2.9945035308488173	354.294275539121
-194.9715203545652	180.2843685552907	5.189601034185441	-3.1614283636290565	5.190295285445609	54672	-9.53973196255918	344.58025149846986
-195.52412989219738	183.16430409579698	5.228848344293306	-3.5155280589551694	5.229510971720119	45876	-9.422739226312821	344.74797012915224
-180.9897831968865	170.30639674123813	5.2677113964524525	-0.6955368428280053	5.268726657994629	36092	-5.781243119425794	317.10664594413834
-172.21694631035461	155.91051440216324	5.306478467485735	-7.491704462390771	5.307942344269139	24720	-13.419135897720412	313.31889324281866
-164.84656409897616	152.0925233200578	5.346601503174599	-0.6764681555941934	5.347158030543649	17140	-5.588472030059094	296.25432285306107
-158.0482524791223	150.6761113815828	5.385762929728254	-1.05533225311774	5.3863737168181585	14504	-10.92194223559247	301.907343742178
-164.57050993807206	144.34813595328706	5.424500699795706	-10.22038743345911	5.425589403092668	10476	-18.22627310709504	286.40440610554714
-155.4372321152432	154.92443634025813	5.4632591058732665	-0.9511161933824042	5.464805089367179	5472	-4.2467085734642085	267.02366198872005
-147.66002773877108	138.80959574029657	5.500585786955867	10.813134418864138	5.504020775641688	2704	-7.134618384350588	367.1795838174594
-159.46546198877877	145.11536598128805	5.538423292564999	-33.1708400876978	5.543236461916198	748	-17.67256026815518	386.41804649172184
-262.1592607592356	211.88969859614917	5.581527365895796	14.583986721419024	5.582452148190708	360	-8.264840885305148	441.4292879546904
