Y Median	Y Lower Quartile	X Mean	X Center	Y Mean	Y Upper Quartile	Count	Y Std
-0.003808278208313998	-0.4267793325479188	3.6240212818725244	3.6216678344652173	0.09210776228404968	0.8432158860224273	264	0.7867988706460831
-0.10282257574323861	-0.7768611600547959	3.6624806788119573	3.660883520739727	-0.11904846286828948	0.27042593855292374	332	0.8004723859743559
-0.14730144743019571	-0.75912979720907	3.6998740996168276	3.700099207014237	-0.10365729474890077	0.4783242096619334	508	0.789027275292106
-0.08616860967411988	-0.6482868484137638	3.7391984724574936	3.7393148932887468	-0.06921958045664936	0.4571922460890843	612	0.7543596581016201
-0.06251789963413756	-0.5635055714981849	3.7788804218881986	3.778530579563257	-0.09644315400420674	0.42073413141693866	676	0.7248634182469311
-0.15457253495115242	-0.7706100658085775	3.819836083935657	3.8177462658377666	-0.11947383993209616	0.42043966573186903	992	0.7611807979919374
-0.07005449356923488	-0.6397142144470807	3.8576370803484834	3.856961952112276	-0.06680826964792888	0.5012220224217461	1336	0.7673382557431759
-0.02875129824266758	-0.6103012756398911	3.8953341833165203	3.896177638386786	-0.024625237451938356	0.5288108994859337	1588	0.766286452658929
-0.177773905503059	-0.7691014077295115	3.9363529747527526	3.9353933246612955	-0.12834909234463593	0.4868309893945302	1980	0.7858642645451189
-0.07808428353389904	-0.725030167950159	3.975553954601113	3.9746090109358057	-0.09552488636543792	0.48128413419308824	2248	0.7665309200065757
-0.082291678448664	-0.6694765462889758	4.0145449815242245	4.013824697210316	-0.05925252351464158	0.5326902740528783	2972	0.7712959513161536
-0.1417616144091296	-0.664285180594121	4.053856202323315	4.053040383484825	-0.09192242390243258	0.466547732949369	3924	0.7491296974469193
-0.03175907624725527	-0.587636895741049	4.093538801082014	4.092256069759335	-0.032648927572315245	0.4749730682735489	4916	0.7548430480408038
-0.07628291608379727	-0.6569611471495649	4.132512091561416	4.131471756033845	-0.07044300612117985	0.4604254811060935	7180	0.7548153714655269
-0.08319841843897935	-0.5807924001772617	4.172081396953037	4.170687442308354	-0.055729243882717806	0.459587991308573	10516	0.7423016183416389
-0.07201056199809307	-0.5950395303334153	4.210847276774683	4.209903128582864	-0.04907835596388478	0.4762682947064048	15060	0.7384785955975556
-0.038377072468503345	-0.5814939667558958	4.250253474645112	4.249118814857374	-0.03484575893871711	0.49773856004363815	20780	0.7384467577414126
-0.045331914807600765	-0.5577293829065777	4.2890104582739665	4.288334501131884	-0.03292033168646739	0.47674631073109497	26884	0.7273580071507348
-0.03195399406421284	-0.5892476311986998	4.328170914931535	4.327550187406394	-0.03421630937891625	0.49489030100275055	32612	0.7348580233334917
-0.010610935815880043	-0.5487795335009293	4.367018049028986	4.366765873680904	-0.02066666920256759	0.4844428106035057	36188	0.7196227006609038
-0.02552860817657847	-0.544067303347135	4.406306605580704	4.405981559955413	-0.03584233745285138	0.45996145518877896	39404	0.7053024509011583
-0.02197837201145524	-0.5212642055240921	4.445281192938905	4.445197246229924	-0.029829822415205657	0.4536525423910456	41648	0.7017244477894431
-0.019108394011022156	-0.5096727667677499	4.484279591232276	4.4844129325044335	-0.029667024787430697	0.43705604956649247	42960	0.6895479144294792
-0.023079112372327574	-0.499680596946294	4.5236543968277445	4.523628618778943	-0.025571385387501217	0.43970659768497544	43824	0.686680580821956
-0.012711265872071343	-0.49575608742752714	4.562867825736633	4.562844305053453	-0.02382370733282255	0.4356223822831576	43316	0.6875514631880795
-0.0028377336001568594	-0.4609796912336819	4.602010367026993	4.6020599913279625	-0.02214038031311805	0.4169616785233794	42872	0.6628730782719314
-0.01993387592066618	-0.45472842247298917	4.640933216264544	4.641275677602472	-0.030911931032920163	0.39320715092307895	41488	0.6504664130853903
-0.013366275564018685	-0.4188725522508783	4.680005844841079	4.680491363876982	-0.014580255229524207	0.39851561206223307	37332	0.6411635841000237
-0.007323438610286268	-0.42532882633903896	4.719632163646827	4.7197070501514915	-0.021022828877888783	0.38264346095418617	33116	0.6356029204990011
-0.003322000503454896	-0.3912120125217483	4.759365324450321	4.758922736426001	-0.021996657213220656	0.3584699195587175	34800	0.6082719902711431
0.0020081570657719664	-0.3736317042370602	4.798784789015243	4.798138422700512	-0.01504530972424423	0.34933944505067416	41412	0.5973745298624499
0.0017345666921251717	-0.35270173612138667	4.837552380623907	4.837354108975021	-0.015171161307540735	0.3284470351933963	44740	0.5735155202895371
-0.012568052455900876	-0.3458743647226003	4.877222982449732	4.876569795249531	-0.030075143723625766	0.3101410321208507	47868	0.5556455048517439
0.001975540086431655	-0.3123973300105352	4.915996656718644	4.915785481524041	-0.017523148951160212	0.29809716159862054	56152	0.530077520503518
-0.0013814667363818301	-0.3014541737133179	4.954860204816523	4.955001167798551	-0.02421729428309697	0.26894408256800406	57872	0.5108216835169005
-0.0020771131704160456	-0.2790062982000765	4.994292034114706	4.994216854073061	-0.023930560650486977	0.253098029555288	56744	0.483277806428954
-0.00939903101214815	-0.26127977748077535	5.0337314546827425	5.033432540347571	-0.026883101656581334	0.23333552510024042	64668	0.4565110960513827
-0.007992382650601617	-0.2412809067009877	5.072403663967708	5.07264822662208	-0.028666297178785806	0.21552971598272957	64780	0.43162519508534103
-0.006508501240575223	-0.22456731299304472	5.111486364145713	5.11186391289659	-0.027841517145257774	0.20211549805220663	58984	0.40269135873381884
-0.009515035895780692	-0.20998029618303962	5.150952463250624	5.1510795991711	-0.02795473120425661	0.18560259462662196	56088	0.37838402378168223
-0.004009971934634923	-0.1915963424152869	5.189700322300363	5.190295285445609	-0.02159545904036837	0.17805709424576	50120	0.3559373212212383
-0.011502780601624794	-0.19381769848560995	5.228888478740908	5.229510971720119	-0.026012855584693795	0.16448684780530437	42580	0.3376682451092826
-0.013994525493870487	-0.17902987774172635	5.267722212916588	5.268726657994629	-0.02266196596629156	0.15295858727370787	33468	0.31371707650006375
-0.013038878066252028	-0.16849724318730752	5.306646061312293	5.307942344269139	-0.01830887005840747	0.14494589173709377	22540	0.30023742501604306
-0.009449257496902085	-0.15842454481300017	5.3466575568283465	5.347158030543649	-0.018054682387991856	0.1292699286240429	16156	0.27417756168249013
-0.00745256285660331	-0.15067389233795317	5.385685492571455	5.3863737168181585	-0.010427314897056289	0.13252387993570647	13368	0.259901357007938
-0.004387749557177142	-0.13023341053944382	5.424114659691095	5.425589403092668	0.001352382969482457	0.12948695019797543	9656	0.23153936718596896
-0.01056742244155598	-0.13156173044582875	5.462709459910183	5.464805089367179	-0.0035950812773943787	0.12362527912091532	5348	0.24023648331076997
0.0018533792952735067	-0.11863557304233026	5.500144837372027	5.504020775641688	0.0035098410692356867	0.13429839393207346	2588	0.23165618526962217
0.0025952272745013035	-0.12431292546144854	5.540423098938227	5.543236461916198	0.02069952927724405	0.12599695547881326	644	0.2741798808587703
-0.03640889530326777	-0.1568163721392102	5.581411246423389	5.582452148190708	-0.03481179705091294	0.10863278563967199	280	0.2631637643318665
