Count	Y Median	Y Upper Quartile	X Mean	Y Std	Y Lower Quartile	X Center	Y Mean
401	-3.813643051883105	1021.6200678050327	3.622396448356009	1848.5842704564163	-989.1817852687009	3.6216678344652173	63.96938042468773
417	-23.872000687497106	785.3915130804671	3.662260995551794	1787.3168677290541	-1017.3434307461666	3.660883520739727	-37.83916225838678
508	-73.06102443166537	888.7431197388078	3.69992892797962	1703.3592487129476	-860.3515007825149	3.700099207014237	67.77763739606759
601	-41.118604191577106	617.9664634626861	3.7391241203761307	1648.4231005674465	-896.032671060022	3.7393148932887468	-91.60498585886094
760	-34.10230224939096	891.6569920231341	3.7786949000607843	1760.8549955980009	-941.8484390778135	3.778530579563257	53.32211696430607
873	4.505114288242112	881.6787284426337	3.8183124815978977	1756.4153445428378	-909.4859034446084	3.8177462658377666	66.51590567634959
1153	34.61362707123226	1002.48064568683	3.857903312093906	1779.5729752343223	-684.765047350219	3.856961952112276	206.59576677735703
1360	14.955524956504604	804.4229357272269	3.896775147758207	1664.670902597928	-805.1849154541201	3.896177638386786	78.21160702916507
1736	49.526416505938144	958.713712829348	3.9359974471016237	1632.6144121481361	-632.1228742729486	3.9353933246612955	214.12735113548118
2284	49.7798995011145	858.5584292918759	3.9750834603387477	1577.6657831312361	-624.4359547801944	3.9746090109358057	170.89944293546174
2812	37.003894758917966	809.149083871167	4.014739531552845	1559.0367363471648	-647.8832242858014	4.013824697210316	123.37825399948424
3606	63.122981422618366	822.0971991539682	4.0537794744021065	1535.2878345979643	-591.8099609386727	4.053040383484825	160.84806692786808
4440	64.2124291151898	817.8071356713656	4.093193396487439	1444.6783845626155	-551.417911048648	4.092256069759335	196.3108879649558
5939	69.96720694297437	769.1271104397215	4.13228942236493	1369.8863788427002	-504.6050558959191	4.131471756033845	182.87319667920778
7689	75.45058788497954	749.3096505165267	4.171512902953465	1329.5749152298065	-477.832538874045	4.170687442308354	185.97101603822802
9767	92.32746051723188	773.7734508143253	4.210692603197056	1310.535315077781	-463.4704949396696	4.209903128582864	198.66547574252922
12370	106.9510018864275	774.1270415906067	4.249890942692593	1247.4552362409145	-418.6022592731606	4.249118814857374	211.8259836152985
15168	121.66250965786503	769.259119765961	4.28899909616305	1190.963396304967	-361.68262140029424	4.288334501131884	260.9730561544273
18076	134.27627987841151	799.7881325478049	4.3280595835973585	1168.1630290462358	-337.3639437277875	4.327550187406394	270.07411217795436
20634	147.07419719574182	808.7155970338931	4.367195389626157	1153.6047589596556	-317.2441343761461	4.366765873680904	301.07495575102143
22782	146.54945457176058	788.0209808685963	4.406094053275568	1137.3440404451096	-304.9076167727163	4.405981559955413	300.34378165270255
24248	155.14980661979553	778.6237813751729	4.445445552989092	1087.3364499615925	-271.95306198578874	4.445197246229924	311.0750721201735
24741	144.51794743353094	743.842429920981	4.484375307743845	1047.4203575176919	-275.1364355569358	4.4844129325044335	297.58136176051636
25147	149.50567625699478	732.3885835874971	4.523600895378924	1021.1564411961093	-257.0215970570748	4.523628618778943	303.11325329335097
25140	147.37610641793532	715.5042235229109	4.562832950068714	1007.3563400294622	-239.12415952864467	4.562844305053453	308.7115545396561
24431	137.8459668765554	686.5767802320643	4.601805673370489	983.4849701551301	-227.03884799698426	4.6020599913279625	309.66534873716864
23241	121.255903289456	630.6423632713927	4.641163471027362	943.1702071865068	-228.98105148260038	4.641275677602472	278.6625044538158
21610	119.45846335371331	601.3849483108092	4.680188156694616	933.0253616233583	-223.20428118589072	4.680491363876982	277.96344306980995
