Y Upper Quartile	Y Median	Count	Y Lower Quartile	X Center	Y Mean	Y Std	X Mean
2069.4570934046287	371.1369955424616	1200	-1048.8663591932873	3.6216678344652173	416.9553481182168	2212.34541900574	3.621942745577438
2053.8245092753314	505.15789234341537	1624	-1187.6587655694038	3.660883520739727	411.11148333532157	2241.9401754295977	3.6615900280634253
1616.498327211757	89.65310002792467	2084	-1696.6481654387208	3.700099207014237	25.342151321077537	2254.163328909369	3.7006083715697615
1926.6935009342005	408.6076290088931	2620	-1225.544114996619	3.7393148932887468	269.3508907270987	2256.268238783274	3.7399489858789288
1767.0008622318746	276.19651837305173	3684	-990.501915895049	3.778530579563257	329.686826761271	2089.0410403740434	3.77911300119486
1915.0632720445747	316.98366375257683	4384	-1254.5983113263546	3.8177462658377666	305.76405737526176	2179.1135762437593	3.818694132174665
1671.5774464955157	238.8278933748743	5392	-1253.3473554823981	3.856961952112276	206.23849830775802	2082.607133574929	3.857952659820893
1593.8562642146258	250.72871152040898	6832	-1168.4752495469581	3.896177638386786	184.53292420125211	2073.766524194683	3.896708091822835
1622.078152911894	215.21602183117284	8212	-1171.3566518222378	3.9353933246612955	191.28055478666639	2078.8390047394396	3.9361074153650457
1533.312699325802	157.9392291931763	10140	-1118.2238143526856	3.9746090109358057	192.16059242380885	2003.2560218246692	3.975165361518451
1480.3964622976655	219.0158152028007	12264	-1060.569828459973	4.013824697210316	201.42708119830093	1928.2020638572371	4.014334248432764
1319.3888644824347	158.98926189316262	14660	-925.1384469977347	4.053040383484825	175.14868181527402	1806.9059742518557	4.053529470768405
1161.5745427834518	92.27502097866818	19016	-867.091755009078	4.092256069759335	140.26355447922117	1677.8898758105172	4.093255781292429
979.9741186736155	79.70987242317824	25380	-784.7476137477497	4.131471756033845	70.16815102918436	1552.2065697901592	4.132427816164333
903.3010250893885	86.14498646775064	35464	-737.4747344005555	4.170687442308354	78.98695369906265	1449.2858170552092	4.171968800628745
811.4873545619739	76.06229122268724	48696	-671.2775970118819	4.209903128582864	62.659420231861056	1331.5544322544815	4.210835567989202
746.8231120748133	60.86018483272392	66856	-635.3768034263558	4.249118814857374	46.3142079601811	1282.3700732736133	4.2500130516114805
674.4590603952847	49.124560360946816	84120	-601.6870785030305	4.288334501131884	28.021503540101367	1198.8484153771935	4.289035063770613
631.9528364510652	41.991374747116424	96904	-575.1335365911782	4.327550187406394	8.42779701372488	1146.4213301704947	4.327986368421086
596.7917398094469	31.901917699346086	105548	-543.7520716374001	4.366765873680904	3.6310020694326646	1079.841416192428	4.367029019851404
546.419371683226	31.939965346270583	107228	-510.39177432490305	4.405981559955413	1.3865277103781732	1020.9871378832279	4.4060693225111995
493.56470077330073	14.098634671404398	110752	-490.322418737504	4.445197246229924	-18.773707305955146	964.584155330471	4.445168005453457
478.3433113340434	28.08705872864084	107772	-441.457754652467	4.4844129325044335	3.9616200914954383	908.5380240732936	4.484445528768181
446.52077381237905	18.742840869002976	107068	-431.07341435959916	4.523628618778943	-9.071179046699545	881.1476787228411	4.52350194909912
432.73942735786477	13.045112406698536	101812	-409.46176664832274	4.562844305053453	-4.712503738539827	840.658880447025	4.5626865648536565
405.6995492020669	8.454438740400292	96172	-399.88711926190626	4.6020599913279625	-15.782439175741448	801.193012490868	4.601832889625117
384.8558439779313	6.021227062660728	89104	-384.3437567207857	4.641275677602472	-12.730759471248742	764.760188570188	4.6408320659454985
363.0030106930226	3.1374082858947077	73892	-370.6977034804222	4.680491363876982	-14.455149697712272	715.8514596802413	4.679921848753422
332.3668419647802	-5.841440903092007	62724	-348.8994464725356	4.7197070501514915	-25.252782866173835	655.7706070522921	4.719261202356034
304.1018026931688	-3.1231649689343612	61604	-315.39649164500224	4.758922736426001	-19.200982402232277	588.292720748033	4.7591219219310545
295.9502036125923	5.331393955040767	66996	-292.31773280934067	4.798138422700512	-10.403856309570333	530.1150743563064	4.798483103828874
276.11398652803473	-2.402161248759512	67936	-287.245675016738	4.837354108975021	-14.393237841445133	485.56091647637015	4.837201258324275
257.5483634473567	-1.584966471298685	69468	-265.518629684002	4.876569795249531	-8.940473158867338	453.6417081557106	4.876889977076175
242.7926870491956	-3.1815806611120934	76228	-251.41401931770088	4.915785481524041	-10.585359342530348	433.10607430794727	4.915918899108831
243.87375124804885	-1.0219006611068835	74720	-244.6020469908717	4.955001167798551	-9.365637039855631	429.26835612848583	4.954708507276438
236.85673776195836	-0.027686179088050267	70740	-251.4117089670417	4.994216854073061	-14.133151651427964	434.63353360757714	4.994296144563763
