Count	Y Median	Y Upper Quartile	X Mean	Y Std	Y Lower Quartile	X Center	Y Mean
72892	7.1966400988935675	487.9629441296138	4.954842984150852	884.7309821950867	-481.146077421359	4.955001167798551	-15.107214844651907
71318	5.361027078179177	480.42124039508826	4.994207377528218	865.4351176638469	-476.85694735952893	4.994216854073061	-12.439539547770382
73629	-2.347522058737013	455.50244340994504	5.033537990058196	852.30392601216	-473.8778505223363	5.033432540347571	-22.904008103905742
72552	-2.488795755886713	437.30966026571605	5.07251856324199	821.8934157260518	-452.90092803448124	5.07264822662208	-18.882909662359655
66381	-0.6410458423742966	419.03346035481263	5.111557627654554	783.9274664777147	-425.44941848789495	5.11186391289659	-16.860799828767068
61057	-6.832129225209428	390.5215592874574	5.150819303772984	752.3186646630367	-403.92210133835215	5.1510795991711	-21.029797964801016
54159	-5.884290042045905	369.2114917318668	5.1897054397464055	716.1136677672115	-397.46081221130225	5.190295285445609	-23.15408060320313
45633	-10.127606274036225	359.40066840962936	5.228919082509926	698.8808629017431	-390.37918867926874	5.229510971720119	-28.697664372874886
35862	-14.32231466027315	342.488046963997	5.267726035247594	680.706624199229	-379.9128013963714	5.268726657994629	-30.96222964749391
24961	-13.583388459606795	314.6277708450252	5.306680141486955	654.4679272399949	-351.82635182237755	5.307942344269139	-35.153714815086396
17746	-21.566535482421386	306.426081197591	5.346310212938459	654.6458631626651	-362.6504666921487	5.347158030543649	-45.00096868080537
14087	-28.31589203094154	295.01122032033254	5.385561664491377	635.0504140918929	-360.4901731230075	5.3863737168181585	-56.13929398421522
10133	-22.36683251248178	290.1503295651928	5.424262860613831	631.7606171045211	-357.42060050500004	5.425589403092668	-53.874712475953494
5880	-19.259448674563828	306.0988760459527	5.462539370693611	650.2294344734522	-349.19655261015987	5.464805089367179	-52.62962618201651
2764	-13.972082162818879	266.97331623395075	5.5007098720975085	644.783525155881	-320.3969244970135	5.504020775641688	-59.926763179106544
834	-26.587947364325373	253.24857127228552	5.539548320430897	733.8020718120952	-320.2848008044357	5.543236461916198	-51.1782014496204
277	-83.62286734308327	276.66171237675553	5.57999525247535	861.0592879979129	-450.0724254497345	5.582452148190708	-97.2048127951118
