Count	Y Upper Quartile	X Mean	Y Std	Y Mean	X Center	Y Lower Quartile	Y Median
6144	146.93063092854936	2.810290981263549	257.139142618202	-49.30659394242033	2.8075630150895257	-247.04308622560802	26.625764175169024
4096	-163.1041478671159	2.8697918300937517	131.69637944446947	-291.1565963477087	2.8663865445012906	-417.9017514728521	-289.84930299225925
12288	216.32842432957887	2.932576312560968	224.4457001517379	58.47032237141676	2.925210073913055	-90.48830272564146	45.99120137175032
24576	51.030679519436944	2.985649652705707	186.73403460334714	-92.75624447666041	2.9840336033248196	-209.21161091787462	-113.33279217700601
28672	32.21025865394495	3.0472325050040885	145.56324587622154	-39.85374406723177	3.0428571327365845	-111.96531208811757	-21.942670456304768
25600	67.58313751782407	3.1002387092226567	138.52977402805345	-12.687586780791825	3.1016806621483495	-96.52209237657007	-5.072658866394704
36864	88.84544228451841	3.160704643880835	126.44902804864918	4.34671907142706	3.160504191560114	-80.82769279936997	22.26822950629321
33792	72.08422830004201	3.219151647572015	94.00979879142311	5.836171998067832	3.2193277209718785	-55.91684389693364	29.816508570516817
51200	61.31477051205184	3.278401789417431	113.7074411861869	-1.9798658260400588	3.2781512503836434	-78.16562716219596	-11.434998113337315
63488	70.87446017279944	3.340078508297733	88.70555544778372	24.106368905863512	3.3369747797954084	-41.200235749689455	30.400294257992755
82944	50.08319404136091	3.397396128208175	75.52190198378122	1.9769347672522768	3.395798309207173	-44.55736854593488	-6.159208904400657
100352	39.64043799909268	3.4530123369299575	71.38749099759488	-10.550797924044497	3.4546218386189373	-51.00737489191488	-7.860218297259962
105472	56.22562337346062	3.5144511201946353	58.50404183028039	11.50726883845734	3.5134453680307023	-28.238255696001943	5.989823501232422
167936	56.44914230246013	3.5745358235565425	67.16877604576527	3.845451367503584	3.5722688974424672	-43.880510531731716	2.9099963894386747
152576	35.83829298231285	3.6296678861892784	58.21273029973461	0.771193337955205	3.6310924268542317	-37.39342698263499	-1.9770027987551657
141312	32.34853002965792	3.690970840625302	50.05532097104247	-2.1174328268394755	3.689915956265996	-34.909953395716	-1.4647392208416932
137216	26.505389949323217	3.749199277518197	43.216496571960135	0.2731646991951018	3.748739485677761	-28.745510141192426	0.4325096492166267
137216	31.418234194397883	3.8086814553520916	42.01714824094048	1.3981214433895919	3.807563015089526	-27.434568437109192	-2.514946590436921
114688	27.573915104628213	3.864527875592846	33.84042953003754	0.7922432246503328	3.8663865445012906	-22.20650953120321	-0.19487105042480835
117760	26.880930870074735	3.927076498491806	35.16553095808073	5.236793054882392	3.925210073913055	-16.157467896537128	2.9565203041966015
136192	18.292109215210075	3.9857538964497805	29.206392262421446	-1.32357800730496	3.9840336033248196	-24.75758228039922	-2.1719720322271314
139264	23.131393046716312	4.041803066718839	31.528605859424495	2.6450290680182955	4.042857132736584	-17.36462869117986	1.892609836660995
148480	22.224300128538744	4.098053072362748	26.856556447197676	5.783516051707106	4.1016806621483495	-11.626143478255472	6.164222340587003
100352	15.504444401483852	4.159009321582437	23.160070284125005	0.6314602002669243	4.160504191560114	-11.517092988273362	0.6947555719625598
112640	16.439291937163944	4.21839756532951	25.27877612319429	-1.0013880293838653	4.219327720971879	-16.817815015007	-1.8877576995464551
87040	9.557428756601439	4.274542860343087	25.153536863000593	-0.07516763839598485	4.278151250383644	-10.500701968754584	-0.46511661444492347
61440	17.76129750281416	4.3369242862117705	18.798159316504574	4.137577644601151	4.336974779795408	-6.971152360417818	4.434445625231092
62464	7.217024313238653	4.397126563821027	22.156359995810416	-5.008507122482383	4.395798309207173	-19.37131578129629	-5.378926161864001
44032	10.19543588862507	4.455095338774974	14.63829027822394	-0.832638579030678	4.454621838618937	-11.083770794804877	-0.12365001999569358
37888	15.877036191115621	4.507458452273276	18.166539382536868	3.313389796423655	4.513445368030702	-7.792031769469759	3.4094072257721564
22528	6.287853363159229	4.5776909140363635	15.738813003617866	-6.726126209478025	4.572268897442467	-17.997246910019385	-5.28669512596116
27648	8.597608991780362	4.63107298558894	22.769931763028815	3.4840523428479004	4.631092426854232	-8.426172725734432	2.2019546469946363
22528	6.46231086444277	4.692915746569298	15.214416014646662	-4.168306179474629	4.689915956265997	-13.531890599890176	-3.0383572338323575
9216	5.412968136415657	4.7603451426214685	12.428242723981617	-1.081059745542613	4.748739485677762	-8.478856398225616	-5.157435617829833
11264	-2.0801576722788013	4.80246415996852	14.444002561538081	-9.392521276388917	4.807563015089526	-9.400629980968006	-3.8912585271173157
6144	16.789820190610044	4.860503102749703	11.510781883605087	5.539811843926752	4.866386544501291	-3.926164209826311	6.149006862976421
5120	-4.948385824171055	4.916562934141031	6.3700823313727515	-5.070883631611286	4.925210073913055	-9.65862841353919	-7.640427002821525
2048	22.692323438690437	4.972087499616415	13.47964306610447	9.212680372585965	4.98403360332482	-4.266962693518508	9.212680372585965
2048	8.058708340713565	5.035551272758119	7.242502526079078	0.8162058146344862	5.042857132736584	-6.426296711444593	0.8162058146344862
1024	-22.247579703507654	5.085884143471996	0.0	-22.247579703507654	5.1016806621483495	-22.247579703507654	-22.247579703507654
0	nan	nan	nan	nan	5.160504191560115	nan	nan
0	nan	nan	nan	nan	5.219327720971879	nan	nan
0	nan	nan	nan	nan	5.278151250383644	nan	nan
0	nan	nan	nan	nan	5.336974779795408	nan	nan
0	nan	nan	nan	nan	5.395798309207173	nan	nan
0	nan	nan	nan	nan	5.454621838618937	nan	nan
0	nan	nan	nan	nan	5.513445368030702	nan	nan
0	nan	nan	nan	nan	5.572268897442467	nan	nan
0	nan	nan	nan	nan	5.631092426854233	nan	nan
