log10[ N([Cl III]) ]	T1	T2	T3
2.0294117647058822	1524780.9057617188	2583617.3505859375	584475.587890625
2.0882352941176467	2611132.05078125	2673457.8876953125	1261110.947265625
2.1470588235294117	3576645.5463867188	2638655.5942382812	361194.333984375
2.2058823529411766	3687391.9467773438	3460705.892578125	848556.07421875
2.264705882352941	4224457.717285156	3206393.0810546875	912147.1328125
2.3235294117647056	5008710.888183594	3087664.9462890625	1073971.015625
2.3823529411764706	4738882.260864258	4865884.06640625	948732.123046875
2.4411764705882355	6352634.96875	5009521.200439453	2799550.3349609375
2.5	7264267.216064453	7527362.169433594	1584625.859375
2.5588235294117645	9086917.119873047	6830104.3779296875	2680336.87890625
2.6176470588235294	10871208.927246094	8113357.2890625	1122964.28125
2.6764705882352944	9854756.646728516	10945506.285644531	2511620.015625
2.735294117647059	13752823.351074219	13393217.384277344	3661979.65625
2.7941176470588234	14767781.393798828	12744680.26953125	5051999.7060546875
2.852941176470588	16894416.074951172	15410125.801757812	5303136.2060546875
2.9117647058823533	18290797.092041016	16556484.771972656	7344007.9912109375
2.9705882352941178	21014989.77783203	17821448.434570312	7028909.9384765625
3.0294117647058822	23513311.751708984	23608325.303466797	9969340.913085938
3.0882352941176467	26266688.588623047	24714612.290771484	11874469.3359375
3.147058823529412	26058691.115356445	29060976.395996094	9838518.936523438
3.2058823529411766	36226145.50073242	33624800.346191406	17635120.151367188
3.264705882352941	39985187.18066406	36424890.48388672	19084609.971679688
3.3235294117647056	40554134.341308594	46797931.41796875	22991497.41796875
3.3823529411764706	44085681.60192871	46963352.6015625	23703920.439453125
3.4411764705882355	49915587.62414551	50807236.95996094	34231718.693359375
3.5	49580265.49316406	56586503.51123047	39713855.421875
3.5588235294117645	56638403.66296387	57006348.48339844	45271690.346191406
3.617647058823529	56768733.64331055	63350418.99951172	48779880.0234375
3.6764705882352944	62329224.51147461	65149210.412597656	60143026.275390625
3.735294117647059	57540000.13208008	62306185.662597656	65082987.09863281
3.7941176470588234	62576273.3918457	64936114.93310547	78084009.60888672
3.852941176470588	59902125.00891113	61253212.811035156	71680674.84960938
3.9117647058823533	58329332.37023926	55472027.10559082	77032367.5234375
3.9705882352941178	56154550.162109375	59959621.828125	75196719.32519531
4.029411764705882	50081878.11230469	57928175.990478516	66934862.18652344
4.088235294117647	47432234.060058594	50750120.54760742	77936150.89550781
4.147058823529411	42770060.77429199	47332939.07373047	69723046.40039062
4.205882352941176	38340547.52270508	45064128.165771484	66338876.127441406
4.264705882352941	36592280.27783203	41178376.93652344	52739119.66894531
4.3235294117647065	37413527.38684082	35918967.43847656	45621063.08300781
4.382352941176471	31904883.82763672	29714762.016601562	50346961.142578125
4.4411764705882355	26588884.319335938	30368684.049804688	38023192.817871094
4.5	24289975.37109375	25518374.689453125	34074474.22607422
4.5588235294117645	20435952.024169922	19760004.08251953	31511218.424316406
4.617647058823529	18061527.107421875	19503450.717773438	27388296.94921875
4.6764705882352935	16109422.64831543	16731422.323242188	18675451.13720703
4.735294117647059	13311789.916870117	14292883.580688477	19479102.259277344
4.794117647058823	11788156.358886719	12479604.978515625	15491978.401855469
4.852941176470589	11060875.107543945	8176704.539306641	12738907.230957031
4.911764705882353	10106519.907348633	9158489.64477539	12602594.751953125
4.970588235294118	8044357.869140625	8069692.701660156	9482967.059082031
