[N II] Delta T	T1	T2	T3
-4901.9607843137255	0.0	0.0	0.0
-4705.882352941177	0.0	0.0	0.0
-4509.803921568628	3745858.330987001	0.0	0.0
-4313.725490196079	0.0	0.0	0.0
-4117.64705882353	0.0	0.0	0.0
-3921.5686274509803	0.0	0.0	0.0
-3725.490196078431	0.0	0.0	0.0
-3529.411764705882	0.0	0.0	0.0
-3333.333333333333	0.0	0.0	0.0
-3137.254901960784	0.0	0.0	0.0
-2941.176470588235	0.0	0.0	0.0
-2745.098039215686	0.0	0.0	0.0
-2549.0196078431372	0.0	0.0	0.0
-2352.9411764705883	0.0	0.0	30139184.94695586
-2156.862745098039	0.0	0.0	0.0
-1960.78431372549	4711673.236536485	0.0	0.0
-1764.705882352941	10102551.98377835	0.0	0.0
-1568.627450980392	34178989.37033802	0.0	0.0
-1372.5490196078429	60265254.9057561	0.0	16279978.911101088
-1176.4705882352937	183834845.13435784	7097339.417065042	72979561.98136517
-980.3921568627447	455308290.77382475	6902321.324244893	33913471.53314105
-784.3137254901958	1007991605.3970959	205373628.77794862	240744993.4817429
-588.2352941176468	2517715824.727277	841315578.2560365	575584967.4183239
-392.1568627450979	4401519072.320642	3822169675.9809394	2489986247.990288
-196.07843137254895	6884197629.934678	9236695470.242392	9209082402.84954
0.0	8180992743.056273	13170702940.409021	14709501664.817057
196.0784313725494	7114929927.010328	8934377644.06947	8563302379.059126
392.1568627450988	4375978876.720169	3274069784.4389963	2355975173.532276
588.2352941176478	2259171391.691309	547578134.2346961	590205204.3118718
784.3137254901967	1025671033.3106027	85381590.83839388	58599870.37006889
980.3921568627457	336323933.96599394	34777781.69329485	22938767.467388853
1176.4705882352946	90829146.68934178	0.0	0.0
1372.5490196078435	18417951.845711075	0.0	0.0
1568.6274509803925	7095592.83166177	0.0	0.0
1764.7058823529414	3875111.7681126334	0.0	0.0
1960.7843137254904	0.0	0.0	0.0
2156.8627450980393	0.0	0.0	0.0
2352.9411764705887	0.0	0.0	0.0
2549.019607843138	0.0	0.0	0.0
2745.098039215687	0.0	0.0	0.0
2941.176470588236	0.0	0.0	0.0
3137.254901960785	0.0	0.0	0.0
3333.333333333334	0.0	0.0	0.0
3529.411764705883	0.0	0.0	0.0
3725.490196078432	0.0	0.0	0.0
3921.568627450981	0.0	0.0	0.0
4117.64705882353	0.0	0.0	0.0
4313.725490196079	0.0	0.0	0.0
4509.803921568628	0.0	0.0	0.0
4705.882352941177	0.0	0.0	0.0
4901.9607843137255	0.0	0.0	0.0
