[Cl III] log10 (N' / N)	T1	T2	T3
-1.4705882352941178	120037282.9808831	5832175.75163963	0.0
-1.4117647058823528	133218309.77604379	12486890.296016565	0.0
-1.3529411764705883	167151592.63223466	11522750.050857171	9816595.850024113
-1.2941176470588234	202138023.67900658	23786066.36935836	2716035.3194575077
-1.2352941176470589	259215707.5637903	36700370.18754938	6127608.749700171
-1.176470588235294	257411807.07385612	46409553.29897381	0.0
-1.1176470588235294	294157538.98361766	44848236.57806816	2595688.7898678733
-1.0588235294117647	312708647.501823	54964799.85127422	5232508.846627387
-1.0	384941038.2572766	78273825.84893571	5076790.167455455
-0.9411764705882353	385913890.78874123	92484019.49872303	13592811.183105424
-0.8823529411764706	432497821.50128955	77660992.302282	9220624.284684155
-0.8235294117647058	497258318.84822416	121217561.44081275	2974737.938993829
-0.7647058823529412	498224223.084303	102748209.97781765	22700044.046295047
-0.7058823529411765	542058055.843314	146737018.9002753	14490073.297687186
-0.6470588235294118	620719022.2716094	161101266.29185897	23306243.24467882
-0.5882352941176471	696333429.4674964	183277108.9657754	33303175.25284776
-0.5294117647058824	824550768.0867256	289483175.00697976	67586180.76236482
-0.47058823529411764	950936620.6697587	373743969.5000318	74628967.56998554
-0.4117647058823529	1179910344.196564	549086091.8704208	189525267.41909567
-0.3529411764705882	1417579540.0209572	883841147.7045577	290445547.48965406
-0.2941176470588235	1650635284.4187436	1380690705.806132	692350647.4675193
-0.23529411764705876	1987737363.1905582	2288377618.9558597	1400568474.6972406
-0.17647058823529405	2485126497.3288116	3424532105.040866	3030787058.080235
-0.11764705882352944	2919947806.29329	5137686407.42217	5740704498.359075
-0.05882352941176483	3256474949.944137	6489995970.096289	8675221204.882858
-1.1102230246251565e-16	3367565402.9238954	7053209699.510179	9578918533.34752
0.05882352941176461	3367690761.2755136	6729168412.794249	8519179565.604298
0.11764705882352933	3077842119.711123	5393764869.870138	5314459809.181501
0.17647058823529405	2881871950.0265565	3668814216.8963537	2851049697.3070636
0.23529411764705876	2358062573.96256	2480524380.2282877	1452213694.0179002
0.2941176470588235	1956949595.4464228	1332351709.9151971	669732872.4979748
0.3529411764705882	1664958585.1674135	803882933.9921852	291714208.8951732
0.4117647058823529	1286441444.845916	489446274.5948905	131854637.23173572
0.47058823529411764	1051373803.3660539	276786446.5716042	79717121.29601292
0.5294117647058822	839057692.5950159	152613586.1395089	54955478.493176475
0.588235294117647	751444451.6346359	99905005.28082399	18566773.28131007
0.6470588235294117	629866741.5626369	82018350.27808455	21778262.148791794
0.7058823529411764	512368852.41679585	70011704.35238141	10183224.736049892
0.7647058823529411	441348677.00348425	43516990.7854668	9437359.759806078
0.8235294117647058	410036086.4182776	44725714.72413652	14174848.817851778
0.8823529411764706	353322892.0758172	16556551.425512481	0.0
0.9411764705882353	313149647.84721655	22691143.04375816	2606673.089994008
1.0	280946604.429309	18647898.384502582	0.0
1.0588235294117647	265731791.28790683	16109116.422702972	0.0
1.1176470588235294	208182060.30025086	8041907.287780694	0.0
1.1764705882352942	213322182.55449253	3355517.524223687	0.0
1.2352941176470589	166253028.42423475	3264091.6132293073	0.0
1.2941176470588234	141651450.80839378	1499955.365138493	0.0
1.352941176470588	130169121.51916806	3488033.536759235	0.0
1.4117647058823528	106716466.75887883	0.0	2551015.3497390053
1.4705882352941175	84747679.7889343	0.0	0.0
