[Cl III] log10 (N' / N)	T1	T2	T3
-1.4705882352941178	36306867.72641554	0.0	0.0
-1.4117647058823528	52385682.84726742	0.0	0.0
-1.3529411764705883	36504493.566333115	0.0	0.0
-1.2941176470588234	76282101.05039951	5797138.346384368	0.0
-1.2352941176470589	92796829.28769003	0.0	0.0
-1.176470588235294	93313477.63647807	0.0	0.0
-1.1176470588235294	140683586.74951512	7298978.37217559	0.0
-1.0588235294117647	210729173.85407457	0.0	0.0
-1.0	228270849.53971535	0.0	0.0
-0.9411764705882353	227321676.5599596	0.0	0.0
-0.8823529411764706	217888956.56461796	0.0	0.0
-0.8235294117647058	244803784.13783818	0.0	0.0
-0.7647058823529412	366795171.5010084	10312533.466295086	0.0
-0.7058823529411765	363651254.66710216	30598064.937848028	0.0
-0.6470588235294118	364800243.8595461	10839840.091377618	0.0
-0.5882352941176471	459429413.58585274	18187808.215156376	0.0
-0.5294117647058824	574189783.3550568	35110587.972429216	13579056.685860392
-0.47058823529411764	605867379.105903	22139922.43261552	0.0
-0.4117647058823529	878647127.3319222	96237487.28753765	0.0
-0.3529411764705882	1185364992.4652998	125148954.98034789	55152331.35323112
-0.2941176470588235	1600542846.0493507	281127393.65408134	78831450.33865951
-0.23529411764705876	2214903855.425254	706398681.083398	102150010.19762662
-0.17647058823529405	3250827524.359579	2150726525.0924773	627850301.9850454
-0.11764705882352944	4139381837.7650785	5423026109.466183	2900145032.359996
-0.05882352941176483	5475216179.524623	10659525610.301138	12205345680.92737
-1.1102230246251565e-16	5891511789.965569	15242557655.393328	21434735975.221462
0.05882352941176461	5990011029.208519	11800028458.32066	12276712720.518164
0.11764705882352933	4986078699.198626	6124125778.974731	3254343471.7995315
0.17647058823529405	3712343652.683903	1818889979.6190112	500660301.78244424
0.23529411764705876	2534360809.2783275	510388841.5235884	135836633.78133604
0.2941176470588235	1751630563.069299	189450948.37362075	46315278.52653243
0.3529411764705882	1217647511.952208	44170094.98510864	28536734.41175055
0.4117647058823529	901315354.6523204	34281507.040691815	9588569.493065728
0.47058823529411764	627857177.2183453	16187660.518898778	15937583.735407474
0.5294117647058822	506198233.1931009	10627604.44505972	14399573.137538765
0.588235294117647	440880333.229704	0.0	15056342.34374118
0.6470588235294117	367160878.68522006	0.0	0.0
0.7058823529411764	250897370.8263911	5595481.609077452	15553075.542477703
0.7647058823529411	255977476.1463408	0.0	12441359.08403063
0.8235294117647058	227399266.13206697	0.0	0.0
0.8823529411764706	216854273.3684224	0.0	0.0
0.9411764705882353	161504773.57840848	0.0	0.0
1.0	122474340.75766446	0.0	0.0
1.0588235294117647	112027355.10932785	0.0	0.0
1.1176470588235294	81310046.09978186	0.0	0.0
1.1764705882352942	70891280.29020843	0.0	0.0
1.2352941176470589	62955630.727611616	0.0	0.0
1.2941176470588234	41780462.362201706	0.0	0.0
1.352941176470588	34311947.917214856	0.0	0.0
1.4117647058823528	35990756.17658133	0.0	0.0
1.4705882352941175	11196476.212214401	0.0	0.0
