Count	Y Upper Quartile	Y Median	Y Std	X Center	Y Lower Quartile	Y Mean	X Mean
0	nan	nan	nan	3.6216678344652173	nan	nan	nan
0	nan	nan	nan	3.660883520739727	nan	nan	nan
0	nan	nan	nan	3.700099207014237	nan	nan	nan
0	nan	nan	nan	3.7393148932887468	nan	nan	nan
8192	0.002897208850012761	-0.0009654233955564888	0.003862632245569249	3.778530579563257	-0.004828055641125739	-0.0009654233955564892	3.7751522421228874
12288	-0.00317624636914935	-0.00757798160429827	0.002220533814515761	3.8177462658377666	-0.008144244646102219	-0.00629949087318328	3.8126628483233667
8192	0.0038867087632903008	0.003749069426283591	0.0001376393370067096	3.856961952112276	0.0036114300892768816	0.003749069426283592	3.859038865735783
20480	-0.001075699889996327	-0.0029521098564200283	0.0018567442066642315	3.896177638386786	-0.003310722272026618	-0.002572736245039312	3.89562230459356
4096	-0.0021815535398897394	-0.0021815535398897394	0.0	3.9353933246612955	-0.0021815535398897394	-0.0021815535398897394	3.943792311111743
20480	-0.0005954160222043467	-0.0007366290472803341	0.0025919480036985403	3.9746090109358057	-0.003828520989638076	-0.0019193090705279321	3.9669496476595705
28672	0.0006088786439684097	-0.003809665754882347	0.004478464112315513	4.013824697210316	-0.004542394036862068	-0.0034261827971903682	4.013314763016522
16384	0.003357594053678399	0.0017172975411477098	0.0030075209995180877	4.053040383484825	-0.0005339805079254883	0.001106316004605201	4.058539776741485
16384	-0.0007001513162939695	-0.0008168671150656835	0.00019274978934324073	4.092256069759335	-0.0009749443835300935	-0.0008582285847583797	4.089133275196849
32768	0.001909872421071068	9.428312744664896e-05	0.0047875834553828735	4.131471756033845	-0.0031082512057961833	-0.00034952172237280013	4.138342765280723
32768	0.004690924178190163	0.0029186691846418648	0.003836155562075001	4.170687442308354	0.0008513263797125554	0.001983934034733518	4.174527850899137
77824	0.004428744746912935	0.0017042733759212165	0.002554056125894293	4.209903128582864	-4.4015768634333344e-05	0.0018229285560678818	4.210288425355801
110592	0.0015667298489967056	-3.0331601928348356e-05	0.002476480594860411	4.249118814857374	-0.001339071745604752	-2.416092911701716e-05	4.250928681514109
