X Center	Y Mean	Y Median	Y Std	Y Lower Quartile	Y Upper Quartile	Count	X Mean
3.6216678344652173	-231.28554275705835	-219.74748948678916	1789.2320854431664	-1254.5591490610263	478.1357352798527	399	3.6216890021253865
3.660883520739727	-16.88471395802583	-113.8926591791801	1900.4374088733975	-944.9879338475503	854.5148406217791	439	3.6618687635003337
3.700099207014237	-124.55402251868755	-73.47941268077065	1755.3079747442955	-1032.8401102227326	708.7570382471331	501	3.700307184438461
3.7393148932887468	-38.43038776153014	-75.06009542478648	1693.2307478356909	-899.0304616308426	750.6710749507051	635	3.7399644249384236
3.778530579563257	44.79949360498675	-12.19624151656808	1784.8160865592827	-868.2743641782208	732.6229124662423	709	3.7788945068905937
3.8177462658377666	177.98519917205888	67.98229592188011	1838.2244778685722	-744.6937515283204	997.4191766025031	944	3.818756184322985
3.856961952112276	49.381812173973636	8.366547672724693	1793.0410097940255	-847.1060844516423	921.6302342043853	1154	3.85757865347166
3.896177638386786	39.17147695520505	-2.5828729219189768	1693.4458068846639	-806.1307186243544	814.0740613337125	1372	3.8963793910222377
3.9353933246612955	135.4432056423911	9.94824038970819	1677.3584306440991	-706.2330622046993	878.4047574331807	1763	3.9357595686434115
3.9746090109358057	143.05069893541503	51.18698600703451	1647.4035524283313	-670.3160741313145	810.5527345141109	2260	3.975484459875376
4.013824697210316	160.8698213791788	35.64662039636096	1565.5482552737515	-639.2877256751935	807.2359084398468	2801	4.0143343713204205
4.053040383484825	201.4717671536017	89.46925401872605	1533.46284776779	-526.3890491574984	837.6378905283873	3509	4.05409254095339
4.092256069759335	168.2759127790812	62.1409995479753	1484.5143249984258	-531.1921486818401	751.4542530296603	4551	4.093138353088614
4.131471756033845	183.11419718996802	64.62160494663698	1404.7594364363565	-500.265919754449	788.8159024341467	6015	4.132343726086449
4.170687442308354	176.98393004784927	85.72175642989714	1337.5842454688084	-478.483500387656	742.1931286651497	7699	4.17140841451285
4.209903128582864	184.40778516650846	87.83614519346065	1278.963471584928	-464.77652321557935	746.9997958294448	10039	4.210634395295588
4.249118814857374	243.77174651256172	117.42283122027948	1240.0174338639429	-393.5804638220088	784.8942738904207	12325	4.24986352942685
