log10[ N([S II]) ]	T1	T2	T3
2.0294117647058822	0.0	0.0	0.0
2.0882352941176467	1635813.90625	0.0	0.0
2.1470588235294117	640542.859375	0.0	0.0
2.2058823529411766	580138.2578125	0.0	0.0
2.264705882352941	3448622.953125	0.0	0.0
2.3235294117647056	6741425.328125	0.0	0.0
2.3823529411764706	15495276.5	0.0	0.0
2.4411764705882355	75247644.265625	0.0	0.0
2.5	173389601.9921875	0.0	0.0
2.5588235294117645	462033740.4765625	0.0	0.0
2.6176470588235294	1170941412.1132812	0.0	0.0
2.6764705882352944	3480487284.1367188	0.0	0.0
2.735294117647059	8479169809.1015625	6841870.0	0.0
2.7941176470588234	12192213540.8125	173264106.875	0.0
2.852941176470588	12252861876.664062	853432553.90625	0.0
2.9117647058823533	13192918600.046875	2035054805.28125	0.0
2.9705882352941178	15041061991.851562	2859439528.59375	3986184.0
3.0294117647058822	16190496200.570312	5120688597.625	34964472.8125
3.0882352941176467	13369567782.1875	8417250895.25	169680609.0625
3.147058823529412	9545054826.742188	10550717158.03125	1026950802.1875
3.2058823529411766	6612972912.015625	15748429818.15625	2387356038.8125
3.264705882352941	3725046856.4375	19890145665.5625	6687600386.5
3.3235294117647056	1539532597.78125	20966608294.625	11002171847.4375
3.3823529411764706	634610399.21875	13942979844.8125	12365226170.25
3.4411764705882355	260787116.8125	9083805664.6875	13911213073.8125
3.5	93756014.3125	5708631677.0	16063669376.875
3.5588235294117645	31538275.875	3251912176.59375	14386450017.6875
3.617647058823529	0.0	1872667595.1875	10216657347.25
3.6764705882352944	0.0	1008537595.1875	7471076722.4375
3.735294117647059	0.0	435172677.0625	6003322651.25
3.7941176470588234	0.0	187220009.875	5250803720.625
3.852941176470588	0.0	20410778.625	4260373341.8125
3.9117647058823533	0.0	10652102.5	3183060938.625
3.9705882352941178	0.0	0.0	1973878750.625
4.029411764705882	0.0	0.0	1201809690.0
4.088235294117647	0.0	0.0	575601329.0625
4.147058823529411	0.0	0.0	241124889.5
4.205882352941176	0.0	0.0	83378847.625
4.264705882352941	0.0	0.0	7379877.5
4.3235294117647065	0.0	0.0	31322492.75
4.382352941176471	0.0	0.0	0.0
4.4411764705882355	0.0	0.0	0.0
4.5	0.0	0.0	0.0
4.5588235294117645	0.0	0.0	0.0
4.617647058823529	0.0	0.0	4036457.6875
4.6764705882352935	0.0	0.0	0.0
4.735294117647059	0.0	0.0	0.0
4.794117647058823	0.0	0.0	0.0
4.852941176470589	0.0	0.0	0.0
4.911764705882353	0.0	0.0	5140475.5625
4.970588235294118	0.0	0.0	0.0
