Count	Y Std	X Center	Y Upper Quartile	Y Median	Y Lower Quartile	X Mean	Y Mean
0	nan	3.6216678344652173	nan	nan	nan	nan	nan
768	0.011906045353861885	3.660883520739727	-0.006709398726726616	-0.02898795162292079	-0.03414720831420717	3.672301024552491	-0.02328151955461819
2816	0.020106192817011866	3.700099207014237	0.01935933057916642	0.0017089287830311505	-0.022533331969182516	3.708191196105176	-0.0007962441354449572
4608	0.023218996380300436	3.7393148932887468	0.015832911535977042	-0.011339156713764008	-0.02354865169478251	3.73989109187253	-0.006907346928420082
6656	0.017465048954447813	3.778530579563257	0.000842031699001665	-0.011910937013956733	-0.023743013409784013	3.778708754595829	-0.010626929360562467
8192	0.023229905295361286	3.8177462658377666	0.014870964893831438	-0.0025075235492615475	-0.018283032276201424	3.8148719569980836	-0.000736546553835208
13824	0.022781708335993855	3.856961952112276	0.011448076853956199	-0.00264644983938719	-0.014586100957216313	3.8571096982457083	-0.0009703074851326996
13056	0.013449001873603896	3.896177638386786	0.010950866051975273	0.0006017416476792517	-0.007232043266351007	3.8969101633454604	0.003110355166891282
15872	0.014041560561168969	3.9353933246612955	0.004463343568024629	-0.0029372957532625118	-0.009945405056951177	3.932387140016624	-0.0025219817491526873
15872	0.013670277641244132	3.9746090109358057	0.010165030988256243	-0.0031767996623670827	-0.008812440388499683	3.9758726845902435	-0.0005976115153289029
16896	0.013472368426868444	4.013824697210316	0.00789286465881389	-0.0011274136558203727	-0.010658796203937733	4.0139243412022205	-0.0010924148012987982
23808	0.013420795743599086	4.053040383484825	0.007866460456286356	-0.00044653633424962937	-0.007296409037689303	4.051140264644394	-0.0009128724572107248
21248	0.01299582544971399	4.092256069759335	0.008779751111826179	0.0006256443721519945	-0.009614644333108633	4.091006649656808	-0.0010510300184208266
23040	0.012042797485195987	4.131471756033845	0.0056143086145202074	-0.000993081353033672	-0.008090312240797376	4.13066256077597	-0.0005677250054104464
32000	0.010636164928397725	4.170687442308354	0.009248489229408472	0.0017380630490149167	-0.0038285145339171356	4.171078574380576	0.0018944224610919203
66816	0.01002276392378765	4.209903128582864	0.005782200207032268	0.0005065220925186667	-0.005168676818788379	4.211410346706059	-8.605392646923325e-05
91904	0.008515043285216713	4.249118814857374	0.006404377047139068	0.001259296954532657	-0.004905005576173233	4.249558992029995	0.0005303863164525175
108800	0.007887840204791415	4.288334501131884	0.004371685590970042	-0.000633366435819151	-0.0058202794421275935	4.28865256006981	-0.0005111423119616196
124416	0.0073102419760634856	4.327550187406394	0.00425137048683319	-0.0006974589775902993	-0.004846434736557565	4.3285821200728405	-0.0002047307733884656
111872	0.007123968702401414	4.366765873680904	0.005188134999058527	0.00015203584549183439	-0.0040289994255191435	4.366715435473029	0.0006147815664940949
