Y Median	Count	Y Std	X Mean	Y Mean	Y Upper Quartile	Y Lower Quartile	X Center
nan	0	nan	nan	nan	nan	nan	2.0294117647058822
nan	0	nan	nan	nan	nan	nan	2.0882352941176467
nan	0	nan	nan	nan	nan	nan	2.1470588235294117
nan	0	nan	nan	nan	nan	nan	2.2058823529411766
nan	0	nan	nan	nan	nan	nan	2.264705882352941
nan	0	nan	nan	nan	nan	nan	2.3235294117647056
nan	0	nan	nan	nan	nan	nan	2.3823529411764706
nan	0	nan	nan	nan	nan	nan	2.4411764705882355
nan	0	nan	nan	nan	nan	nan	2.5
nan	0	nan	nan	nan	nan	nan	2.5588235294117645
nan	0	nan	nan	nan	nan	nan	2.6176470588235294
nan	0	nan	nan	nan	nan	nan	2.6764705882352944
nan	0	nan	nan	nan	nan	nan	2.735294117647059
nan	0	nan	nan	nan	nan	nan	2.7941176470588234
nan	0	nan	nan	nan	nan	nan	2.852941176470588
nan	0	nan	nan	nan	nan	nan	2.9117647058823533
nan	0	nan	nan	nan	nan	nan	2.9705882352941178
9454.288460324182	4	0.0	3.0586347422796694	9454.288460324182	9454.288460324182	9454.288460324182	3.0294117647058822
9347.877439972477	24	1136.7126129313317	3.0954654068082696	9194.87976188019	10321.353858489776	7956.281172075045	3.0882352941176467
8897.082855117882	109	1076.9801215981809	3.1512090319738224	8827.37086531163	9575.485114096324	8252.552609825298	3.147058823529412
9097.713321321316	527	991.9666590011157	3.2134385125700113	9022.926997526925	9800.244521493794	8507.104572438124	3.2058823529411766
9304.349106135978	1781	855.1289726983488	3.270467427927894	9300.014700815811	9812.974671376514	8825.142321594523	3.264705882352941
9350.866392759935	3552	790.6331551195635	3.3269696885257933	9336.580065136262	9826.949874995778	8831.894074755435	3.3235294117647056
9521.363109241838	5261	752.5652027032686	3.384048715584686	9498.080101944726	9988.814254515923	9010.67870581887	3.3823529411764706
9609.516210036467	6418	701.7699952572963	3.441869112377339	9603.02321640519	10040.321489524806	9170.879194528545	3.4411764705882355
9716.951618768002	6948	653.2004459725906	3.4996461135959995	9707.524927490062	10136.141311770429	9308.303450649875	3.5
9815.391002320272	6085	616.0844600362816	3.558177894565968	9814.044949391651	10226.129272408465	9431.326843785946	3.5588235294117645
10007.466687154263	4935	616.7482444625676	3.617087778203681	9975.611498843822	10376.107595593952	9600.85335244188	3.617647058823529
10165.448725814094	4182	602.1347735298571	3.676207423410982	10154.51195783743	10562.588471248338	9770.251626297812	3.6764705882352944
10327.054596959677	3349	563.2897760544028	3.7349418734575375	10350.613447430187	10709.327951445333	9996.39307906201	3.735294117647059
10404.994137883607	3345	563.0276687190278	3.7938125378828236	10462.132599640116	10784.59972229762	10101.456210972536	3.7941176470588234
10521.418637288098	2676	643.596730308843	3.8522851744431597	10612.83244626684	10953.756948008991	10172.991496961566	3.852941176470588
10734.452061647946	2483	639.7722067715279	3.9106427906603143	10794.991245704843	11139.300910850774	10373.598326151172	3.9117647058823533
10866.008991409863	1965	656.6770237073382	3.9682788747027424	10961.906518205627	11328.784902979354	10513.531260604359	3.9705882352941178
10969.467589837548	1406	670.5552820969517	4.028039553027334	11024.275442029959	11420.529344952907	10582.612536480461	4.029411764705882
11014.49326564009	851	548.8459823356322	4.084024467179673	11090.385059782338	11462.689437753907	10703.267158587212	4.088235294117647
10882.623199327598	524	655.8406496099179	4.142630265072243	10994.423552582599	11463.20598822632	10502.75329970834	4.147058823529411
10915.002901473219	316	589.6555979787227	4.200396502030291	10952.668261552291	11323.67573658565	10500.03430986629	4.205882352941176
10818.296517886749	172	628.8149971715745	4.267893032056618	10790.602697180018	11237.79108987892	10288.62959392852	4.264705882352941
10700.967721802352	60	587.4703842020504	4.333198408669312	10679.806005404049	11109.689090588112	10117.442456130095	4.3235294117647065
10133.091048950602	40	646.0910024157454	4.38674975088585	10217.83751795951	10582.15102414745	9763.604767568435	4.382352941176471
9939.542123254854	24	530.0601222529104	4.423243848131782	10097.269528348299	10677.042052569053	9629.060277788702	4.4411764705882355
9755.923740763963	16	273.35146032971346	4.499714403832444	9910.94651468087	9918.861201306014	9748.00905413882	4.5
9061.358670463156	8	114.17293568528021	4.5611690302414	9061.358670463156	9175.531606148435	8947.185734777875	4.5588235294117645
7204.118113036342	4	0.0	4.637579737303151	7204.118113036342	7204.118113036342	7204.118113036342	4.617647058823529
nan	0	nan	nan	nan	nan	nan	4.6764705882352935
nan	0	nan	nan	nan	nan	nan	4.735294117647059
nan	0	nan	nan	nan	nan	nan	4.794117647058823
nan	0	nan	nan	nan	nan	nan	4.852941176470589
nan	0	nan	nan	nan	nan	nan	4.911764705882353
nan	0	nan	nan	nan	nan	nan	4.970588235294118
