log10[ N([Cl III]) ]	T1	T2	T3
2.0294117647058822	1500768.48828125	817685.9609375	0.0
2.0882352941176467	2455500.7216796875	1638025.15625	602485.578125
2.1470588235294117	4830881.2451171875	1801944.125	0.0
2.2058823529411766	2526934.9765625	2415397.60546875	0.0
2.264705882352941	2709862.125	3502380.76953125	0.0
2.3235294117647056	6050722.26953125	4109461.490234375	0.0
2.3823529411764706	7276977.119140625	3361190.6640625	581037.98828125
2.4411764705882355	6099574.203125	4267242.390625	0.0
2.5	7735073.4453125	8004097.2421875	0.0
2.5588235294117645	8410744.731445312	5715894.74609375	615636.2109375
2.6176470588235294	14823657.91796875	7955220.814453125	1073409.849609375
2.6764705882352944	11905460.412109375	11783352.015625	679824.8671875
2.735294117647059	16824008.200195312	12654218.74609375	0.0
2.7941176470588234	15641287.74609375	10226852.6796875	670361.296875
2.852941176470588	18619034.61328125	11926100.55859375	1168049.72265625
2.9117647058823533	25788790.2265625	16646505.291015625	3835643.5078125
2.9705882352941178	28957635.53515625	21416623.397460938	1236254.234375
3.0294117647058822	33046386.900390625	22387709.677734375	3875242.2890625
3.0882352941176467	30667114.86279297	31279224.5234375	1244477.1015625
3.147058823529412	38591646.028808594	23067886.115234375	7069018.91796875
3.2058823529411766	38528403.12109375	31713920.473632812	3568283.796875
3.264705882352941	51960729.712890625	43301305.703125	6948405.7578125
3.3235294117647056	49738532.77636719	55350289.953125	6486254.8154296875
3.3823529411764706	64682830.056152344	54903721.015625	11778501.5703125
3.4411764705882355	74285516.7734375	67298982.2709961	19367949.01171875
3.5	79032914.92773438	85669269.3125	20576848.883789062
3.5588235294117645	82067519.80419922	86479447.34179688	29649255.55078125
3.617647058823529	91299152.85351562	84958211.45019531	53649330.896484375
3.6764705882352944	98508563.2368164	111250230.98046875	68877234.22363281
3.735294117647059	86453342.69335938	110959929.6015625	83095840.60644531
3.7941176470588234	87572799.77490234	115474448.38085938	97241173.33984375
3.852941176470588	97305798.40136719	92576932.74609375	99858375.91796875
3.9117647058823533	79494933.86767578	94441814.56835938	110474329.39453125
3.9705882352941178	77689135.17529297	99267140.0991211	106551912.03710938
4.029411764705882	76963402.16357422	94120559.67089844	167398139.6875
4.088235294117647	63211005.0546875	75918744.10742188	132377369.95507812
4.147058823529411	54136031.2265625	70025401.57128906	133895265.60546875
4.205882352941176	53446242.17285156	60742698.479003906	93520823.12988281
4.264705882352941	48175549.34277344	53891439.30786133	91366700.92578125
4.3235294117647065	33987644.08203125	39630740.704589844	88562316.32324219
4.382352941176471	30311410.236816406	25687917.044433594	82485726.40917969
4.4411764705882355	23141721.232177734	27443097.959960938	65016907.80175781
4.5	25802509.438476562	24557953.880859375	55053315.369140625
4.5588235294117645	20553774.836914062	16328737.136230469	40136825.3046875
4.617647058823529	15472162.333007812	18056594.43408203	38480488.50390625
4.6764705882352935	12453973.514648438	12421597.357910156	24297748.9296875
4.735294117647059	9137339.569335938	9308905.518554688	29366708.453125
4.794117647058823	7667113.611328125	8383436.9453125	24095409.826171875
4.852941176470589	6129080.544921875	7419867.26171875	10965905.052734375
4.911764705882353	7163903.60546875	7510519.334472656	8987275.90234375
4.970588235294118	6642664.8837890625	3067204.685546875	10519729.177734375
