[S II] log10 (N' / N)	T1	T2	T3
-1.4705882352941178	0.0	0.0	0.0
-1.4117647058823528	0.0	0.0	0.0
-1.3529411764705883	0.0	0.0	0.0
-1.2941176470588234	0.0	0.0	0.0
-1.2352941176470589	0.0	0.0	0.0
-1.176470588235294	0.0	0.0	0.0
-1.1176470588235294	0.0	0.0	0.0
-1.0588235294117647	0.0	0.0	0.0
-1.0	0.0	0.0	0.0
-0.9411764705882353	0.0	0.0	0.0
-0.8823529411764706	158933.09770927206	0.0	0.0
-0.8235294117647058	0.0	0.0	0.0
-0.7647058823529412	171517.34860203852	0.0	0.0
-0.7058823529411765	0.0	0.0	377469.7826945563
-0.6470588235294118	0.0	0.0	2079096.0126814386
-0.5882352941176471	0.0	276407.7469122914	1161515.66380462
-0.5294117647058824	0.0	538171.7227952003	1520362.1777931775
-0.47058823529411764	512425.6886545693	826612.2031241502	3026631.1901306757
-0.4117647058823529	1139672.6189344767	2899042.7339688144	7685573.824765132
-0.3529411764705882	4781950.824509694	4518814.3055048715	13585433.255488448
-0.2941176470588235	16146439.918142157	13268907.952264883	31444944.411207415
-0.23529411764705876	51976342.41584837	56845783.28394374	73398105.6704423
-0.17647058823529405	182663544.78728333	188277619.95545405	210393119.13812616
-0.11764705882352944	445728349.38295954	509328437.79680204	493032128.0275077
-0.05882352941176483	807381429.2447096	894870863.7614392	790945190.9462422
-1.1102230246251565e-16	963934557.1514155	969711472.330445	880241837.9199296
0.05882352941176461	752299304.6578549	753885781.8501257	641562241.9784617
0.11764705882352933	440846802.4311472	404300208.7295356	398072415.5547765
0.17647058823529405	206654187.57938486	197512519.64752132	218004198.24017933
0.23529411764705876	95869325.79360342	88572313.16422224	116124721.4811397
0.2941176470588235	42933654.632873215	45269768.65402866	67044170.47162299
0.3529411764705882	17948932.738088254	22032166.065408897	32986310.564420786
0.4117647058823529	12706803.631310023	8865466.426318666	20307303.18122433
0.47058823529411764	7517817.437113442	8645649.006002693	19107823.976606958
0.5294117647058822	3852568.323781877	5876094.312582153	10866369.717477428
0.588235294117647	3312479.0920903548	2248873.8635537536	9214924.518536774
0.6470588235294117	2004223.18169295	2537129.468767097	6842455.947900825
0.7058823529411764	1077447.3091632905	1931591.3598178525	6270930.359821001
0.7647058823529411	1135874.107846521	1462607.101504418	5537337.423164311
0.8235294117647058	714176.7738698196	1188572.385956422	1088352.0162952887
0.8823529411764706	247457.9357022549	765960.6553482437	1380553.7446144673
0.9411764705882353	112827.4940647735	839554.797273455	695173.35933447
1.0	496995.48399354564	653901.0530205171	1096640.5915058414
1.0588235294117647	170891.14995207608	0.0	0.0
1.1176470588235294	154518.44685719756	0.0	0.0
1.1764705882352942	294610.7026449349	243887.86928817595	0.0
1.2352941176470589	0.0	0.0	0.0
1.2941176470588234	0.0	0.0	0.0
1.352941176470588	0.0	0.0	0.0
1.4117647058823528	0.0	0.0	0.0
1.4705882352941175	0.0	0.0	0.0
