Y Std	Y Mean	Y Lower Quartile	X Center	Count	Y Median	X Mean	Y Upper Quartile
0.0	1398.333588682326	1398.333588682326	3.6216678344652173	64	1398.333588682326	3.6401159167565926	1398.333588682326
202.4084625730837	38.95219052654352	-33.17182021417352	3.660883520739727	256	92.57131744269009	3.657769998872894	164.69532818340713
664.0103338496341	364.55867337828244	-52.76283040554881	3.700099207014237	832	295.225761581155	3.698988563165028	847.0379009522512
666.6449622774039	41.29669837787027	-403.4502997723521	3.7393148932887468	1152	-159.0945969038744	3.744489882035717	282.4824636054873
1285.2432474698946	-153.65146583837935	-267.52015311008745	3.778530579563257	1856	-60.29650410630802	3.783419041025263	271.8868338733709
696.6432319292111	45.46094939519319	-231.82587984532802	3.8177462658377666	2240	3.590579624155282	3.8178930476768205	211.75694314927932
729.3024545928874	114.71524870335237	-265.3563313525383	3.856961952112276	2880	80.40938236246802	3.8589700126582693	416.6917973289137
917.9295260609537	390.7277313541286	-122.91860800064387	3.896177638386786	3264	133.57786662503895	3.895552405693344	470.1983015658225
559.1634576209105	135.21369203874355	-155.77196745313358	3.9353933246612955	4032	40.2843124983674	3.935610579605105	259.98372771562026
538.921853023701	133.8760621809605	-125.75741735352221	3.9746090109358057	4160	61.729461182157564	3.977202565726754	250.39324207377388
595.9229807796214	104.61058545831216	-169.89393455966092	4.013824697210316	6208	4.2330062440696565	4.01299241307538	222.5323634497427
654.0358447261541	171.7675179061794	-71.99931906685379	4.053040383484825	7104	97.54303038469334	4.050998923864865	353.71070949274053
591.9831351023571	57.466495114219924	-160.5947652598843	4.092256069759335	8640	-10.708787136845785	4.092468761647206	142.5678340776103
441.4619789296829	115.93103637594264	-99.90237455995793	4.131471756033845	10368	20.76822326625779	4.132796266298408	200.26770698954715
576.8444896328525	31.212323966221305	-108.82883746374773	4.170687442308354	18240	-5.230920658125797	4.173402794973225	98.44068987980427
355.938563166711	36.13325513151977	-100.30668498836349	4.209903128582864	33216	-6.135832270963874	4.2114886182802245	98.5628777865495
447.42377827680644	42.44617215291218	-73.70358714064696	4.249118814857374	55488	7.598417576166867	4.249729358490722	91.55261243216864
