Count	Y Upper Quartile	Y Median	Y Std	X Center	Y Lower Quartile	Y Mean	X Mean
0	nan	nan	nan	3.6216678344652173	nan	nan	nan
0	nan	nan	nan	3.660883520739727	nan	nan	nan
0	nan	nan	nan	3.700099207014237	nan	nan	nan
0	nan	nan	nan	3.7393148932887468	nan	nan	nan
8192	79.43153824129695	-17.319242223896254	96.75078046519319	3.778530579563257	-114.07002268908946	-17.319242223896254	3.7751522421228874
4096	34.17641798041586	34.17641798041586	0.0	3.8177462658377666	34.17641798041586	34.17641798041586	3.805779385926591
4096	-7.934175553798923	-7.934175553798923	0.0	3.856961952112276	-7.934175553798923	-7.934175553798923	3.8543013012767067
16384	216.7517737224755	12.02526228517172	314.82324060308844	3.896177638386786	-32.65992412418723	172.06658731311654	3.8955585210408223
4096	4.817191813422141	4.817191813422141	0.0	3.9353933246612955	4.817191813422141	4.817191813422141	3.943792311111743
16384	-10.526211666679728	-41.70664010142809	34.305801246322225	3.9746090109358057	-66.27978110552135	-35.09935267077299	3.9651901787349937
24576	4.876120624617215	-11.935134460899462	134.3238843185218	4.013824697210316	-38.43343498252398	25.128576638153692	4.011827115760865
16384	19.06331858806584	16.210956090521904	7.896482525295998	4.053040383484825	10.85344476992691	13.705807267470846	4.058539776741485
16384	6.274085942410238	-1.1674654810117318	7.754759064562732	4.092256069759335	-8.430864190552938	-0.9893127671309685	4.089133275196849
32768	7.162632404540545	-13.05484849195318	27.182038620254684	4.131471756033845	-24.973652944259584	-5.1962512222030455	4.138342765280723
28672	20.04195760886705	0.7323206091778047	38.31861581040292	4.170687442308354	-12.554462162590426	-2.2336606408671287	4.175002067678371
77824	20.397307949025162	1.9808916148622302	21.542588049962177	4.209903128582864	-11.182740112980355	2.4667879111686104	4.210288425355801
110592	12.864204802551285	0.7437421974173049	17.700830887593103	4.249118814857374	-7.95175169855429	5.036377567328061	4.250928681514109
114688	10.287249251068715	0.5992153936858813	15.513452550021317	4.288334501131884	-10.186426277940882	-0.7636286644391086	4.28761997795826
118784	4.039951756918526	-0.9787515345533393	9.428582228770154	4.327550187406394	-7.565004663642867	-1.3088693875828352	4.329858445296539
