X Center	Y Std	Y Median	Count	Y Upper Quartile	Y Lower Quartile	Y Mean	X Mean
3.6216678344652173	1759.036342487135	-178.85689669576004	361	795.0307079337654	-1071.8594264159447	-90.61090353322469	3.6230642760796425
3.660883520739727	1857.3866234956074	-209.43890438247217	436	806.4796477023165	-1137.205544798422	-152.27769099969584	3.6619483796944157
3.700099207014237	1793.8831810219206	-36.04292891095466	489	894.596986052924	-972.264768610863	62.966777640715726	3.700167356657424
3.7393148932887468	1835.6717935362262	-40.400995312574594	575	836.1415374011353	-1016.0916786205539	7.216689786276623	3.7410888709669923
3.778530579563257	1646.8364140229614	44.4563681524273	735	916.4587047652717	-795.1926639724479	117.69216039953815	3.7793241756513507
3.8177462658377666	1758.2054452772036	15.82352163246469	919	898.5931448891602	-840.3856114221139	100.93345179227501	3.818898958086217
3.856961952112276	1756.1077710574343	51.7431915608819	1100	827.5054259710259	-769.9322898383448	81.7811606408771	3.8575191640550126
3.896177638386786	1624.878976126039	46.27688317316429	1357	809.9502994940794	-725.2948370561917	108.69028160099005	3.897013122880663
3.9353933246612955	1644.6847485530698	37.958670664093006	1703	920.9556406979273	-630.4302124656697	169.770357465144	3.935816935591616
3.9746090109358057	1598.319969032828	38.45618595398403	2245	836.7245514519091	-661.281526525534	132.7237165082063	3.9759312934937965
4.013824697210316	1595.6198794157056	59.13650069165669	2795	872.6579445460302	-629.1143219404003	170.745633775027	4.015107960872326
4.053040383484825	1542.4263420840953	51.39286648088947	3628	777.5909063710296	-558.1586621260578	131.55222952759405	4.054055290018894
4.092256069759335	1447.132829032128	55.91314656037969	4473	762.336105815265	-525.5372904219175	194.41493702913394	4.0928561644676185
4.131471756033845	1358.6323635604406	65.47659892685965	5957	757.532632630061	-497.75248055832617	203.33939719650985	4.132227330589873
4.170687442308354	1330.5035836089567	77.04757047098792	7752	742.2121539422035	-497.6107551949792	170.83476865705603	4.171603567118832
4.209903128582864	1290.3885642838864	101.95201851813272	9829	769.1460254503672	-436.9661981374802	212.63429205853714	4.210546655882733
4.249118814857374	1229.6109603514435	113.69536478665813	12338	773.5790466103076	-393.4692432917361	228.0702881485225	4.249698014079889
4.288334501131884	1218.3561338615905	120.1944402262906	15196	791.364667616614	-378.6057202429422	248.89819000048354	4.288918519452682
4.327550187406394	1177.5455509294495	142.90603613168287	18196	800.4918017155196	-343.3623330386124	283.56845856259685	4.3279916649226715
4.366765873680904	1163.3300399044526	145.47023222480948	20815	809.9016805083852	-314.5960859965603	305.065852377673	4.367137463374049
4.405981559955413	1118.6937247223148	148.54346191158766	22515	768.3933488977273	-300.18838601526613	284.88775132372217	4.406148866991044
4.445197246229924	1093.728255754759	148.37405065644452	24013	772.2579718200286	-289.19065385895374	295.8552234096624	4.445540880060226
4.4844129325044335	1075.0696081684473	147.60185028466367	25100	757.1920309289992	-277.73992343847726	305.92916357548813	4.484461874059162
4.523628618778943	1032.229129895017	140.78298197818276	25133	729.0505055132271	-265.6133902034999	300.26559670015666	4.523643812237757
4.562844305053453	995.3026638561117	145.06287717420355	24998	713.208589632713	-235.45924730266597	309.6664362089697	4.562847262944224
4.6020599913279625	978.0594337117111	133.56154586561752	24676	662.1193682699388	-236.20942858665512	291.456768008153	4.601941131832403
4.641275677602472	951.3632533093244	127.09750089984118	23131	631.4050346799349	-221.31400925215758	284.25817501078524	4.641024355611095
4.680491363876982	914.4584503439015	110.4729860225325	21281	588.3413062119016	-218.51948533559153	268.1186872753039	4.6802994345140485
4.7197070501514915	886.0517900963381	94.67154844920697	20599	529.3611122479665	-223.10326079064544	234.61782325832664	4.719749658440585
4.758922736426001	845.6694903240729	78.51437918808006	20779	485.7260594501154	-231.9038667675818	227.2275580609192	4.759153186187249
4.798138422700512	817.9055879087651	69.18539522675746	22741	440.19877022644414	-217.48659382378264	208.7464512613098	4.798486696335687
4.837354108975021	770.0612852123265	56.636727692641216	25278	394.3927754234019	-212.52215849345203	181.68446702406652	4.8376897663398095
4.876569795249531	725.5432896023635	51.51701996203883	28179	354.4090798754132	-205.58805228481407	161.23523621385712	4.876929977416313
4.915785481524041	709.3808699592227	43.968770174158635	31815	332.09926798617727	-200.07029283235025	150.04504103572495	4.916106800453533
4.955001167798551	704.2043610630029	41.33562628621803	33971	308.67535584719917	-195.56103732279098	132.21411915332212	4.955049498951652
4.994216854073061	663.5177829131223	29.30818088918386	35718	277.84091721059855	-195.47575964237376	108.9978867890092	4.994435907773073
5.033432540347571	625.0623733935387	20.129409685924657	39588	254.0394228768223	-186.90005412488995	90.63693146968129	5.033749215022444
5.07264822662208	598.3944986282416	20.8003272783144	41175	241.61484508064768	-177.65920991156645	84.7882233670342	5.072655082369304
5.11186391289659	579.0196583056536	15.064181931028997	39870	218.95240743285194	-170.76647063908922	70.24179639783324	5.111690212533067
5.1510795991711	554.4429482403295	10.72265722464951	38604	201.8707234064412	-166.55200641915008	52.35740412346563	5.151052775810322
5.190295285445609	537.4260920875649	12.533117495358056	35513	192.76979325969296	-158.9369862663316	45.476785164262	5.189886584032269
5.229510971720119	522.1870889064949	11.939574758912386	30551	186.00224748653682	-154.94537743193632	40.90969437893221	5.229019493929085
5.268726657994629	504.2371990931642	14.138807524230288	25014	181.41093188906507	-145.12532692208492	34.36617781831874	5.2678347441749365
5.307942344269139	521.9641985072457	14.08455552851592	17993	173.38663436881143	-143.6495630753434	24.0703321658679	5.3066643295147875
5.347158030543649	514.4407015253412	9.607009948838822	13259	168.13288798960673	-146.5373914485781	15.154407693473855	5.346460685062835
5.3863737168181585	544.8817622618341	7.776766114877319	10712	161.42538172238892	-143.307519067226	15.63837415056654	5.38574420400635
5.425589403092668	507.67655487572733	8.409928530720208	8076	157.25915366426807	-135.96083041112433	13.982823015361173	5.4245562681771595
5.464805089367179	513.1564726121593	17.92116440168502	4735	161.56064347991014	-128.2024037361689	16.156707782130784	5.462767948667136
5.504020775641688	517.6796563979897	18.34281975281374	2155	164.8968323273184	-134.5433427773023	10.9411286509771	5.500813331810466
5.543236461916198	514.4017051372396	37.23593396842807	637	189.10141577611648	-109.26191408384693	19.892409500939074	5.538905660279458
5.582452148190708	627.510222830065	5.813467501240666	190	245.54617290671695	-154.7807986667792	17.977247151717556	5.580093147867187
