Y Median	Y Upper Quartile	Y Lower Quartile	Count	X Mean	Y Std	X Center	Y Mean
8486.701219756042	8656.289146073566	8009.7183025520635	7168	2.8108092422013278	278.7139752718587	2.8075630150895257	8408.916857513103
8729.907342740542	8812.875655292954	8322.007358018214	5120	2.8632222817376154	339.3566723317087	2.8663865445012906	8568.000137157014
8506.940299100119	8631.660677617207	8372.367032670221	15360	2.925795937684957	334.2341934175028	2.925210073913055	8500.435113380383
8638.907677673827	8967.746591930681	8470.27482068168	14336	2.985545609334154	366.1060104288769	2.9840336033248196	8744.602755602285
8929.0867937828	9048.442345348405	8643.415446279176	33792	3.0405175622204	408.79050848077856	3.0428571327365845	8911.219231185467
8931.857892118203	9265.913993969922	8659.422726854827	32768	3.100804350129448	426.31882224723336	3.1016806621483495	8920.018810260925
8834.207728363692	9007.855057127086	8596.326304302687	33792	3.1629756161146156	351.45063380813656	3.160504191560114	8865.499198426856
8900.000885957263	9227.95628132542	8677.930370271159	34816	3.218900628678158	342.8995529294483	3.2193277209718785	8905.778434244707
8802.025373463453	8979.232605856536	8598.212485090748	55296	3.281222642808397	318.2069997594083	3.2781512503836434	8835.369500547498
8788.267925171374	8933.200489167786	8650.095745992778	58368	3.3400333053098312	238.44355965788125	3.3369747797954084	8802.78766835818
8846.314995669114	9026.584499218941	8733.665471770357	87040	3.397427442060434	231.2571855242471	3.395798309207173	8873.425399884269
8829.839238233872	9016.61429874573	8676.976719834485	96256	3.4550489552929773	278.0864325431813	3.4546218386189373	8835.396914067229
8790.120603027925	8988.193295323223	8465.762335234516	106496	3.5128498075574948	419.67291218379415	3.5134453680307023	8716.728410036168
8800.140756865889	8966.38797264714	8153.975139601085	166912	3.5740641966761784	467.2813844064382	3.5722688974424672	8628.168050103866
8499.087567696015	8916.521262577737	8208.279061903348	152576	3.6298814572809976	420.4887003139619	3.6310924268542317	8578.029807479388
8702.63543805995	8997.863670269871	8413.396066909812	140288	3.6907934698802793	389.9375525118021	3.689915956265996	8697.93063474437
8806.886891439462	8994.205384439434	8483.46934046626	139264	3.7484865941418115	384.3591484295279	3.748739485677761	8733.400080735597
8822.475206230536	9014.714433154539	8541.901362648383	140288	3.8089555254417413	374.0718759272669	3.807563015089526	8743.35050972278
8992.848559829683	9126.400911409524	8704.152771102796	112640	3.8654777745676787	374.2445925897213	3.8663865445012906	8881.519109655594
9034.163661447305	9219.135540808253	8862.484891447877	116736	3.926774601852775	396.688432191847	3.925210073913055	8973.439981510832
9087.558155119132	9206.456214450858	8927.726779823364	136192	3.9860351827701073	354.40559624469057	3.9840336033248196	9044.969045801661
9200.74445518916	9384.127881005425	9069.057794509019	144384	4.042523020359858	289.31429577062033	4.042857132736584	9200.944357377673
9275.607941033302	9350.96020249661	9131.909295137704	146432	4.0989829365451875	262.89491886872565	4.1016806621483495	9231.349302586284
9350.21582132882	9562.648505571795	9141.792051989998	93184	4.158343599167439	302.04046571499276	4.160504191560114	9324.675915309404
9489.492941880166	9659.927509196676	9255.524938945973	116736	4.217462635756705	400.2712887174626	4.219327720971879	9464.765717623022
9468.277601572745	9665.860566432428	9165.137467844748	83968	4.27349816070393	364.4909680440965	4.278151250383644	9429.32388552941
9651.153357387973	9798.00278423976	9324.26828548684	66560	4.336294027908822	353.0561542459122	4.336974779795408	9574.815730193313
9657.894528957155	9975.396964220661	9451.344316183395	60416	4.398776754857767	406.6966210244182	4.395798309207173	9677.515582644191
9627.156822299623	10129.613733098251	9106.706151133993	45056	4.455864210183678	632.0928151253445	4.454621838618937	9651.377452898472
9617.337288551538	9956.075745459202	9206.056133246337	36864	4.507866838083378	469.30582178514794	4.513445368030702	9631.726475367617
9848.830041538338	10282.442238949301	9259.365821669506	22528	4.578431122488265	555.9754966472638	4.572268897442467	9843.858186906875
10383.025848719004	10727.86575519709	9599.471224742214	28672	4.6318039399683695	639.5909741001161	4.631092426854232	10166.202997270722
9302.14949480592	10142.43587434764	9203.030209957922	21504	4.694846185327499	731.5639207787909	4.689915956265997	9691.67727934169
10543.594157174603	10805.427159401179	10501.901732959388	9216	4.7605094966706325	588.153593941626	4.748739485677762	10515.71330393827
10156.648939969458	10520.217193859191	9839.812431191294	11264	4.802799820052599	544.9324980970868	4.807563015089526	10142.850013728103
10567.22473866124	10906.264321294093	10338.033460612694	6144	4.860334670730315	527.5367745926659	4.866386544501291	10719.892558908246
10608.191184079104	11179.740183889886	10230.843286316214	5120	4.916996883301307	589.2241431185272	4.925210073913055	10797.946301442422
11208.784708995892	11271.57895819049	11145.990459801296	2048	4.971092082886559	62.79424919459688	4.98403360332482	11208.78470899589
11437.218847381935	11527.150891042937	11347.286803720934	2048	5.035545688954203	89.93204366100146	5.042857132736584	11437.218847381931
11471.569887922815	11471.569887922815	11471.569887922815	1024	5.085948146038584	0.0	5.1016806621483495	11471.569887922815
nan	nan	nan	0	nan	nan	5.160504191560115	nan
nan	nan	nan	0	nan	nan	5.219327720971879	nan
nan	nan	nan	0	nan	nan	5.278151250383644	nan
nan	nan	nan	0	nan	nan	5.336974779795408	nan
nan	nan	nan	0	nan	nan	5.395798309207173	nan
nan	nan	nan	0	nan	nan	5.454621838618937	nan
nan	nan	nan	0	nan	nan	5.513445368030702	nan
nan	nan	nan	0	nan	nan	5.572268897442467	nan
nan	nan	nan	0	nan	nan	5.631092426854233	nan
nan	nan	nan	0	nan	nan	5.689915956265997	nan
nan	nan	nan	0	nan	nan	5.748739485677762	nan
