[S III] Delta T	T1	T2	T3
-4901.9607843137255	19126277.333372746	17612436.935654823	0.0
-4705.882352941177	14282867.993744701	14046658.19796022	18472604.72552324
-4509.803921568628	0.0	17206526.747115582	15738319.286094029
-4313.725490196079	0.0	0.0	40545313.773482606
-4117.64705882353	4550630.953220395	0.0	0.0
-3921.5686274509803	0.0	0.0	13067097.46332447
-3725.490196078431	0.0	0.0	17126171.312543735
-3529.411764705882	11407411.226805856	0.0	9008961.384769205
-3333.333333333333	0.0	0.0	0.0
-3137.254901960784	5297102.879631947	10758552.066444986	34574053.32254202
-2941.176470588235	16685912.92695165	17528935.91514662	13979971.28815757
-2745.098039215686	4896069.475130033	0.0	0.0
-2549.0196078431372	0.0	13836850.547685161	0.0
-2352.9411764705883	0.0	19468169.15823615	14253333.812333396
-2156.862745098039	0.0	34751416.79812097	0.0
-1960.78431372549	10311467.35783033	1669476.3133996741	59328466.62674982
-1764.705882352941	13209023.095909894	0.0	15054139.067284258
-1568.627450980392	13158417.684200639	6679885.878516784	12257097.657985324
-1372.5490196078429	14393287.282827228	16481895.810581911	29220901.698242918
-1176.4705882352937	9507635.065284295	26581406.355605382	43217308.55112289
-980.3921568627447	13736646.3896739	30804521.826656736	66276983.02427791
-784.3137254901958	68008743.6010671	172329587.26247102	101394784.16614652
-588.2352941176468	344747432.5719316	266978979.03345135	411781830.042665
-392.1568627450979	1474734641.1533566	891048438.250811	954061760.4034079
-196.07843137254895	6885215540.8054695	6271033206.316637	5500985155.36667
0.0	12907572485.711773	15836124932.638638	15656672019.659903
196.0784313725494	6190046722.82814	6068111105.0438385	5842258618.773214
392.1568627450988	1153195236.7794373	814383097.8484346	628930407.0736978
588.2352941176478	338008804.5441429	132964672.22530232	248617416.32762137
784.3137254901967	165740732.08738187	66500706.478936374	58501657.90169324
980.3921568627457	120422034.83506325	82333584.1660324	38981723.13383151
1176.4705882352946	88859873.39914843	28395035.333037008	11545511.72496622
1372.5490196078435	55344128.4214426	22195887.523735348	49035025.22434482
1568.6274509803925	44387060.26350422	12953079.080664918	2942035.2681791373
1764.7058823529414	41038613.3009897	23817976.933614414	29638401.521357726
1960.7843137254904	7271796.977541038	0.0	13343522.528816167
2156.8627450980393	18921749.971532978	28881471.8695707	14090013.910630662
2352.9411764705887	14225125.745918507	9485601.782025611	14896416.00324006
2549.019607843138	15256856.981881294	0.0	26225520.75865661
2745.098039215687	9426176.967586003	6452522.03635954	32105990.08568745
2941.176470588236	5177881.190723435	31636226.62528146	0.0
3137.254901960785	16151947.631518953	30569472.821176343	0.0
3333.333333333334	9626137.835108591	9163912.790872883	15637346.390337572
3529.411764705883	5782257.240137467	6676896.180385105	0.0
3725.490196078432	0.0	0.0	11270112.369786296
3921.568627450981	0.0	0.0	0.0
4117.64705882353	3574668.542750097	0.0	11694195.87084081
4313.725490196079	5927659.137380836	0.0	11482022.328912407
4509.803921568628	0.0	9562374.628645094	0.0
4705.882352941177	0.0	0.0	12688924.37508534
4901.9607843137255	4631041.68150292	11039546.243086865	42659269.50906454
