Count	Y Median	X Center	X Mean	Y Lower Quartile	Y Upper Quartile	Y Std	Y Mean
923	0.004520362951263114	3.6216678344652173	3.6222641647763245	-0.11769375073536326	0.14751374361678615	0.2368043998541447	0.018318251103010694
1079	0.001650212195641244	3.660883520739727	3.661290009525847	-0.1311452653661218	0.1258315841787303	0.2381696538611546	0.0008517503207727132
1316	0.0035602693425922645	3.700099207014237	3.700840064330806	-0.13656262888706694	0.14439708808743096	0.24437271207672495	0.004042105704190465
1641	0.014708062850100371	3.7393148932887468	3.740065410381776	-0.11731153133252589	0.13725422046668442	0.23503861546465127	0.010528130640645315
2040	0.004503857980638019	3.778530579563257	3.7790632015679626	-0.1281635172688604	0.1378451174788746	0.24217476232826626	0.007682466668523319
2510	0.011754238563845415	3.8177462658377666	3.818650397007309	-0.11151060872469136	0.12560258090599627	0.2214872103424623	0.012309347946610835
3361	0.010129500689870036	3.856961952112276	3.8578622743890327	-0.10561607075889244	0.12534834399063355	0.2226999242101219	0.015050267215859059
4135	0.008461918660715094	3.896177638386786	3.89676680519595	-0.10346280512355222	0.1258938187002292	0.2199882342317131	0.012722567761831942
5210	0.009089312265508707	3.9353933246612955	3.936236043509627	-0.10217474398553206	0.11881222948662518	0.20915714359074575	0.009155847258334161
6684	0.007539341280089259	3.9746090109358057	3.9753924199916337	-0.09875540004051997	0.1157440035633753	0.19975428450772795	0.00818589504532394
8722	0.007270645902514725	4.013824697210316	4.014869985016662	-0.10091004369964765	0.10762857068814549	0.1952846862974902	0.007372009944146121
11485	0.006115329603842321	4.053040383484825	4.053870544694764	-0.09140151572756668	0.1035656296114449	0.1845306130424019	0.007560272742858542
14961	0.004794313285168465	4.092256069759335	4.093238841075408	-0.08909888865286586	0.09904700729149685	0.175321431930299	0.006630258611425039
19807	0.00547062233970852	4.131471756033845	4.132383031374507	-0.08456409557593947	0.09621675480204162	0.16579449989762862	0.006605919852081923
25728	0.00653891420510999	4.170687442308354	4.171590314005091	-0.0813027552087764	0.09110375956896063	0.15835425631084238	0.005859983734993083
34080	0.0050774667883465964	4.209903128582864	4.210788042828607	-0.07837437479382202	0.08875283296442149	0.1508198454944469	0.006557574769045849
